state,year,quarter,pincode,txn_count,txn_amount
jharkhand,2022,3,861687,374927,318633167.9
jharkhand,2022,3,878173,291367,247619744.68
jharkhand,2022,3,873770,221043,187854525.21
jharkhand,2022,3,863923,195004,165725393.84
jharkhand,2022,3,887877,191694,162911689.64
jharkhand,2022,3,890253,158710,134880501.7
jharkhand,2022,4,818796,2190912,1863287468.68
jharkhand,2022,4,828965,1002173,852310536.98
jharkhand,2022,4,827082,717069,609840548.86
jharkhand,2022,4,876787,525720,447105566.67
jharkhand,2022,4,872792,412214,350572313.68
jharkhand,2022,4,825395,349079,296878658.59
jharkhand,2022,4,816641,309171,262938301.79
jharkhand,2022,4,836171,233899,198922371.23
jharkhand,2022,4,833918,219215,186434495.94
jharkhand,2022,4,867693,218044,185438171.4
jharkhand,2023,1,867471,1886128,1612247464.2
jharkhand,2023,1,866831,902404,771368376.08
jharkhand,2023,1,824713,611182,522433938.85
jharkhand,2023,1,890545,411011,351329497.56
jharkhand,2023,1,897957,349497,298747438.75
jharkhand,2023,1,883560,264461,226059807.11
jharkhand,2023,1,898987,209679,179232332.38
jharkhand,2023,1,831652,200124,171064460.31
jharkhand,2023,1,825747,172511,147461742.43
jharkhand,2023,1,893032,156955,134164542.18
jharkhand,2023,2,859505,1889004,1616022299.92
jharkhand,2023,2,895948,1054794,902364905.34
jharkhand,2023,2,823491,651423,557285190.53
jharkhand,2023,2,879540,463274,396326407.75
jharkhand,2023,2,844542,373582,319595887.71
jharkhand,2023,2,834658,298424,255299048.78
jharkhand,2023,2,893068,242971,207859512.51
jharkhand,2023,2,856938,215983,184771129.67
jharkhand,2023,2,882828,214405,183421351.27
jharkhand,2023,2,848187,187602,160491726.24
jharkhand,2023,3,844958,2326922,1979806299.93
jharkhand,2023,3,844117,1076261,915710993.81
jharkhand,2023,3,870578,615698,523852091.96
jharkhand,2023,3,820469,497672,423432763.12
jharkhand,2023,3,822056,397525,338224747.45
jharkhand,2023,3,853144,322537,274423199.98
jharkhand,2023,3,845463,257461,219055330.34
jharkhand,2023,3,862197,226178,192438746.57
jharkhand,2023,3,871599,199265,169540242.46
jharkhand,2023,3,840684,180163,153287389.65
jharkhand,2023,4,833078,2617534,2253531125.13
jharkhand,2023,4,840080,1253217,1078940409.41
jharkhand,2023,4,845627,735486,633207406.43
jharkhand,2023,4,825491,528104,454664637.14
jharkhand,2023,4,866081,455700,392329550.55
jharkhand,2023,4,876795,347023,298764784.25
jharkhand,2023,4,822820,286628,246768877.75
jharkhand,2023,4,810066,280121,241166663.3
jharkhand,2023,4,817753,233590,201106245.05
jharkhand,2023,4,872675,200323,172466214.3
karnataka,2018,1,570817,3220778,2587455020.88
karnataka,2018,1,518340,1478240,1187564319.56
karnataka,2018,1,599829,935682,751692626.99
karnataka,2018,1,536154,678276,544902189.59
karnataka,2018,1,572862,639403,513673253.59
karnataka,2018,1,549040,508341,408382590.15
karnataka,2018,1,595168,389612,313000129.05
karnataka,2018,1,585465,370854,297931028.64
karnataka,2018,1,549004,342657,275278148.1
karnataka,2018,1,575459,297551,239042296.63
karnataka,2018,2,555320,3788305,2973578817.31
karnataka,2018,2,560116,1829434,1435989969.16
karnataka,2018,2,516212,1278712,1003708241.7
karnataka,2018,2,559886,878423,689506301.01
karnataka,2018,2,591128,740987,581628015.96
karnataka,2018,2,585798,588304,461781657.82
karnataka,2018,2,578944,444537,348933951.25
karnataka,2018,2,524571,398804,313036022.71
karnataka,2018,2,592520,356236,279622944.14
karnataka,2018,2,530532,349874,274629082.41
karnataka,2018,3,540271,4167296,3326918922.91
karnataka,2018,3,579061,2126383,1697576584.79
karnataka,2018,3,552778,1467386,1171473077.96
karnataka,2018,3,562820,1006334,803397295.72
karnataka,2018,3,537688,837593,668684117.96
karnataka,2018,3,534367,725331,579061302.11
karnataka,2018,3,550817,646596,516203866.49
karnataka,2018,3,516283,534075,426374034.59
karnataka,2018,3,586357,472234,377003251.45
karnataka,2018,3,536915,396711,316710921.18
karnataka,2018,4,555094,5562883,4456729714.13
karnataka,2018,4,575712,2394254,1918167947.24
karnataka,2018,4,581973,1762868,1412330336.84
karnataka,2018,4,511227,1296851,1038978236.02
karnataka,2018,4,588960,936175,750021546.59
karnataka,2018,4,542348,833462,667732120.63
karnataka,2018,4,599638,746758,598269358.12
karnataka,2018,4,572183,598306,479335825.04
karnataka,2018,4,524441,558326,447306079.38
karnataka,2018,4,537335,517037,414226671.52
karnataka,2019,1,591095,4273292,3417066342.94
karnataka,2019,1,588568,2216570,1772443286.51
karnataka,2019,1,541239,1390509,1111897572.68
karnataka,2019,1,552849,949556,759296604.17
karnataka,2019,1,542078,892593,713747076.4
karnataka,2019,1,518471,721634,577042883.54
karnataka,2019,1,556040,528808,422852797.63
karnataka,2019,1,570184,523759,418815623.53
karnataka,2019,1,544204,400911,320582367.42
karnataka,2019,1,536178,394307,315301580.03
karnataka,2019,2,526421,5391671,4323839099.53
karnataka,2019,2,510042,2252416,1806320761.46
karnataka,2019,2,528228,1536628,1232296260.29
karnataka,2019,2,588187,1261263,1011467831.05
karnataka,2019,2,538038,827828,663875012.63
karnataka,2019,2,516888,823587,660473890.04
karnataka,2019,2,535094,703638,564281387.12
karnataka,2019,2,517656,602908,483501572.41
karnataka,2019,2,586630,471406,378043553.33
karnataka,2019,2,563682,471002,377719800.98
karnataka,2019,3,586626,5498635,4475326179.33
karnataka,2019,3,593453,2853428,2322398653.97
karnataka,2019,3,563925,1827395,1487312457.64
karnataka,2019,3,581856,1283181,1044378491.92
karnataka,2019,3,538877,959463,780905241.63
karnataka,2019,3,598349,883581,719144512.18
karnataka,2019,3,536399,747378,608289150.18
karnataka,2019,3,581437,698224,568283501.83
karnataka,2019,3,555646,594361,483749431.2
karnataka,2019,3,556037,509394,414594849.21
karnataka,2019,4,588779,6099733,4969369301.02
karnataka,2019,4,540192,3470360,2827255582.97
karnataka,2019,4,577304,2242692,1827090742.69
karnataka,2019,4,561588,1630799,1328589762.78
karnataka,2019,4,585938,1286458,1048060223.22
karnataka,2019,4,571896,1021892,832522015.97
karnataka,2019,4,538287,951292,775005246.17
karnataka,2019,4,512920,764972,623212393.11
karnataka,2019,4,575238,659178,537023991.78
karnataka,2019,4,588449,628755,512238187.89
karnataka,2020,1,593135,5265958,4232854910.73
karnataka,2020,1,591264,2595374,2086200099.68
karnataka,2020,1,527974,1899307,1526691132.06
karnataka,2020,1,533001,1344045,1080363867.48
karnataka,2020,1,557909,937354,753459016.33
karnataka,2020,1,588165,852161,684980220.23
karnataka,2020,1,528889,763523,613731349.69
karnataka,2020,1,511218,574084,461457267.64
karnataka,2020,1,567741,508863,409031688.08
karnataka,2020,1,547352,445075,357758376.1
karnataka,2020,2,510888,5651820,4561542144.53
karnataka,2020,2,594343,3199727,2582475784.49
karnataka,2020,2,510181,2094564,1690507507.03
karnataka,2020,2,551314,1359037,1096869056.06
karnataka,2020,2,520899,1112785,898120771.75
karnataka,2020,2,517135,1002951,809474925.25
karnataka,2020,2,566007,763470,616191404.87
karnataka,2020,2,562514,698234,563539610.99
karnataka,2020,2,512779,607192,490060749.86
karnataka,2020,2,520978,536668,433140926.74
karnataka,2020,3,594231,6676352,5574422704.52
karnataka,2020,3,514421,3285700,2743396884.86
karnataka,2020,3,599489,1882540,1571827882.92
karnataka,2020,3,540641,1560814,1303202968.78
karnataka,2020,3,515099,1222438,1020675685.04
karnataka,2020,3,578213,1028576,858810451.22
karnataka,2020,3,549713,849643,709410317.13
karnataka,2020,3,514817,731618,610865227.57
karnataka,2020,3,511875,668057,557794721.29
karnataka,2020,3,556436,550531,459666583.03
karnataka,2020,4,596380,7756033,6230816747.97
karnataka,2020,4,554369,3338253,2681789355.51
karnataka,2020,4,567960,2495519,2004777973.2
karnataka,2020,4,583492,1885494,1514713705.69
karnataka,2020,4,535461,1457144,1170598504.74
karnataka,2020,4,517103,1078886,866724752.4
karnataka,2020,4,532615,1029978,827433871.39
karnataka,2020,4,544472,846878,680340318.91
karnataka,2020,4,527028,677770,544487696.08
karnataka,2020,4,539375,671149,539168608.14
karnataka,2021,1,557215,6843592,5567930510.84
karnataka,2021,1,515166,3003886,2443955289.35
karnataka,2021,1,525003,2063642,1678974774.97
karnataka,2021,1,576591,1495550,1216776334.96
karnataka,2021,1,592753,1168877,950995597.53
karnataka,2021,1,521198,1098960,894111457.14
karnataka,2021,1,514739,830756,675901217.09
karnataka,2021,1,530827,749360,609678220.38
karnataka,2021,1,542889,697926,567831660.28
karnataka,2021,1,573676,588643,478918764.6
karnataka,2021,2,555064,6475788,5425782636.58
karnataka,2021,2,569011,3384194,2835469761.93
karnataka,2021,2,542466,2208177,1850136275.01
karnataka,2021,2,573158,1530866,1282647040.51
karnataka,2021,2,539894,1136401,952141197.76
karnataka,2021,2,539812,929151,778495751.08
karnataka,2021,2,548984,818977,686185814.28
karnataka,2021,2,527606,785768,658361116.45
karnataka,2021,2,538302,630397,528182608.71
karnataka,2021,2,565561,596175,499509963.77
karnataka,2021,3,528424,7558041,6341271909.13
karnataka,2021,3,539815,3706176,3109518857.4
karnataka,2021,3,519564,2258393,1894814850.89
karnataka,2021,3,520260,1888721,1584655814.09
karnataka,2021,3,592931,1502201,1260362042.64
karnataka,2021,3,515047,1249610,1048435639.69
karnataka,2021,3,524294,997917,837262677.34
karnataka,2021,3,563431,967564,811796117.99
karnataka,2021,3,595962,726627,609647960.69
karnataka,2021,3,529212,694283,582510905.96
karnataka,2021,4,532872,8502952,7074516571.12
karnataka,2021,4,539805,3891103,3237425638.35
karnataka,2021,4,569805,2939655,2445814515.44
karnataka,2021,4,591257,1946053,1619130216.3
karnataka,2021,4,514874,1655766,1377609263.85
karnataka,2021,4,543237,1384175,1151644249.94
karnataka,2021,4,525370,1104858,919250372.48
karnataka,2021,4,577831,991527,824957849.94
karnataka,2021,4,552102,781732,650406648.68
karnataka,2021,4,596345,695559,578710514.45
karnataka,2022,1,552932,7163035,6024928956.21
karnataka,2022,1,523554,3492316,2937435754.18
karnataka,2022,1,521067,2181654,1835019735.24
karnataka,2022,1,578772,1771401,1489950199.01
karnataka,2022,1,552272,1234977,1038756984.56
karnataka,2022,1,592696,1010860,850249071.5
karnataka,2022,1,566186,867519,729682517.33
karnataka,2022,1,541124,734515,617811059.23
karnataka,2022,1,555353,656787,552432746.01
karnataka,2022,1,521511,615221,517471662.54
karnataka,2022,2,580957,7965183,6703829852.01
karnataka,2022,2,556236,3362466,2829991826.52
karnataka,2022,2,551958,2279137,1918216956.99
karnataka,2022,2,576294,1697829,1428963987.85
karnataka,2022,2,558786,1289709,1085473388.78
karnataka,2022,2,573117,1130662,951612932.58
karnataka,2022,2,582019,1017473,856348211.1
karnataka,2022,2,544491,849294,714801422.9
karnataka,2022,2,511330,732096,616163094.98
karnataka,2022,2,562158,654008,550440839.8
karnataka,2022,3,590111,8083268,6752895214.37
karnataka,2022,3,575681,4193915,3503666176.97
karnataka,2022,3,571065,2488883,2079254540.72
karnataka,2022,3,535932,1911879,1597215415.29
karnataka,2022,3,598821,1433744,1197773296.08
karnataka,2022,3,549646,1134692,947941039.98
karnataka,2022,3,576813,1123359,938473386.27
karnataka,2022,3,528280,942566,787435450.06
karnataka,2022,3,515903,803558,671305982.99
karnataka,2022,3,597707,659531,550983558.52
karnataka,2022,4,517019,9934338,8368791348.06
karnataka,2022,4,570226,4769830,4018155149.66
karnataka,2022,4,579079,2934491,2472046154.59
karnataka,2022,4,559580,2168339,1826631559.15
karnataka,2022,4,578372,1903233,1603303762.54
karnataka,2022,4,555776,1453467,1224416016.42
karnataka,2022,4,540640,1205710,1015703126.58
karnataka,2022,4,565400,1074260,904968022.32
karnataka,2022,4,557560,982138,827363677.57
karnataka,2022,4,569913,889160,749038030.41
karnataka,2023,1,557888,8069290,6780865650.82
karnataka,2023,1,558535,3303272,2775838139.63
karnataka,2023,1,573105,2144123,1801770883.7
karnataka,2023,1,546950,1834074,1541227164.67
karnataka,2023,1,562970,1291758,1085503298.58
karnataka,2023,1,540173,1213825,1020013548.84
karnataka,2023,1,593905,903711,759415446.81
karnataka,2023,1,511688,810308,680926418.29
karnataka,2023,1,587152,802936,674731141.74
karnataka,2023,1,597162,726859,610802113.99
karnataka,2023,2,570723,8718058,7450494215.12
karnataka,2023,2,533766,4015068,3431296654.95
karnataka,2023,2,550161,2539778,2170506846.94
karnataka,2023,2,563739,1952326,1668467506.94
karnataka,2023,2,530835,1767357,1510392033.22
karnataka,2023,2,535486,1425402,1218156077.64
karnataka,2023,2,523541,1127299,963395197.25
karnataka,2023,2,527261,987928,844288607.07
karnataka,2023,2,564735,803536,686706195.22
karnataka,2023,2,550375,790146,675263109.14
karnataka,2023,3,538748,9203573,7887584246.55
karnataka,2023,3,514114,4297494,3683009772.87
karnataka,2023,3,575356,2851273,2443578963.67
karnataka,2023,3,563937,1908966,1636009442.79
karnataka,2023,3,541006,1525263,1307170640.1
karnataka,2023,3,583298,1181227,1012327213.88
karnataka,2023,3,565802,1116458,956819805.53
karnataka,2023,3,522220,957011,820171794.49
karnataka,2023,3,547406,888294,761280531.17
karnataka,2023,3,556835,737881,632373898.63
karnataka,2023,4,562367,9663794,8420610230.0
karnataka,2023,4,513990,4538766,3954883521.6
karnataka,2023,4,526827,3058267,2664840956.05
karnataka,2023,4,528669,2381201,2074875307.82
karnataka,2023,4,535708,1918573,1671761434.11
karnataka,2023,4,518410,1535368,1337853321.54
karnataka,2023,4,571330,1325379,1154877645.06
karnataka,2023,4,589064,1026579,894516646.28
karnataka,2023,4,586822,987358,860341519.5
karnataka,2023,4,542597,967369,842923773.04
kerala,2018,1,619846,1645834,1304105032.85
kerala,2018,1,636908,819173,649086198.18
kerala,2018,1,636497,558454,442501084.31
kerala,2018,1,632897,371792,294596252.63
kerala,2018,1,631022,283440,224588892.43
kerala,2018,1,668183,245402,194448491.51
kerala,2018,1,633650,221920,175842703.86
kerala,2018,1,623766,201683,159807663.02
kerala,2018,1,675695,167477,132703493.23
kerala,2018,1,610132,141208,111889104.72
kerala,2018,2,631364,2011498,1579773694.49
kerala,2018,2,642628,982989,772012035.4
kerala,2018,2,626311,673959,529308994.62
kerala,2018,2,664970,472574,371146211.4
kerala,2018,2,658117,404837,317947561.3
kerala,2018,2,653125,340971,267789455.32
kerala,2018,2,629175,257062,201889270.83
kerala,2018,2,672486,244652,192143490.01
kerala,2018,2,625179,199600,156760896.75
kerala,2018,2,653589,187165,146994457.8
kerala,2018,3,613471,2468904,1955893590.21
kerala,2018,3,624329,1047258,829650060.82
kerala,2018,3,674049,687661,544772852.95
kerala,2018,3,626736,479160,379596113.46
kerala,2018,3,680972,415269,328981027.52
kerala,2018,3,626121,350109,277360867.7
kerala,2018,3,682730,280695,222369926.51
kerala,2018,3,643876,269620,213595984.9
kerala,2018,3,665383,236063,187012150.49
kerala,2018,3,682646,208961,165541438.42
kerala,2018,4,678112,2874939,2269562788.4
kerala,2018,4,653540,1427224,1126692982.06
kerala,2018,4,642189,970298,765982068.85
kerala,2018,4,637406,720309,568633588.49
kerala,2018,4,646234,535568,422793705.11
kerala,2018,4,625252,479195,378291302.54
kerala,2018,4,637584,397911,314123461.29
kerala,2018,4,696920,330944,261257537.1
kerala,2018,4,651079,294587,232556467.54
kerala,2018,4,683988,252639,199441224.25
kerala,2019,1,629317,2451269,1961433337.01
kerala,2019,1,610399,1094558,875833880.79
kerala,2019,1,676876,697245,557914991.83
kerala,2019,1,639497,575234,460285421.35
kerala,2019,1,650229,475073,380139788.23
kerala,2019,1,613162,347961,278428330.62
kerala,2019,1,672052,333053,266499652.34
kerala,2019,1,677831,245221,196218725.4
kerala,2019,1,635614,233659,186967566.86
kerala,2019,1,673793,190118,152127499.43
kerala,2019,2,670752,2537823,2044026725.97
kerala,2019,2,654175,1326991,1068792496.79
kerala,2019,2,684182,843035,679001514.93
kerala,2019,2,624916,658099,530049730.62
kerala,2019,2,654516,487052,392284627.0
kerala,2019,2,665164,438580,353243698.64
kerala,2019,2,666247,369905,297931021.17
kerala,2019,2,669769,286698,230914491.46
kerala,2019,2,612754,286386,230663010.43
kerala,2019,2,610779,238791,192328883.07
kerala,2019,3,694018,3090245,2472371965.01
kerala,2019,3,624508,1611007,1288897307.8
kerala,2019,3,636325,948935,759202046.69
kerala,2019,3,630362,815669,652582250.55
kerala,2019,3,652992,611423,489173657.92
kerala,2019,3,653851,499642,399742354.62
kerala,2019,3,675389,408568,326877924.59
kerala,2019,3,688876,346418,277154130.08
kerala,2019,3,630350,326523,261237190.31
kerala,2019,3,625232,279138,223326977.32
kerala,2019,4,673270,3191405,2610256723.57
kerala,2019,4,672159,1844683,1508770237.4
kerala,2019,4,678585,1198283,980077915.15
kerala,2019,4,689415,764683,625435895.47
kerala,2019,4,627329,705853,577318813.45
kerala,2019,4,636172,550894,450577687.65
kerala,2019,4,677625,430282,351929250.45
kerala,2019,4,655598,417965,341854981.84
kerala,2019,4,644158,364634,298235008.57
kerala,2019,4,664089,287331,235008642.59
kerala,2020,1,645381,2903328,2348296491.23
kerala,2020,1,626176,1473281,1191633116.72
kerala,2020,1,632021,837644,677510956.98
kerala,2020,1,631335,617409,499378553.28
kerala,2020,1,688097,521703,421968904.62
kerala,2020,1,653050,454989,368008417.92
kerala,2020,1,644674,359216,290545066.54
kerala,2020,1,695416,306906,248234989.26
kerala,2020,1,692623,274353,221905340.86
kerala,2020,1,657575,256251,207263908.19
kerala,2020,2,660765,3330600,2665642734.18
kerala,2020,2,624960,1559116,1247837161.65
kerala,2020,2,692632,1122506,898397217.85
kerala,2020,2,610166,881523,705526452.49
kerala,2020,2,679650,667480,534217382.42
kerala,2020,2,694054,574910,460128722.71
kerala,2020,2,686350,440493,352548733.43
kerala,2020,2,638237,398946,319296539.65
kerala,2020,2,694712,352001,281723753.3
kerala,2020,2,694468,310569,248564061.69
kerala,2020,3,680485,3804077,3053182503.03
kerala,2020,3,677264,1821526,1461971760.42
kerala,2020,3,698666,1266354,1016385659.22
kerala,2020,3,655890,786014,630861295.59
kerala,2020,3,639438,614870,493499524.44
kerala,2020,3,651632,539406,432932199.92
kerala,2020,3,643450,494949,397250590.85
kerala,2020,3,649305,375136,301087852.29
kerala,2020,3,615595,348319,279564244.53
kerala,2020,3,666979,330989,265654531.71
kerala,2020,4,674539,4135637,3344559032.92
kerala,2020,4,621544,2002545,1619492251.53
kerala,2020,4,626226,1233230,997334367.73
kerala,2020,4,696281,981186,793501600.31
kerala,2020,4,632655,686633,555291831.27
kerala,2020,4,659014,635051,513576327.38
kerala,2020,4,642528,515040,416521437.91
kerala,2020,4,661020,451952,365501789.1
kerala,2020,4,658790,429731,347530818.1
kerala,2020,4,686741,361682,292498799.42
kerala,2021,1,629507,3544779,2901392240.22
kerala,2021,1,669389,1622291,1327841405.83
kerala,2021,1,647252,1009132,825971862.62
kerala,2021,1,640474,762659,624234774.8
kerala,2021,1,629658,666798,545772351.76
kerala,2021,1,674597,550766,450800439.65
kerala,2021,1,632415,429824,351810343.91
kerala,2021,1,682180,392064,320903502.78
kerala,2021,1,689266,378515,309813861.18
kerala,2021,1,626774,310305,253983807.44
kerala,2021,2,615880,3742216,3084986416.34
kerala,2021,2,681031,1817329,1498159267.49
kerala,2021,2,675387,1055076,869777687.62
kerala,2021,2,652707,845850,697297509.18
kerala,2021,2,623284,608562,501683337.27
kerala,2021,2,679014,545420,449630742.61
kerala,2021,2,653131,436653,359966062.54
kerala,2021,2,641177,371843,306538397.89
kerala,2021,2,624067,344682,284147133.07
kerala,2021,2,633576,325290,268161048.16
kerala,2021,3,691779,3943610,3250422735.11
kerala,2021,3,685843,1866437,1538364264.19
kerala,2021,3,618892,1319174,1087296202.91
kerala,2021,3,673603,991552,817262767.35
kerala,2021,3,647548,765791,631184762.67
kerala,2021,3,696023,596167,491376273.42
kerala,2021,3,668238,523529,431505833.08
kerala,2021,3,652990,455362,375321471.48
kerala,2021,3,642386,430618,354926496.83
kerala,2021,3,621207,405259,334025323.22
kerala,2021,4,636769,4462781,3716726420.22
kerala,2021,4,672399,2256852,1879568272.72
kerala,2021,4,658150,1484528,1236356008.6
kerala,2021,4,687916,1044501,869889078.5
kerala,2021,4,621616,762746,635236083.16
kerala,2021,4,693844,669939,557944032.28
kerala,2021,4,656091,596790,497023458.55
kerala,2021,4,620713,458041,381469850.65
kerala,2021,4,654327,451238,375803472.85
kerala,2021,4,666960,368980,307296653.36
kerala,2022,1,617840,3537701,2957931197.1
kerala,2022,1,646121,1883314,1574670706.77
kerala,2022,1,671177,1133233,947515603.77
kerala,2022,1,633649,799032,668084481.0
kerala,2022,1,646103,739192,618051587.13
kerala,2022,1,618771,569019,475766615.28
kerala,2022,1,654179,501282,419130526.69
kerala,2022,1,678757,469079,392205271.8
kerala,2022,1,639150,362518,303107455.62
kerala,2022,1,690864,308800,258193482.82
kerala,2022,2,637066,4229250,3531742481.8
kerala,2022,2,653884,2146154,1792200799.51
kerala,2022,2,692235,1357291,1133440711.12
kerala,2022,2,611587,960245,801877538.29
kerala,2022,2,664571,806238,673269416.14
kerala,2022,2,646630,602418,503064732.21
kerala,2022,2,628322,598160,499509332.47
kerala,2022,2,665581,492066,410912266.7
kerala,2022,2,626992,468678,391381648.62
kerala,2022,2,624588,381875,318894787.59
kerala,2022,3,643283,4481570,3760071447.51
kerala,2022,3,614753,2040000,1711575943.9
kerala,2022,3,637169,1502711,1260786396.42
kerala,2022,3,651412,1052176,882784060.95
kerala,2022,3,639797,784403,658120351.43
kerala,2022,3,643800,639666,536685267.14
kerala,2022,3,693926,625266,524603727.34
kerala,2022,3,662204,525956,441281463.5
kerala,2022,3,652599,429696,360518288.87
kerala,2022,3,647396,375173,314773273.93
kerala,2022,4,656332,4848528,4097646053.33
kerala,2022,4,688746,2463715,2082164938.69
kerala,2022,4,628623,1418370,1198710283.76
kerala,2022,4,662560,1022152,863853429.29
kerala,2022,4,665994,901183,761618902.59
kerala,2022,4,649713,679389,574173536.14
kerala,2022,4,669761,611214,516556880.63
kerala,2022,4,641604,565595,478002471.43
kerala,2022,4,688059,491131,415070729.32
kerala,2022,4,619200,392462,331682207.94
kerala,2023,1,669065,4487570,3802045131.04
kerala,2023,1,616648,2263797,1917977189.35
kerala,2023,1,668033,1337148,1132884747.88
kerala,2023,1,690359,925907,784465319.62
kerala,2023,1,677465,740397,627293392.55
kerala,2023,1,645207,598990,507488306.2
kerala,2023,1,674593,586532,496933394.58
kerala,2023,1,611042,468842,397221830.12
kerala,2023,1,693165,404532,342735315.89
kerala,2023,1,699771,347949,294796628.95
kerala,2023,2,612595,4540330,3841375462.62
kerala,2023,2,612391,1994093,1687115347.96
kerala,2023,2,649503,1307265,1106020474.77
kerala,2023,2,688107,1033389,874305789.09
kerala,2023,2,672031,857607,725584613.75
kerala,2023,2,646311,654884,554069085.46
kerala,2023,2,690610,594329,502836256.73
kerala,2023,2,692485,463347,392017997.29
kerala,2023,2,621179,389417,329468898.53
kerala,2023,2,688073,385809,326416147.7
kerala,2023,3,673415,5170769,4430946519.79
kerala,2023,3,661023,2438584,2089676701.87
kerala,2023,3,672436,1469275,1259054961.72
kerala,2023,3,671309,1227596,1051954109.86
kerala,2023,3,625819,852972,730930920.99
kerala,2023,3,659549,735104,629927495.28
kerala,2023,3,694763,687517,589149206.64
kerala,2023,3,610920,553613,474403569.0
kerala,2023,3,685487,465153,398600260.52
kerala,2023,3,642900,451716,387086120.42
kerala,2023,4,610425,5376701,4624359813.15
kerala,2023,4,626024,2438564,2097345113.95
kerala,2023,4,698927,1620636,1393867321.92
kerala,2023,4,631963,1165925,1002781739.35
kerala,2023,4,665584,1075348,924878708.14
kerala,2023,4,653208,761948,655331647.7
kerala,2023,4,630913,705200,606524866.99
kerala,2023,4,683940,641758,551959464.94
kerala,2023,4,643788,493238,424221077.17
kerala,2023,4,634407,461803,397184983.49
ladakh,2018,1,118251,36261,28484507.39
ladakh,2018,1,182359,18645,14646402.71
ladakh,2018,1,175671,11826,9289931.57
ladakh,2018,1,123972,8656,6799722.61
ladakh,2018,1,163948,7760,6096152.34
ladakh,2018,1,165488,5785,4544582.9
ladakh,2018,1,174472,5070,3983262.34
ladakh,2018,1,153618,4560,3582823.03
ladakh,2018,1,171410,4203,3301723.47
ladakh,2018,1,120225,3768,2960606.47
ladakh,2018,2,178816,49052,39013636.74
ladakh,2018,2,186005,22762,18103914.18
ladakh,2018,2,186010,15516,12341226.53
ladakh,2018,2,124580,10930,8693866.97
ladakh,2018,2,176802,8611,6849353.35
ladakh,2018,2,130313,6754,5372024.29
ladakh,2018,2,181574,5969,4747568.41
ladakh,2018,2,117925,4927,3918940.58
ladakh,2018,2,143248,4406,3504454.42
ladakh,2018,2,197444,3826,3043318.87
ladakh,2018,3,131109,52727,42246347.79
ladakh,2018,3,127716,26656,21357582.48
ladakh,2018,3,130601,17831,14287220.22
ladakh,2018,3,135080,11625,9314908.87
ladakh,2018,3,123509,9244,7406554.95
ladakh,2018,3,169858,8533,6837504.26
ladakh,2018,3,135085,7412,5938632.21
ladakh,2018,3,169624,5941,4760100.98
ladakh,2018,3,195143,5564,4458700.18
ladakh,2018,3,137605,4441,3558403.07
ladakh,2018,4,175607,66081,52375479.74
ladakh,2018,4,129085,29983,23764280.48
ladakh,2018,4,172528,21081,16708657.78
ladakh,2018,4,158209,16268,12894200.67
ladakh,2018,4,165230,11933,9457965.27
ladakh,2018,4,196992,10045,7961714.35
ladakh,2018,4,142700,9156,7257387.65
ladakh,2018,4,185517,6587,5221441.87
ladakh,2018,4,182735,6337,5023188.71
ladakh,2018,4,117603,5994,4751519.39
ladakh,2019,1,132234,57112,44655295.41
ladakh,2019,1,149323,24771,19368634.8
ladakh,2019,1,125810,15853,12395809.43
ladakh,2019,1,128088,12415,9707322.36
ladakh,2019,1,133117,9757,7629529.35
ladakh,2019,1,164821,8332,6514879.54
ladakh,2019,1,173868,6778,5300323.21
ladakh,2019,1,142178,6221,4864803.27
ladakh,2019,1,154924,5338,4174265.87
ladakh,2019,1,144434,4847,3789851.33
ladakh,2019,2,166273,62118,50162986.67
ladakh,2019,2,194566,30343,24503258.84
ladakh,2019,2,122391,22357,18054714.3
ladakh,2019,2,151496,14315,11559954.35
ladakh,2019,2,138681,12936,10446868.85
ladakh,2019,2,179028,9789,7905576.39
ladakh,2019,2,197503,8101,6542595.21
ladakh,2019,2,119958,7907,6385271.01
ladakh,2019,2,119635,6700,5410482.28
ladakh,2019,2,171443,5564,4493651.15
ladakh,2019,3,155314,75060,60638543.33
ladakh,2019,3,134072,30163,24368089.93
ladakh,2019,3,151069,21994,17768624.84
ladakh,2019,3,173036,17393,14051260.76
ladakh,2019,3,192332,11998,9693432.98
ladakh,2019,3,127716,10471,8459289.5
ladakh,2019,3,198186,8760,7077623.34
ladakh,2019,3,136914,7897,6379703.49
ladakh,2019,3,148370,6961,5624221.07
ladakh,2019,3,181714,6563,5302585.06
ladakh,2019,4,121348,76300,61498643.83
ladakh,2019,4,118830,37398,30143681.55
ladakh,2019,4,130621,23462,18911097.83
ladakh,2019,4,191326,17343,13979141.49
ladakh,2019,4,194156,15545,12530003.51
ladakh,2019,4,158486,12866,10370786.96
ladakh,2019,4,186791,9916,7992474.4
ladakh,2019,4,176584,8484,6838949.88
ladakh,2019,4,160933,8106,6534190.83
ladakh,2019,4,147291,7340,5916895.61
ladakh,2020,1,139472,67233,54628326.89
ladakh,2020,1,184247,31298,25430000.82
ladakh,2020,1,182644,21099,17143254.06
ladakh,2020,1,147570,15505,12598317.35
ladakh,2020,1,166131,13821,11230401.76
ladakh,2020,1,195222,9824,7982544.61
ladakh,2020,1,181957,8374,6804748.55
ladakh,2020,1,125329,7816,6350661.38
ladakh,2020,1,175787,7256,5895855.44
ladakh,2020,1,132760,5702,4633700.52
