state,year,quarter,district,txn_count,txn_amount
lakshadweep,2023,3,Lakshadweep District 1,79049,66876630.69
lakshadweep,2023,3,Lakshadweep District 2,34194,28928872.75
lakshadweep,2023,3,Lakshadweep District 3,20941,17716268.03
lakshadweep,2023,3,Lakshadweep District 4,15462,13080949.01
lakshadweep,2023,3,Lakshadweep District 5,13019,11014277.88
lakshadweep,2023,4,Lakshadweep District 1,90763,76706553.15
lakshadweep,2023,4,Lakshadweep District 2,39261,33181009.46
lakshadweep,2023,4,Lakshadweep District 3,24044,20320309.81
lakshadweep,2023,4,Lakshadweep District 4,17753,15003664.22
lakshadweep,2023,4,Lakshadweep District 5,14948,12633221.55
madhya-pradesh,2018,1,Indore,2123421,1662626445.41
madhya-pradesh,2018,1,Bhopal,826896,647454886.23
madhya-pradesh,2018,1,Jabalpur,589659,461699632.16
madhya-pradesh,2018,1,Gwalior,393622,308203686.24
madhya-pradesh,2018,1,Ujjain,302951,237209399.13
madhya-pradesh,2018,1,Sagar,231887,181566602.22
madhya-pradesh,2018,2,Indore,2444794,1908856283.05
madhya-pradesh,2018,2,Bhopal,952044,743340953.7
madhya-pradesh,2018,2,Jabalpur,678902,530075920.64
madhya-pradesh,2018,2,Gwalior,453195,353847699.56
madhya-pradesh,2018,2,Ujjain,348802,272339377.96
madhya-pradesh,2018,2,Sagar,266982,208456054.81
madhya-pradesh,2018,3,Indore,2737306,2208191003.18
madhya-pradesh,2018,3,Bhopal,1065953,859906961.48
madhya-pradesh,2018,3,Jabalpur,760130,613199060.27
madhya-pradesh,2018,3,Gwalior,507418,409335848.7
madhya-pradesh,2018,3,Ujjain,390535,315045909.72
madhya-pradesh,2018,3,Sagar,298926,241144809.53
madhya-pradesh,2018,4,Indore,3285517,2633442881.1
madhya-pradesh,2018,4,Bhopal,1279435,1025507242.29
madhya-pradesh,2018,4,Jabalpur,912364,731288506.13
madhya-pradesh,2018,4,Gwalior,609041,488165459.95
madhya-pradesh,2018,4,Ujjain,468749,375717230.52
madhya-pradesh,2018,4,Sagar,358793,287584308.17
madhya-pradesh,2019,1,Indore,2991162,2376513165.45
madhya-pradesh,2019,1,Bhopal,1164809,925454461.17
madhya-pradesh,2019,1,Jabalpur,830624,659940937.03
madhya-pradesh,2019,1,Gwalior,554476,440537993.37
madhya-pradesh,2019,1,Ujjain,426753,339060684.11
madhya-pradesh,2019,1,Sagar,326648,259526378.74
madhya-pradesh,2019,2,Indore,3390552,2733632387.39
madhya-pradesh,2019,2,Bhopal,1320338,1064522732.25
madhya-pradesh,2019,2,Jabalpur,941532,759110425.08
madhya-pradesh,2019,2,Gwalior,628512,506737746.74
madhya-pradesh,2019,2,Ujjain,483735,390011417.08
madhya-pradesh,2019,2,Sagar,370264,298525471.95
madhya-pradesh,2019,3,Indore,3786737,3040244123.96
madhya-pradesh,2019,3,Bhopal,1474619,1183922533.43
madhya-pradesh,2019,3,Jabalpur,1051550,844254340.83
madhya-pradesh,2019,3,Gwalior,701953,563574847.89
madhya-pradesh,2019,3,Ujjain,540259,433756171.65
madhya-pradesh,2019,3,Sagar,413529,332008910.97
madhya-pradesh,2019,4,Indore,4366944,3540132762.89
madhya-pradesh,2019,4,Bhopal,1700562,1378587632.58
madhya-pradesh,2019,4,Jabalpur,1212669,983069888.57
madhya-pradesh,2019,4,Gwalior,809507,656239993.24
madhya-pradesh,2019,4,Ujjain,623038,505076030.66
madhya-pradesh,2019,4,Sagar,476890,386599093.82
madhya-pradesh,2020,1,Indore,3827802,3126910718.7
madhya-pradesh,2020,1,Bhopal,1490611,1217671972.7
madhya-pradesh,2020,1,Jabalpur,1062953,868321042.66
madhya-pradesh,2020,1,Gwalior,709565,579640371.23
madhya-pradesh,2020,1,Ujjain,546118,446121024.21
madhya-pradesh,2020,1,Sagar,418014,341473309.41
madhya-pradesh,2020,2,Indore,3963125,3207806580.54
madhya-pradesh,2020,2,Bhopal,1543308,1249174190.87
madhya-pradesh,2020,2,Jabalpur,1100532,890785252.68
madhya-pradesh,2020,2,Gwalior,734650,594636164.72
madhya-pradesh,2020,2,Ujjain,565425,457662557.69
madhya-pradesh,2020,2,Sagar,432791,350307516.76
madhya-pradesh,2020,3,Indore,4602940,3812092642.6
madhya-pradesh,2020,3,Bhopal,1792462,1484493414.04
madhya-pradesh,2020,3,Jabalpur,1278204,1058591228.18
madhya-pradesh,2020,3,Gwalior,853254,706653625.04
madhya-pradesh,2020,3,Ujjain,656708,543876953.04
madhya-pradesh,2020,3,Sagar,502662,416298387.63
madhya-pradesh,2020,4,Indore,5136842,4192418412.13
madhya-pradesh,2020,4,Bhopal,2000373,1632598707.64
madhya-pradesh,2020,4,Jabalpur,1426464,1164205010.75
madhya-pradesh,2020,4,Gwalior,952224,777155212.73
madhya-pradesh,2020,4,Ujjain,732881,598138598.83
madhya-pradesh,2020,4,Sagar,560967,457831744.62
madhya-pradesh,2021,1,Indore,4224115,3438863363.46
madhya-pradesh,2021,1,Bhopal,1644942,1339151613.95
madhya-pradesh,2021,1,Jabalpur,1173007,954948090.92
madhya-pradesh,2021,1,Gwalior,783030,637467524.96
madhya-pradesh,2021,1,Ujjain,602660,490627774.13
madhya-pradesh,2021,1,Sagar,461293,375540000.65
madhya-pradesh,2021,2,Indore,4422044,3665776254.56
madhya-pradesh,2021,2,Bhopal,1722018,1427515335.39
madhya-pradesh,2021,2,Jabalpur,1227970,1017960199.65
madhya-pradesh,2021,2,Gwalior,819721,679530725.44
madhya-pradesh,2021,2,Ujjain,630899,523001775.34
madhya-pradesh,2021,2,Sagar,482907,400319952.12
madhya-pradesh,2021,3,Indore,4748905,3961302929.82
madhya-pradesh,2021,3,Bhopal,1849304,1542598426.03
madhya-pradesh,2021,3,Jabalpur,1318737,1100025872.1
madhya-pradesh,2021,3,Gwalior,880312,734312971.29
madhya-pradesh,2021,3,Ujjain,677533,565165007.65
madhya-pradesh,2021,3,Sagar,518602,432592850.49
madhya-pradesh,2021,4,Indore,5775661,4740567703.15
madhya-pradesh,2021,4,Bhopal,2249140,1846057321.78
madhya-pradesh,2021,4,Jabalpur,1603860,1316422201.05
madhya-pradesh,2021,4,Gwalior,1070643,878766511.27
madhya-pradesh,2021,4,Ujjain,824022,676343877.18
madhya-pradesh,2021,4,Sagar,630729,517692216.92
madhya-pradesh,2022,1,Indore,4576881,3803432419.17
madhya-pradesh,2022,1,Bhopal,1782315,1481120976.42
madhya-pradesh,2022,1,Jabalpur,1270967,1056186345.24
madhya-pradesh,2022,1,Gwalior,848423,705048265.76
madhya-pradesh,2022,1,Ujjain,652990,542641386.02
madhya-pradesh,2022,1,Sagar,499816,415352650.63
madhya-pradesh,2022,2,Indore,4968357,4139061045.85
madhya-pradesh,2022,2,Bhopal,1934762,1611820445.87
madhya-pradesh,2022,2,Jabalpur,1379677,1149388046.63
madhya-pradesh,2022,2,Gwalior,920992,767264273.59
madhya-pradesh,2022,2,Ujjain,708843,590526023.66
madhya-pradesh,2022,2,Sagar,542567,452004870.09
madhya-pradesh,2022,3,Indore,5274290,4444376852.96
madhya-pradesh,2022,3,Bhopal,2053897,1730715590.18
madhya-pradesh,2022,3,Jabalpur,1464633,1234172091.91
madhya-pradesh,2022,3,Gwalior,977703,823861146.26
madhya-pradesh,2022,3,Ujjain,752490,634085886.04
madhya-pradesh,2022,3,Sagar,575977,485346787.54
madhya-pradesh,2022,4,Indore,6034883,5050144713.67
madhya-pradesh,2022,4,Bhopal,2350085,1966611850.83
madhya-pradesh,2022,4,Jabalpur,1675844,1402389552.45
madhya-pradesh,2022,4,Gwalior,1118695,936153289.93
madhya-pradesh,2022,4,Ujjain,861005,720511691.81
madhya-pradesh,2022,4,Sagar,659037,551499477.76
madhya-pradesh,2023,1,Indore,4874116,4202792175.53
madhya-pradesh,2023,1,Bhopal,1898063,1636638426.74
madhya-pradesh,2023,1,Jabalpur,1353507,1167085731.65
madhya-pradesh,2023,1,Gwalior,903522,779078213.61
madhya-pradesh,2023,1,Ujjain,695397,599618639.15
madhya-pradesh,2023,1,Sagar,532276,458964608.22
madhya-pradesh,2023,2,Indore,5577793,4739963557.95
madhya-pradesh,2023,2,Bhopal,2172087,1845822057.41
madhya-pradesh,2023,2,Jabalpur,1548913,1316254434.19
madhya-pradesh,2023,2,Gwalior,1033964,878654519.92
madhya-pradesh,2023,2,Ujjain,795792,676257682.88
madhya-pradesh,2023,2,Sagar,609121,517626241.43
madhya-pradesh,2023,3,Indore,5697129,4951929780.41
madhya-pradesh,2023,3,Bhopal,2218558,1928365293.04
madhya-pradesh,2023,3,Jabalpur,1582052,1375115958.5
madhya-pradesh,2023,3,Gwalior,1056085,917947032.86
madhya-pradesh,2023,3,Ujjain,812817,706499220.54
madhya-pradesh,2023,3,Sagar,622153,540773946.62
madhya-pradesh,2023,4,Indore,7043910,6114259941.1
madhya-pradesh,2023,4,Bhopal,2743018,2380996335.95
madhya-pradesh,2023,4,Jabalpur,1956044,1697886842.56
madhya-pradesh,2023,4,Gwalior,1305740,1133410007.8
madhya-pradesh,2023,4,Ujjain,1004965,872330601.23
madhya-pradesh,2023,4,Sagar,769228,667705849.16
maharashtra,2018,1,Pune,4763403,3684378960.47
maharashtra,2018,1,Mumbai,2047507,1583698509.64
maharashtra,2018,1,Thane,1406191,1087655582.44
maharashtra,2018,1,Nagpur,865660,669567601.08
maharashtra,2018,1,Nashik,797835,617106422.56
maharashtra,2018,1,Ahmednagar,538490,416509718.47
maharashtra,2018,1,Solapur,476339,368437012.2
maharashtra,2018,1,Kolhapur,408057,315622378.05
maharashtra,2018,2,Pune,5562543,4395504723.55
maharashtra,2018,2,Mumbai,2391011,1889369783.75
maharashtra,2018,2,Thane,1642103,1297585102.26
maharashtra,2018,2,Nagpur,1010889,798801530.7
maharashtra,2018,2,Nashik,931685,736214766.29
maharashtra,2018,2,Ahmednagar,628831,496900686.54
maharashtra,2018,2,Solapur,556253,439549417.91
maharashtra,2018,2,Kolhapur,476515,376540977.05
maharashtra,2018,3,Pune,6449924,5082104691.42
maharashtra,2018,3,Mumbai,2772444,2184498856.38
maharashtra,2018,3,Thane,1904064,1500274428.19
maharashtra,2018,3,Nagpur,1172154,923578351.52
maharashtra,2018,3,Nashik,1080315,851215219.41
maharashtra,2018,3,Ahmednagar,729147,574519075.52
maharashtra,2018,3,Solapur,644990,508209249.99
maharashtra,2018,3,Kolhapur,552532,435358573.43
maharashtra,2018,4,Pune,7381121,5906745208.72
maharashtra,2018,4,Mumbai,3172711,2538963468.26
maharashtra,2018,4,Thane,2178960,1743714332.65
maharashtra,2018,4,Nagpur,1341381,1073441484.18
maharashtra,2018,4,Nashik,1236283,989336450.96
maharashtra,2018,4,Ahmednagar,834417,667742599.32
maharashtra,2018,4,Solapur,738110,590673103.89
maharashtra,2018,4,Kolhapur,632303,506001415.53
maharashtra,2019,1,Pune,6169290,4928182611.76
maharashtra,2019,1,Mumbai,2651816,2118336778.39
maharashtra,2019,1,Thane,1821219,1454835505.92
maharashtra,2019,1,Nagpur,1121154,895605865.86
maharashtra,2019,1,Nashik,1033310,825434401.27
maharashtra,2019,1,Ahmednagar,697422,557118573.91
maharashtra,2019,1,Solapur,616927,492817078.95
maharashtra,2019,1,Kolhapur,528492,422172836.21
maharashtra,2019,2,Pune,7518585,5966909718.25
maharashtra,2019,2,Mumbai,3231798,2564824663.62
maharashtra,2019,2,Thane,2219541,1761475335.35
maharashtra,2019,2,Nagpur,1366363,1084375268.88
maharashtra,2019,2,Nashik,1259307,999413564.53
maharashtra,2019,2,Ahmednagar,849957,674544044.88
maharashtra,2019,2,Solapur,751856,596689540.41
maharashtra,2019,2,Kolhapur,644079,511155409.12
maharashtra,2019,3,Pune,8131973,6409061525.51
maharashtra,2019,3,Mumbai,3495458,2754879803.36
maharashtra,2019,3,Thane,2400617,1892001778.64
maharashtra,2019,3,Nagpur,1477835,1164728166.37
maharashtra,2019,3,Nashik,1362045,1073470745.66
maharashtra,2019,3,Ahmednagar,919299,724528187.86
maharashtra,2019,3,Solapur,813195,640904615.07
maharashtra,2019,3,Kolhapur,696625,549032350.22
maharashtra,2019,4,Pune,9076818,7367101032.06
maharashtra,2019,4,Mumbai,3901592,3166684819.88
maharashtra,2019,4,Thane,2679543,2174822039.17
maharashtra,2019,4,Nagpur,1649543,1338834093.32
maharashtra,2019,4,Nashik,1520300,1233935328.4
maharashtra,2019,4,Ahmednagar,1026111,832832129.84
maharashtra,2019,4,Solapur,907679,736708335.9
maharashtra,2019,4,Kolhapur,777565,631102818.7
maharashtra,2020,1,Pune,7756049,6313579118.26
maharashtra,2020,1,Mumbai,3333871,2713837514.37
maharashtra,2020,1,Thane,2289642,1863814674.55
maharashtra,2020,1,Nagpur,1409518,1147376008.23
maharashtra,2020,1,Nashik,1299081,1057478143.54
maharashtra,2020,1,Ahmednagar,876801,713734143.33
maharashtra,2020,1,Solapur,775603,631356397.25
maharashtra,2020,1,Kolhapur,664422,540852848.39
maharashtra,2020,2,Pune,8476604,6913830167.44
maharashtra,2020,2,Mumbai,3643595,2971850249.27
maharashtra,2020,2,Thane,2502355,2041013168.92
maharashtra,2020,2,Nagpur,1540465,1256460513.2
maharashtra,2020,2,Nashik,1419769,1158015786.81
maharashtra,2020,2,Ahmednagar,958258,781591005.56
maharashtra,2020,2,Solapur,847658,691381358.17
maharashtra,2020,2,Kolhapur,726148,592273363.39
maharashtra,2020,3,Pune,9314583,7497179315.16
maharashtra,2020,3,Mumbai,4003793,3222597847.64
maharashtra,2020,3,Thane,2749733,2213222098.53
maharashtra,2020,3,Nagpur,1692752,1362473410.8
maharashtra,2020,3,Nashik,1560124,1255722485.69
maharashtra,2020,3,Ahmednagar,1052990,847537150.59
maharashtra,2020,3,Solapur,931456,749716133.0
maharashtra,2020,3,Kolhapur,797933,642245976.74
maharashtra,2020,4,Pune,10642770,8755289310.03
maharashtra,2020,4,Mumbai,4574703,3763385574.75
maharashtra,2020,4,Thane,3141823,2584625359.14
maharashtra,2020,4,Nagpur,1934126,1591111588.41
maharashtra,2020,4,Nashik,1782585,1466446671.9
maharashtra,2020,4,Ahmednagar,1203138,989763301.97
maharashtra,2020,4,Solapur,1064274,875526830.68
maharashtra,2020,4,Kolhapur,911713,750021988.03
maharashtra,2021,1,Pune,9370856,7846340899.32
maharashtra,2021,1,Mumbai,4027981,3372681942.24
maharashtra,2021,1,Thane,2766345,2316297148.69
maharashtra,2021,1,Nagpur,1702979,1425927058.43
maharashtra,2021,1,Nashik,1569549,1314204487.25
maharashtra,2021,1,Ahmednagar,1059351,887008984.16
maharashtra,2021,1,Solapur,937083,784632207.66
maharashtra,2021,1,Kolhapur,802754,672156909.0
maharashtra,2021,2,Pune,9642134,8027857461.13
maharashtra,2021,2,Mumbai,4144588,3450705270.33
maharashtra,2021,2,Thane,2846428,2369882163.66
maharashtra,2021,2,Nagpur,1752279,1458914329.87
maharashtra,2021,2,Nashik,1614986,1344607178.53
maharashtra,2021,2,Ahmednagar,1090018,907528972.16
maharashtra,2021,2,Solapur,964211,802783820.3
maharashtra,2021,2,Kolhapur,825993,687706527.95
maharashtra,2021,3,Pune,10809520,8919780108.23
maharashtra,2021,3,Mumbai,4646379,3834090525.23
maharashtra,2021,3,Thane,3191049,2633184244.32
maharashtra,2021,3,Nagpur,1964430,1621004742.82
maharashtra,2021,3,Nashik,1810515,1493997672.79
maharashtra,2021,3,Ahmednagar,1221988,1008358570.48
maharashtra,2021,3,Solapur,1080949,891975871.04
maharashtra,2021,3,Kolhapur,925997,764113094.68
maharashtra,2021,4,Pune,12346805,10291979677.89
maharashtra,2021,4,Mumbai,5307167,4423918671.77
maharashtra,2021,4,Thane,3644867,3038267580.8
maharashtra,2021,4,Nagpur,2243803,1870376586.46
maharashtra,2021,4,Nashik,2067999,1723831025.05
maharashtra,2021,4,Ahmednagar,1395775,1163482259.59
maharashtra,2021,4,Solapur,1234677,1029195498.83
maharashtra,2021,4,Kolhapur,1057689,881662591.08
maharashtra,2022,1,Pune,9945098,8334417901.76
maharashtra,2022,1,Mumbai,4274814,3582477630.92
maharashtra,2022,1,Thane,2935865,2460381045.07
maharashtra,2022,1,Nagpur,1807337,1514626009.1
maharashtra,2022,1,Nashik,1665731,1395953801.35
maharashtra,2022,1,Ahmednagar,1124268,942184854.25
maharashtra,2022,1,Solapur,994507,833439790.82
maharashtra,2022,1,Kolhapur,851947,713968032.62
maharashtra,2022,2,Pune,11623766,9664521332.8
maharashtra,2022,2,Mumbai,4996375,4154211115.45
maharashtra,2022,2,Thane,3431420,2853037293.93
maharashtra,2022,2,Nagpur,2112404,1756347659.63
maharashtra,2022,2,Nashik,1946895,1618736359.49
maharashtra,2022,2,Ahmednagar,1314037,1092549681.41
maharashtra,2022,2,Solapur,1162373,966449814.84
maharashtra,2022,2,Kolhapur,995750,827911362.68
maharashtra,2022,3,Pune,12485297,10488706537.3
maharashtra,2022,3,Mumbai,5366697,4508480015.05
maharashtra,2022,3,Thane,3685751,3096342786.73
maharashtra,2022,3,Nagpur,2268971,1906128047.63
maharashtra,2022,3,Nashik,2091195,1756781329.49
maharashtra,2022,3,Ahmednagar,1411431,1185721733.25
maharashtra,2022,3,Solapur,1248526,1048868137.58
maharashtra,2022,3,Kolhapur,1069553,898515200.4
maharashtra,2022,4,Pune,13051555,10888515973.69
maharashtra,2022,4,Mumbai,5610098,4680334651.98
maharashtra,2022,4,Thane,3852914,3214369452.84
maharashtra,2022,4,Nagpur,2371878,1978786003.85
maharashtra,2022,4,Nashik,2186039,1823746474.41
maharashtra,2022,4,Ahmednagar,1475445,1230919178.35
maharashtra,2022,4,Solapur,1305152,1088848985.3
maharashtra,2022,4,Kolhapur,1118061,932764881.67
maharashtra,2023,1,Pune,11485938,9677658220.75
maharashtra,2023,1,Mumbai,4937131,4159857893.4
maharashtra,2023,1,Thane,3390732,2856915399.21
maharashtra,2023,1,Nagpur,2087356,1758735045.58
maharashtra,2023,1,Nashik,1923810,1620936691.76
maharashtra,2023,1,Ahmednagar,1298456,1094034773.35
maharashtra,2023,1,Solapur,1148591,967763500.48
maharashtra,2023,1,Kolhapur,983943,829036734.38
maharashtra,2023,2,Pune,11510020,9915910949.25
maharashtra,2023,2,Mumbai,4947483,4262268773.25
maharashtra,2023,2,Thane,3397842,2927249345.03
maharashtra,2023,2,Nagpur,2091732,1802033063.94
maharashtra,2023,2,Nashik,1927843,1660842274.37
maharashtra,2023,2,Ahmednagar,1301178,1120968641.43
maharashtra,2023,2,Solapur,1150999,991588716.18
maharashtra,2023,2,Kolhapur,986006,849446657.89
maharashtra,2023,3,Pune,13528576,11555219293.28
maharashtra,2023,3,Mumbai,5815141,4966911322.0
maharashtra,2023,3,Thane,3993734,3411185142.86
maharashtra,2023,3,Nagpur,2458568,2099946977.55
maharashtra,2023,3,Nashik,2265937,1935414385.03
maharashtra,2023,3,Ahmednagar,1529371,1306288301.59
maharashtra,2023,3,Solapur,1352854,1155519157.33
maharashtra,2023,3,Kolhapur,1158925,989878031.39
maharashtra,2023,4,Pune,14651978,12571575118.63
maharashtra,2023,4,Mumbai,6298026,5403783105.05
maharashtra,2023,4,Thane,4325371,3711220806.68
maharashtra,2023,4,Nagpur,2662725,2284650814.79
maharashtra,2023,4,Nashik,2454098,2105646522.97
maharashtra,2023,4,Ahmednagar,1656369,1421184755.84
maharashtra,2023,4,Solapur,1465194,1257154496.05
maharashtra,2023,4,Kolhapur,1255161,1076944168.17
manipur,2018,1,Manipur District 1,150114,116964701.41
manipur,2018,1,Manipur District 2,69796,54383075.56
manipur,2018,1,Manipur District 3,39440,30730867.23
manipur,2018,1,Manipur District 4,29780,23203631.31
manipur,2018,1,Manipur District 5,24265,18907275.71
manipur,2018,2,Manipur District 1,179017,141951790.34
manipur,2018,2,Manipur District 2,83234,66000894.69
manipur,2018,2,Manipur District 3,47034,37295881.31
manipur,2018,2,Manipur District 4,35513,28160607.15
manipur,2018,2,Manipur District 5,28938,22946424.05
manipur,2018,3,Manipur District 1,211470,165696411.41
manipur,2018,3,Manipur District 2,98323,77041024.8
manipur,2018,3,Manipur District 3,55561,43534454.05
manipur,2018,3,Manipur District 4,41951,32871100.37
manipur,2018,3,Manipur District 5,34184,26784728.19
manipur,2018,4,Manipur District 1,273562,213230694.89
manipur,2018,4,Manipur District 2,127193,99142227.13
manipur,2018,4,Manipur District 3,71874,56023433.52
manipur,2018,4,Manipur District 4,54269,42301022.17
manipur,2018,4,Manipur District 5,44221,34468617.37
manipur,2019,1,Manipur District 1,226914,181083411.43
manipur,2019,1,Manipur District 2,105504,84195254.88
manipur,2019,1,Manipur District 3,59618,47577176.76
manipur,2019,1,Manipur District 4,45015,35923596.3
manipur,2019,1,Manipur District 5,36680,29272027.76
manipur,2019,2,Manipur District 1,255572,204016407.38
manipur,2019,2,Manipur District 2,118828,94858017.55
manipur,2019,2,Manipur District 3,67148,53602506.16
manipur,2019,2,Manipur District 4,50700,40473078.12
manipur,2019,2,Manipur District 5,41313,32979133.17
manipur,2019,3,Manipur District 1,267201,216514780.97
manipur,2019,3,Manipur District 2,124235,100669172.43
manipur,2019,3,Manipur District 3,70203,56886281.99
manipur,2019,3,Manipur District 4,53007,42952524.05
manipur,2019,3,Manipur District 5,43192,34999487.96
manipur,2019,4,Manipur District 1,320357,260046300.1
manipur,2019,4,Manipur District 2,148951,120909277.91
manipur,2019,4,Manipur District 3,84169,68323590.16
manipur,2019,4,Manipur District 4,63553,51588371.52
manipur,2019,4,Manipur District 5,51785,42036332.62
manipur,2020,1,Manipur District 1,269844,222065705.9
manipur,2020,1,Manipur District 2,125465,103250091.0
manipur,2020,1,Manipur District 3,70897,58344711.2
manipur,2020,1,Manipur District 4,53532,44053724.79
manipur,2020,1,Manipur District 5,43620,35896791.74
manipur,2020,2,Manipur District 1,313717,253347327.9
manipur,2020,2,Manipur District 2,145864,117794571.45
manipur,2020,2,Manipur District 3,82425,66563527.31
manipur,2020,2,Manipur District 4,62235,50259419.46
manipur,2020,2,Manipur District 5,50712,40953447.68
manipur,2020,3,Manipur District 1,337831,278481067.76
manipur,2020,3,Manipur District 2,157075,129480576.35
manipur,2020,3,Manipur District 3,88760,73167071.91
manipur,2020,3,Manipur District 4,67019,55245488.12
manipur,2020,3,Manipur District 5,54610,45016302.05
manipur,2020,4,Manipur District 1,382016,310622027.48
manipur,2020,4,Manipur District 2,177619,144424608.35
manipur,2020,4,Manipur District 3,100369,81611667.2
manipur,2020,4,Manipur District 4,75785,61621659.48
manipur,2020,4,Manipur District 5,61752,50211869.43
manipur,2021,1,Manipur District 1,292087,245739473.72
manipur,2021,1,Manipur District 2,135806,114257277.69
manipur,2021,1,Manipur District 3,76741,64564668.22
manipur,2021,1,Manipur District 4,57944,48750162.04
manipur,2021,1,Manipur District 5,47215,39723642.49
manipur,2021,2,Manipur District 1,348298,285444841.66
manipur,2021,2,Manipur District 2,161942,132718403.13
manipur,2021,2,Manipur District 3,91510,74996707.77
manipur,2021,2,Manipur District 4,69095,56626971.94
manipur,2021,2,Manipur District 5,56302,46141992.04
manipur,2021,3,Manipur District 1,344882,292041204.42
manipur,2021,3,Manipur District 2,160354,135785401.04
manipur,2021,3,Manipur District 3,90613,76729811.39
manipur,2021,3,Manipur District 4,68418,57935568.19
manipur,2021,3,Manipur District 5,55750,47208290.23
manipur,2021,4,Manipur District 1,403846,330887726.67
manipur,2021,4,Manipur District 2,187769,153847203.7
manipur,2021,4,Manipur District 3,106105,86936201.04
manipur,2021,4,Manipur District 4,80115,65641999.01
manipur,2021,4,Manipur District 5,65281,53487807.88
manipur,2022,1,Manipur District 1,336273,281111426.31
manipur,2022,1,Manipur District 2,156351,130703569.15
manipur,2022,1,Manipur District 3,88351,73858162.46
manipur,2022,1,Manipur District 4,66710,55767302.56
manipur,2022,1,Manipur District 5,54358,45441497.98
manipur,2022,2,Manipur District 1,359848,303840686.43
manipur,2022,2,Manipur District 2,167312,141271604.26
manipur,2022,2,Manipur District 3,94545,79829963.07
manipur,2022,2,Manipur District 4,71387,60276366.97
manipur,2022,2,Manipur District 5,58169,49115669.61
manipur,2022,3,Manipur District 1,427555,357193764.45
manipur,2022,3,Manipur District 2,198793,166078271.9
manipur,2022,3,Manipur District 3,112334,93847750.8
manipur,2022,3,Manipur District 4,84819,70860629.88
manipur,2022,3,Manipur District 5,69114,57740163.53
manipur,2022,4,Manipur District 1,459343,386873459.82
manipur,2022,4,Manipur District 2,213573,179877931.94
manipur,2022,4,Manipur District 3,120686,101645682.72
manipur,2022,4,Manipur District 4,91125,76748531.96
manipur,2022,4,Manipur District 5,74252,62537868.96
manipur,2023,1,Manipur District 1,363143,310775392.5
manipur,2023,1,Manipur District 2,168844,144495915.87
manipur,2023,1,Manipur District 3,95410,81651961.75
manipur,2023,1,Manipur District 4,72040,61652084.27
manipur,2023,1,Manipur District 5,58701,50236660.8
manipur,2023,2,Manipur District 1,416370,361636690.71
manipur,2023,2,Manipur District 2,193592,168144023.29
manipur,2023,2,Manipur District 3,109395,95015068.6
manipur,2023,2,Manipur District 4,82600,71742024.2
manipur,2023,2,Manipur District 5,67305,58458359.97
manipur,2023,3,Manipur District 1,473571,401975198.44
manipur,2023,3,Manipur District 2,220188,186899528.9
manipur,2023,3,Manipur District 3,124424,105613456.91
manipur,2023,3,Manipur District 4,93947,79744437.32
manipur,2023,3,Manipur District 5,76552,64979056.2
manipur,2023,4,Manipur District 1,518071,437297661.5
manipur,2023,4,Manipur District 2,240878,203322810.07
manipur,2023,4,Manipur District 3,136116,114893948.46
manipur,2023,4,Manipur District 4,102775,86751760.04
manipur,2023,4,Manipur District 5,83745,70688911.73
meghalaya,2018,1,Meghalaya District 1,144631,115077080.02
meghalaya,2018,1,Meghalaya District 2,68865,54793101.04
meghalaya,2018,1,Meghalaya District 3,43293,34447191.66
meghalaya,2018,1,Meghalaya District 4,31026,24686277.51
meghalaya,2018,1,Meghalaya District 5,21174,16848003.24
meghalaya,2018,2,Meghalaya District 1,179636,141358823.29
meghalaya,2018,2,Meghalaya District 2,85532,67306958.83
meghalaya,2018,2,Meghalaya District 3,53772,42314372.92
meghalaya,2018,2,Meghalaya District 4,38535,30324223.9
meghalaya,2018,2,Meghalaya District 5,26299,20695814.6
meghalaya,2018,3,Meghalaya District 1,214996,167802304.14
meghalaya,2018,3,Meghalaya District 2,102368,79897826.78
meghalaya,2018,3,Meghalaya District 3,64357,50229968.74
meghalaya,2018,3,Meghalaya District 4,46120,35996866.15
meghalaya,2018,3,Meghalaya District 5,31476,24567305.36
meghalaya,2018,4,Meghalaya District 1,264143,207702066.1
meghalaya,2018,4,Meghalaya District 2,125770,98895803.51
meghalaya,2018,4,Meghalaya District 3,79068,62173569.91
meghalaya,2018,4,Meghalaya District 4,56663,44556143.08
meghalaya,2018,4,Meghalaya District 5,38672,30408879.71
meghalaya,2019,1,Meghalaya District 1,219186,177837352.28
meghalaya,2019,1,Meghalaya District 2,104363,84675940.77
meghalaya,2019,1,Meghalaya District 3,65611,53233861.66
meghalaya,2019,1,Meghalaya District 4,47019,38149579.65
meghalaya,2019,1,Meghalaya District 5,32090,26036499.08
meghalaya,2019,2,Meghalaya District 1,256641,202065986.21
meghalaya,2019,2,Meghalaya District 2,122198,96212225.73
meghalaya,2019,2,Meghalaya District 3,76823,60486464.84
meghalaya,2019,2,Meghalaya District 4,55054,43347094.05
meghalaya,2019,2,Meghalaya District 5,37573,29583722.41
meghalaya,2019,3,Meghalaya District 1,270641,219299605.47
meghalaya,2019,3,Meghalaya District 2,128863,104417886.15
meghalaya,2019,3,Meghalaya District 3,81013,65645179.21
meghalaya,2019,3,Meghalaya District 4,58057,47044041.41
meghalaya,2019,3,Meghalaya District 5,39623,32106831.9
meghalaya,2019,4,Meghalaya District 1,320800,260963727.52
