state,year,quarter,pincode,registered_users
karnataka,2021,3,563431,193124
karnataka,2021,3,595962,145033
karnataka,2021,3,529212,138577
karnataka,2021,4,532872,1731324
karnataka,2021,4,539805,792285
karnataka,2021,4,569805,598556
karnataka,2021,4,591257,396244
karnataka,2021,4,514874,337138
karnataka,2021,4,543237,281838
karnataka,2021,4,525370,224965
karnataka,2021,4,577831,201889
karnataka,2021,4,552102,159172
karnataka,2021,4,596345,141626
karnataka,2022,1,552932,1409254
karnataka,2022,1,523554,687077
karnataka,2022,1,521067,429218
karnataka,2022,1,578772,348505
karnataka,2022,1,552272,242969
karnataka,2022,1,592696,198876
karnataka,2022,1,566186,170675
karnataka,2022,1,541124,144508
karnataka,2022,1,555353,129216
karnataka,2022,1,521511,121038
karnataka,2022,2,580957,1477939
karnataka,2022,2,556236,623905
karnataka,2022,2,551958,422894
karnataka,2022,2,576294,315032
karnataka,2022,2,558786,239305
karnataka,2022,2,573117,209794
karnataka,2022,2,582019,188792
karnataka,2022,2,544491,157586
karnataka,2022,2,511330,135840
karnataka,2022,2,562158,121351
karnataka,2022,3,590111,1543677
karnataka,2022,3,575681,800920
karnataka,2022,3,571065,475307
karnataka,2022,3,535932,365115
karnataka,2022,3,598821,273804
karnataka,2022,3,549646,216694
karnataka,2022,3,576813,214530
karnataka,2022,3,528280,180003
karnataka,2022,3,515903,153457
karnataka,2022,3,597707,125952
karnataka,2022,4,517019,1813590
karnataka,2022,4,570226,870769
karnataka,2022,4,579079,535714
karnataka,2022,4,559580,395847
karnataka,2022,4,578372,347450
karnataka,2022,4,555776,265341
karnataka,2022,4,540640,220111
karnataka,2022,4,565400,196114
karnataka,2022,4,557560,179296
karnataka,2022,4,569913,162323
karnataka,2023,1,557888,1509126
karnataka,2023,1,558535,617781
karnataka,2023,1,573105,400996
karnataka,2023,1,546950,343010
karnataka,2023,1,562970,241585
karnataka,2023,1,540173,227010
karnataka,2023,1,593905,169012
karnataka,2023,1,511688,151544
karnataka,2023,1,587152,150165
karnataka,2023,1,597162,135938
karnataka,2023,2,570723,1929774
karnataka,2023,2,533766,888750
karnataka,2023,2,550161,562189
karnataka,2023,2,563739,432154
karnataka,2023,2,530835,391211
karnataka,2023,2,535486,315518
karnataka,2023,2,523541,249531
karnataka,2023,2,527261,218681
karnataka,2023,2,564735,177865
karnataka,2023,2,550375,174901
karnataka,2023,3,538748,2007646
karnataka,2023,3,514114,937445
karnataka,2023,3,575356,621970
karnataka,2023,3,563937,416417
karnataka,2023,3,541006,332717
karnataka,2023,3,583298,257670
karnataka,2023,3,565802,243541
karnataka,2023,3,522220,208760
karnataka,2023,3,547406,193770
karnataka,2023,3,556835,160959
karnataka,2023,4,562367,2145537
karnataka,2023,4,513990,1007688
karnataka,2023,4,526827,678990
karnataka,2023,4,528669,528669
karnataka,2023,4,535708,425958
karnataka,2023,4,518410,340879
karnataka,2023,4,571330,294258
karnataka,2023,4,589064,227919
karnataka,2023,4,586822,219211
karnataka,2023,4,542597,214773
kerala,2018,1,619846,310048
kerala,2018,1,636908,154318
kerala,2018,1,636497,105203
kerala,2018,1,632897,70039
kerala,2018,1,631022,53395
kerala,2018,1,668183,46229
kerala,2018,1,633650,41806
kerala,2018,1,623766,37993
kerala,2018,1,675695,31549
kerala,2018,1,610132,26601
kerala,2018,2,631364,349531
kerala,2018,2,642628,170810
kerala,2018,2,626311,117111
kerala,2018,2,664970,82117
kerala,2018,2,658117,70347
kerala,2018,2,653125,59249
kerala,2018,2,629175,44668
kerala,2018,2,672486,42512
kerala,2018,2,625179,34683
kerala,2018,2,653589,32523
kerala,2018,3,613471,455718
kerala,2018,3,624329,193306
kerala,2018,3,674049,126930
kerala,2018,3,626736,88444
kerala,2018,3,680972,76651
kerala,2018,3,626121,64624
kerala,2018,3,682730,51811
kerala,2018,3,643876,49767
kerala,2018,3,665383,43573
kerala,2018,3,682646,38570
kerala,2018,4,678112,547791
kerala,2018,4,653540,271943
kerala,2018,4,642189,184880
kerala,2018,4,637406,137247
kerala,2018,4,646234,102047
kerala,2018,4,625252,91306
kerala,2018,4,637584,75818
kerala,2018,4,696920,63058
kerala,2018,4,651079,56130
kerala,2018,4,683988,48137
kerala,2019,1,629317,463946
kerala,2019,1,610399,207164
kerala,2019,1,676876,131966
kerala,2019,1,639497,108873
kerala,2019,1,650229,89916
kerala,2019,1,613162,65857
kerala,2019,1,672052,63036
kerala,2019,1,677831,46412
kerala,2019,1,635614,44224
kerala,2019,1,673793,35983
kerala,2019,2,670752,496318
kerala,2019,2,654175,259517
kerala,2019,2,684182,164871
kerala,2019,2,624916,128703
kerala,2019,2,654516,95252
kerala,2019,2,665164,85772
kerala,2019,2,666247,72341
kerala,2019,2,669769,56069
kerala,2019,2,612754,56008
kerala,2019,2,610779,46700
kerala,2019,3,694018,549121
kerala,2019,3,624508,286268
kerala,2019,3,636325,168621
kerala,2019,3,630362,144940
kerala,2019,3,652992,108647
kerala,2019,3,653851,88784
kerala,2019,3,675389,72600
kerala,2019,3,688876,61556
kerala,2019,3,630350,58021
kerala,2019,3,625232,49601
kerala,2019,4,673270,655009
kerala,2019,4,672159,378606
kerala,2019,4,678585,245937
kerala,2019,4,689415,156945
kerala,2019,4,627329,144870
kerala,2019,4,636172,113066
kerala,2019,4,677625,88312
kerala,2019,4,655598,85784
kerala,2019,4,644158,74838
kerala,2019,4,664089,58972
kerala,2020,1,645381,512285
kerala,2020,1,626176,259957
kerala,2020,1,632021,147800
kerala,2020,1,631335,108940
kerala,2020,1,688097,92053
kerala,2020,1,653050,80281
kerala,2020,1,644674,63382
kerala,2020,1,695416,54152
kerala,2020,1,692623,48409
kerala,2020,1,657575,45215
kerala,2020,2,660765,635286
kerala,2020,2,624960,297389
kerala,2020,2,692632,214109
kerala,2020,2,610166,168143
kerala,2020,2,679650,127316
kerala,2020,2,694054,109659
kerala,2020,2,686350,84020
kerala,2020,2,638237,76095
kerala,2020,2,694712,67141
kerala,2020,2,694468,59238
kerala,2020,3,680485,711660
kerala,2020,3,677264,340768
kerala,2020,3,698666,236907
kerala,2020,3,655890,147046
kerala,2020,3,639438,115028
kerala,2020,3,651632,100911
kerala,2020,3,643450,92594
kerala,2020,3,649305,70180
kerala,2020,3,615595,65163
kerala,2020,3,666979,61920
kerala,2020,4,674539,859661
kerala,2020,4,621544,416262
kerala,2020,4,626226,256347
kerala,2020,4,696281,203955
kerala,2020,4,632655,142728
kerala,2020,4,659014,132005
kerala,2020,4,642528,107059
kerala,2020,4,661020,93945
kerala,2020,4,658790,89326
kerala,2020,4,686741,75181
kerala,2021,1,629507,682192
kerala,2021,1,669389,312209
kerala,2021,1,647252,194207
kerala,2021,1,640474,146773
kerala,2021,1,629658,128325
kerala,2021,1,674597,105994
kerala,2021,1,632415,82719
kerala,2021,1,682180,75452
kerala,2021,1,689266,72845
kerala,2021,1,626774,59718
kerala,2021,2,615880,803411
kerala,2021,2,681031,390159
kerala,2021,2,675387,226512
kerala,2021,2,652707,181594
kerala,2021,2,623284,130651
kerala,2021,2,679014,117095
kerala,2021,2,653131,93744
kerala,2021,2,641177,79830
kerala,2021,2,624067,73999
kerala,2021,2,633576,69836
kerala,2021,3,691779,726784
kerala,2021,3,685843,343973
kerala,2021,3,618892,243116
kerala,2021,3,673603,182737
kerala,2021,3,647548,141130
kerala,2021,3,696023,109870
kerala,2021,3,668238,96483
kerala,2021,3,652990,83920
kerala,2021,3,642386,79360
kerala,2021,3,621207,74687
kerala,2021,4,636769,865604
kerala,2021,4,672399,437740
kerala,2021,4,658150,287940
kerala,2021,4,687916,202592
kerala,2021,4,621616,147942
kerala,2021,4,693844,129942
kerala,2021,4,656091,115753
kerala,2021,4,620713,88842
kerala,2021,4,654327,87522
kerala,2021,4,666960,71567
kerala,2022,1,617840,670175
kerala,2022,1,646121,356771
kerala,2022,1,671177,214677
kerala,2022,1,633649,151367
kerala,2022,1,646103,140031
kerala,2022,1,618771,107793
kerala,2022,1,654179,94961
kerala,2022,1,678757,88861
kerala,2022,1,639150,68674
kerala,2022,1,690864,58498
kerala,2022,2,637066,829552
kerala,2022,2,653884,420960
kerala,2022,2,692235,266227
kerala,2022,2,611587,188348
kerala,2022,2,664571,158140
kerala,2022,2,646630,118162
kerala,2022,2,628322,117327
kerala,2022,2,665581,96516
kerala,2022,2,626992,91929
kerala,2022,2,624588,74903
kerala,2022,3,643283,809579
kerala,2022,3,614753,368518
kerala,2022,3,637169,271459
kerala,2022,3,651412,190071
kerala,2022,3,639797,141699
kerala,2022,3,643800,115553
kerala,2022,3,693926,112952
kerala,2022,3,662204,95012
kerala,2022,3,652599,77623
kerala,2022,3,647396,67773
kerala,2022,4,656332,912232
kerala,2022,4,688746,463538
kerala,2022,4,628623,266861
kerala,2022,4,662560,192314
kerala,2022,4,665994,169554
kerala,2022,4,649713,127824
kerala,2022,4,669761,114997
kerala,2022,4,641604,106414
kerala,2022,4,688059,92404
kerala,2022,4,619200,73840
kerala,2023,1,669065,843621
kerala,2023,1,616648,425572
kerala,2023,1,668033,251371
kerala,2023,1,690359,174062
kerala,2023,1,677465,139187
kerala,2023,1,645207,112604
kerala,2023,1,674593,110262
kerala,2023,1,611042,88138
kerala,2023,1,693165,76048
kerala,2023,1,699771,65411
kerala,2023,2,612595,824478
kerala,2023,2,612391,362107
kerala,2023,2,649503,237386
kerala,2023,2,688107,187653
kerala,2023,2,672031,155733
kerala,2023,2,646311,118920
kerala,2023,2,690610,107924
kerala,2023,2,692485,84139
kerala,2023,2,621179,70714
kerala,2023,2,688073,70059
kerala,2023,3,673415,1050478
kerala,2023,3,661023,495415
kerala,2023,3,672436,298493
kerala,2023,3,671309,249394
kerala,2023,3,625819,173287
kerala,2023,3,659549,149341
kerala,2023,3,694763,139674
kerala,2023,3,610920,112470
kerala,2023,3,685487,94499
kerala,2023,3,642900,91769
kerala,2023,4,610425,1017094
kerala,2023,4,626024,461295
kerala,2023,4,698927,306570
kerala,2023,4,631963,220554
kerala,2023,4,665584,203420
kerala,2023,4,653208,144135
kerala,2023,4,630913,133400
kerala,2023,4,683940,121399
kerala,2023,4,643788,93304
kerala,2023,4,634407,87357
ladakh,2018,1,118251,7215
ladakh,2018,1,182359,3710
ladakh,2018,1,175671,2353
ladakh,2018,1,123972,1722
ladakh,2018,1,163948,1544
ladakh,2018,1,165488,1151
ladakh,2018,1,174472,1008
ladakh,2018,1,153618,907
ladakh,2018,1,171410,836
ladakh,2018,1,120225,749
ladakh,2018,2,178816,8888
ladakh,2018,2,186005,4124
ladakh,2018,2,186010,2811
ladakh,2018,2,124580,1980
ladakh,2018,2,176802,1560
ladakh,2018,2,130313,1223
ladakh,2018,2,181574,1081
ladakh,2018,2,117925,892
ladakh,2018,2,143248,798
ladakh,2018,2,197444,693
ladakh,2018,3,131109,10792
ladakh,2018,3,127716,5456
ladakh,2018,3,130601,3649
ladakh,2018,3,135080,2379
ladakh,2018,3,123509,1892
ladakh,2018,3,169858,1746
ladakh,2018,3,135085,1517
ladakh,2018,3,169624,1216
ladakh,2018,3,195143,1139
ladakh,2018,3,137605,909
ladakh,2018,4,175607,12203
ladakh,2018,4,129085,5536
ladakh,2018,4,172528,3893
ladakh,2018,4,158209,3004
ladakh,2018,4,165230,2203
ladakh,2018,4,196992,1855
ladakh,2018,4,142700,1690
ladakh,2018,4,185517,1216
ladakh,2018,4,182735,1170
ladakh,2018,4,117603,1107
ladakh,2019,1,132234,11049
ladakh,2019,1,149323,4792
ladakh,2019,1,125810,3067
ladakh,2019,1,128088,2401
ladakh,2019,1,133117,1887
ladakh,2019,1,164821,1611
ladakh,2019,1,173868,1311
ladakh,2019,1,142178,1203
ladakh,2019,1,154924,1032
ladakh,2019,1,144434,937
ladakh,2019,2,166273,11463
ladakh,2019,2,194566,5599
ladakh,2019,2,122391,4125
ladakh,2019,2,151496,2641
ladakh,2019,2,138681,2387
ladakh,2019,2,179028,1806
ladakh,2019,2,197503,1495
ladakh,2019,2,119958,1459
ladakh,2019,2,119635,1236
ladakh,2019,2,171443,1026
ladakh,2019,3,155314,15061
ladakh,2019,3,134072,6052
ladakh,2019,3,151069,4413
ladakh,2019,3,173036,3490
ladakh,2019,3,192332,2407
ladakh,2019,3,127716,2101
ladakh,2019,3,198186,1757
ladakh,2019,3,136914,1584
ladakh,2019,3,148370,1396
ladakh,2019,3,181714,1317
ladakh,2019,4,121348,14514
ladakh,2019,4,118830,7114
ladakh,2019,4,130621,4463
ladakh,2019,4,191326,3299
ladakh,2019,4,194156,2957
ladakh,2019,4,158486,2447
ladakh,2019,4,186791,1886
ladakh,2019,4,176584,1614
ladakh,2019,4,160933,1542
ladakh,2019,4,147291,1396
ladakh,2020,1,139472,13082
ladakh,2020,1,184247,6089
ladakh,2020,1,182644,4105
ladakh,2020,1,147570,3016
ladakh,2020,1,166131,2689
ladakh,2020,1,195222,1911
ladakh,2020,1,181957,1629
ladakh,2020,1,125329,1520
ladakh,2020,1,175787,1411
ladakh,2020,1,132760,1109
ladakh,2020,2,147787,13604
ladakh,2020,2,167106,6712
ladakh,2020,2,166456,4703
ladakh,2020,2,190413,3108
ladakh,2020,2,153590,2621
ladakh,2020,2,178533,2218
ladakh,2020,2,138764,1989
ladakh,2020,2,127947,1728
ladakh,2020,2,118449,1402
ladakh,2020,2,139882,1344
ladakh,2020,3,161783,14062
ladakh,2020,3,190578,6612
ladakh,2020,3,135676,5055
ladakh,2020,3,151816,3345
ladakh,2020,3,133642,2858
ladakh,2020,3,178197,2102
ladakh,2020,3,185204,2065
ladakh,2020,3,162426,1757
ladakh,2020,3,118951,1592
ladakh,2020,3,122229,1231
ladakh,2020,4,140691,18160
ladakh,2020,4,122906,8730
ladakh,2020,4,145798,5594
ladakh,2020,4,117264,4608
ladakh,2020,4,132583,3463
ladakh,2020,4,165471,3017
ladakh,2020,4,121707,2288
ladakh,2020,4,190190,1911
ladakh,2020,4,128501,1902
ladakh,2020,4,149018,1526
ladakh,2021,1,154554,16743
ladakh,2021,1,117389,8160
ladakh,2021,1,136982,4867
ladakh,2021,1,126007,3812
ladakh,2021,1,130719,2894
ladakh,2021,1,162558,2252
ladakh,2021,1,186549,2075
ladakh,2021,1,127257,1758
ladakh,2021,1,171695,1491
ladakh,2021,1,152958,1463
ladakh,2021,2,150703,15663
ladakh,2021,2,130635,7149
ladakh,2021,2,176718,5070
ladakh,2021,2,113450,3798
ladakh,2021,2,121433,2935
ladakh,2021,2,148319,2447
ladakh,2021,2,115383,1860
ladakh,2021,2,115124,1809
ladakh,2021,2,122393,1387
ladakh,2021,2,176779,1311
ladakh,2021,3,121418,18389
ladakh,2021,3,140916,9277
ladakh,2021,3,191218,5964
ladakh,2021,3,113405,4569
ladakh,2021,3,196314,3786
ladakh,2021,3,145758,2661
ladakh,2021,3,120438,2329
ladakh,2021,3,145115,2256
ladakh,2021,3,135965,1710
ladakh,2021,3,152059,1611
ladakh,2021,4,197705,19874
ladakh,2021,4,135413,8920
ladakh,2021,4,176397,5865
ladakh,2021,4,134819,4610
ladakh,2021,4,166346,3644
ladakh,2021,4,142810,3036
ladakh,2021,4,163344,2703
ladakh,2021,4,167014,2446
ladakh,2021,4,128995,2008
ladakh,2021,4,199746,1685
ladakh,2022,1,147863,18266
ladakh,2022,1,185296,8800
ladakh,2022,1,118842,6186
ladakh,2022,1,121550,4116
ladakh,2022,1,154025,3076
ladakh,2022,1,194496,2864
ladakh,2022,1,180762,2514
ladakh,2022,1,149940,1954
ladakh,2022,1,162277,1904
ladakh,2022,1,165516,1706
ladakh,2022,2,173945,18157
ladakh,2022,2,170631,7493
ladakh,2022,2,141808,5750
ladakh,2022,2,184235,3899
ladakh,2022,2,140186,3221
ladakh,2022,2,199185,2417
ladakh,2022,2,148481,2116
ladakh,2022,2,129404,2042
ladakh,2022,2,137386,1632
ladakh,2022,2,155963,1541
ladakh,2022,3,140775,22618
ladakh,2022,3,196573,9267
ladakh,2022,3,163093,6375
ladakh,2022,3,159658,5027
ladakh,2022,3,122702,3644
ladakh,2022,3,183798,2909
ladakh,2022,3,121140,2588
ladakh,2022,3,197675,2472
ladakh,2022,3,125510,1942
ladakh,2022,3,139607,1831
ladakh,2022,4,131562,26290
ladakh,2022,4,129325,10601
ladakh,2022,4,144376,7559
ladakh,2022,4,148928,5876
ladakh,2022,4,129998,4332
ladakh,2022,4,146922,3528
ladakh,2022,4,123497,3130
ladakh,2022,4,199074,2589
ladakh,2022,4,154770,2522
ladakh,2022,4,129116,2282
ladakh,2023,1,194354,19517
ladakh,2023,1,162574,9979
ladakh,2023,1,195484,6037
ladakh,2023,1,144319,4777
ladakh,2023,1,134224,3546
ladakh,2023,1,181225,3166
ladakh,2023,1,117835,2329
ladakh,2023,1,113124,2170
ladakh,2023,1,139908,2012
ladakh,2023,1,176577,1798
ladakh,2023,2,111413,23112
ladakh,2023,2,157254,10122
ladakh,2023,2,195908,6656
ladakh,2023,2,151791,4639
ladakh,2023,2,155883,4203
ladakh,2023,2,178611,3353
ladakh,2023,2,117328,2480
ladakh,2023,2,118088,2393
ladakh,2023,2,125679,2310
ladakh,2023,2,186283,1972
ladakh,2023,3,130929,20022
ladakh,2023,3,121439,9485
ladakh,2023,3,191098,7010
ladakh,2023,3,122946,5144
ladakh,2023,3,119128,3983
ladakh,2023,3,147833,3000
ladakh,2023,3,174367,2796
ladakh,2023,3,110261,2402
ladakh,2023,3,150144,2157
ladakh,2023,3,148185,1932
ladakh,2023,4,123318,30599
ladakh,2023,4,161050,12823
ladakh,2023,4,156350,8964
ladakh,2023,4,142746,6373
ladakh,2023,4,183421,4822
ladakh,2023,4,167093,4452
ladakh,2023,4,140991,3488
ladakh,2023,4,191977,3276
ladakh,2023,4,196709,2751
ladakh,2023,4,130502,2668
lakshadweep,2018,1,680833,3311
lakshadweep,2018,1,690558,1693
lakshadweep,2018,1,663538,994
lakshadweep,2018,1,644824,716
lakshadweep,2018,1,681749,608
lakshadweep,2018,1,650337,461
lakshadweep,2018,1,646955,438
lakshadweep,2018,1,640160,359
lakshadweep,2018,1,626265,326
lakshadweep,2018,1,637926,305
lakshadweep,2018,2,659957,4111
lakshadweep,2018,2,652600,1793
lakshadweep,2018,2,636329,1225
lakshadweep,2018,2,695826,839
lakshadweep,2018,2,677579,749
lakshadweep,2018,2,672582,548
lakshadweep,2018,2,653297,481
lakshadweep,2018,2,646750,410
lakshadweep,2018,2,665855,396
lakshadweep,2018,2,697871,328
lakshadweep,2018,3,656657,5738
lakshadweep,2018,3,654988,2686
lakshadweep,2018,3,693710,1811
lakshadweep,2018,3,611916,1233
lakshadweep,2018,3,675386,974
lakshadweep,2018,3,646927,750
lakshadweep,2018,3,684743,621
lakshadweep,2018,3,670161,604
lakshadweep,2018,3,648626,527
lakshadweep,2018,3,675364,447
lakshadweep,2018,4,694351,5927
lakshadweep,2018,4,625801,3079
lakshadweep,2018,4,634372,2021
lakshadweep,2018,4,628484,1376
lakshadweep,2018,4,671867,1054
lakshadweep,2018,4,693300,938
lakshadweep,2018,4,668654,799
lakshadweep,2018,4,631888,675
lakshadweep,2018,4,693495,552
lakshadweep,2018,4,677742,545
lakshadweep,2019,1,624388,4653
lakshadweep,2019,1,633234,2486
lakshadweep,2019,1,661637,1406
lakshadweep,2019,1,670431,1092
lakshadweep,2019,1,652834,942
lakshadweep,2019,1,621936,794
lakshadweep,2019,1,656003,623
lakshadweep,2019,1,642795,525
lakshadweep,2019,1,699658,442
lakshadweep,2019,1,683739,421
lakshadweep,2019,2,636478,5913
lakshadweep,2019,2,644632,2592
lakshadweep,2019,2,655175,1814
lakshadweep,2019,2,665422,1303
lakshadweep,2019,2,620288,1025
lakshadweep,2019,2,660490,815
lakshadweep,2019,2,677076,752
lakshadweep,2019,2,681895,690
lakshadweep,2019,2,610009,622
lakshadweep,2019,2,652633,541
lakshadweep,2019,3,667242,7327
lakshadweep,2019,3,642359,2999
lakshadweep,2019,3,616174,2191
lakshadweep,2019,3,636791,1661
lakshadweep,2019,3,627694,1366
lakshadweep,2019,3,670226,1007
lakshadweep,2019,3,643238,955
lakshadweep,2019,3,694966,838
lakshadweep,2019,3,676794,682
lakshadweep,2019,3,629305,625
lakshadweep,2019,4,611006,6777
lakshadweep,2019,4,624522,3083
lakshadweep,2019,4,652140,2304
lakshadweep,2019,4,675174,1466
lakshadweep,2019,4,690437,1309
lakshadweep,2019,4,697214,1131
lakshadweep,2019,4,634461,840
lakshadweep,2019,4,669820,703
lakshadweep,2019,4,699754,653
lakshadweep,2019,4,685095,634
lakshadweep,2020,1,610801,7165
lakshadweep,2020,1,693156,3270
lakshadweep,2020,1,632139,2440
lakshadweep,2020,1,664446,1620
lakshadweep,2020,1,659526,1216
lakshadweep,2020,1,616544,1034
lakshadweep,2020,1,638371,928
lakshadweep,2020,1,648921,836
lakshadweep,2020,1,698108,746
lakshadweep,2020,1,622563,626
lakshadweep,2020,2,621036,6814
lakshadweep,2020,2,639984,2957
lakshadweep,2020,2,653288,2093
lakshadweep,2020,2,665012,1558
lakshadweep,2020,2,652458,1186
lakshadweep,2020,2,698169,1015
lakshadweep,2020,2,684120,790
lakshadweep,2020,2,645361,709
lakshadweep,2020,2,659111,653
lakshadweep,2020,2,669857,606
lakshadweep,2020,3,695364,7339
lakshadweep,2020,3,679925,3679
lakshadweep,2020,3,647996,2063
lakshadweep,2020,3,699176,1774
lakshadweep,2020,3,637064,1323
lakshadweep,2020,3,613544,1072
lakshadweep,2020,3,646240,961
lakshadweep,2020,3,635219,781
lakshadweep,2020,3,633917,772
lakshadweep,2020,3,643434,612
lakshadweep,2020,4,616133,8126
lakshadweep,2020,4,674952,3981
lakshadweep,2020,4,655337,2364
lakshadweep,2020,4,670057,1729
lakshadweep,2020,4,646094,1441
lakshadweep,2020,4,657923,1258
lakshadweep,2020,4,677608,934
lakshadweep,2020,4,676056,895
lakshadweep,2020,4,650486,844
lakshadweep,2020,4,633760,703
lakshadweep,2021,1,657160,7035
lakshadweep,2021,1,699026,3294
lakshadweep,2021,1,615340,2343
lakshadweep,2021,1,652028,1797
lakshadweep,2021,1,678706,1442
lakshadweep,2021,1,695640,1052
lakshadweep,2021,1,665485,878
lakshadweep,2021,1,657598,807
lakshadweep,2021,1,619606,686
lakshadweep,2021,1,678644,680
lakshadweep,2021,2,669201,8351
lakshadweep,2021,2,633571,3789
lakshadweep,2021,2,659219,2654
lakshadweep,2021,2,628025,1777
lakshadweep,2021,2,649037,1583
lakshadweep,2021,2,633762,1202
lakshadweep,2021,2,659725,967
lakshadweep,2021,2,674621,940
lakshadweep,2021,2,691295,758
lakshadweep,2021,2,644985,722
lakshadweep,2021,3,627811,9402
lakshadweep,2021,3,659905,4337
lakshadweep,2021,3,613562,2648
lakshadweep,2021,3,696925,1929
lakshadweep,2021,3,688830,1662
lakshadweep,2021,3,697694,1265
lakshadweep,2021,3,622879,1248
lakshadweep,2021,3,614439,1010
lakshadweep,2021,3,690129,904
lakshadweep,2021,3,685627,753
lakshadweep,2021,4,623821,9374
lakshadweep,2021,4,665430,4206
lakshadweep,2021,4,641555,3095
lakshadweep,2021,4,654041,1972
lakshadweep,2021,4,622072,1586
lakshadweep,2021,4,683525,1426
lakshadweep,2021,4,625240,1059
lakshadweep,2021,4,671205,971
lakshadweep,2021,4,638662,824
lakshadweep,2021,4,652838,809
lakshadweep,2022,1,647833,8864
lakshadweep,2022,1,654412,3789
lakshadweep,2022,1,693215,2518
lakshadweep,2022,1,660407,2062
lakshadweep,2022,1,633180,1424
lakshadweep,2022,1,610749,1310
lakshadweep,2022,1,644846,1030
lakshadweep,2022,1,681647,906
lakshadweep,2022,1,693079,865
lakshadweep,2022,1,694325,721
lakshadweep,2022,2,622880,8618
lakshadweep,2022,2,649722,4085
lakshadweep,2022,2,671729,2539
lakshadweep,2022,2,686867,1933
lakshadweep,2022,2,684378,1519
lakshadweep,2022,2,681142,1210
lakshadweep,2022,2,698727,1195
lakshadweep,2022,2,638730,1009
lakshadweep,2022,2,615028,873
lakshadweep,2022,2,610014,708
lakshadweep,2022,3,637587,11056
lakshadweep,2022,3,684222,4805
lakshadweep,2022,3,619803,3350
lakshadweep,2022,3,653188,2302
lakshadweep,2022,3,697329,2148
lakshadweep,2022,3,690601,1771
lakshadweep,2022,3,683288,1364
lakshadweep,2022,3,633521,1190
lakshadweep,2022,3,613086,1125
lakshadweep,2022,3,610468,952
lakshadweep,2022,4,625373,11484
lakshadweep,2022,4,621823,5375
lakshadweep,2022,4,616768,3094
lakshadweep,2022,4,616289,2544
lakshadweep,2022,4,629858,1971
lakshadweep,2022,4,644110,1795
lakshadweep,2022,4,683590,1549
lakshadweep,2022,4,651771,1178
lakshadweep,2022,4,660589,1124
lakshadweep,2022,4,651043,1049
lakshadweep,2023,1,655186,9021
lakshadweep,2023,1,670234,4889
lakshadweep,2023,1,698264,2902
lakshadweep,2023,1,645881,2423
lakshadweep,2023,1,647362,1785
lakshadweep,2023,1,611294,1409
lakshadweep,2023,1,696116,1238
lakshadweep,2023,1,684648,1057
lakshadweep,2023,1,629018,967
lakshadweep,2023,1,625379,899
lakshadweep,2023,2,655836,11331
lakshadweep,2023,2,627070,5259
lakshadweep,2023,2,646777,3232
lakshadweep,2023,2,620053,2607
lakshadweep,2023,2,621776,1906
lakshadweep,2023,2,651150,1606
lakshadweep,2023,2,643309,1539
lakshadweep,2023,2,675653,1351
lakshadweep,2023,2,687863,1081
lakshadweep,2023,2,663806,1038
lakshadweep,2023,3,637282,12734
lakshadweep,2023,3,671256,5449
lakshadweep,2023,3,631010,3854
lakshadweep,2023,3,636862,2804
lakshadweep,2023,3,653182,2216
lakshadweep,2023,3,619064,1949
lakshadweep,2023,3,621091,1501
lakshadweep,2023,3,680547,1432
lakshadweep,2023,3,634733,1259
lakshadweep,2023,3,619692,1025
lakshadweep,2023,4,671415,12487
lakshadweep,2023,4,656127,5811
lakshadweep,2023,4,666628,4017
lakshadweep,2023,4,629135,3089
lakshadweep,2023,4,689631,2458
lakshadweep,2023,4,640514,1770
lakshadweep,2023,4,628025,1699
lakshadweep,2023,4,613294,1400
lakshadweep,2023,4,675479,1122
lakshadweep,2023,4,622638,975
madhya-pradesh,2018,1,410422,281515
madhya-pradesh,2018,1,429845,143045
madhya-pradesh,2018,1,477331,94348
madhya-pradesh,2018,1,479419,62958
madhya-pradesh,2018,1,498974,57799
madhya-pradesh,2018,1,419901,44380
madhya-pradesh,2018,1,493099,36422
madhya-pradesh,2018,1,439817,36086
madhya-pradesh,2018,1,483282,32162
madhya-pradesh,2018,1,443787,23850
madhya-pradesh,2018,2,484564,316238
madhya-pradesh,2018,2,423445,150285
madhya-pradesh,2018,2,478522,104878
madhya-pradesh,2018,2,430603,78475
madhya-pradesh,2018,2,496360,56262
madhya-pradesh,2018,2,490097,44783
madhya-pradesh,2018,2,472137,42782
madhya-pradesh,2018,2,491104,36348
madhya-pradesh,2018,2,457501,33907
madhya-pradesh,2018,2,447552,31212
madhya-pradesh,2018,3,451283,363464
madhya-pradesh,2018,3,419258,175304
madhya-pradesh,2018,3,492005,119547
madhya-pradesh,2018,3,475611,85950
madhya-pradesh,2018,3,465997,63039
madhya-pradesh,2018,3,467965,50240
madhya-pradesh,2018,3,426137,44110
madhya-pradesh,2018,3,436717,36309
madhya-pradesh,2018,3,487880,34989
madhya-pradesh,2018,3,436273,28581
madhya-pradesh,2018,4,496588,401685
madhya-pradesh,2018,4,418870,236100
madhya-pradesh,2018,4,486716,143401
madhya-pradesh,2018,4,463825,112993
madhya-pradesh,2018,4,496693,83642
madhya-pradesh,2018,4,446044,67895
madhya-pradesh,2018,4,468341,52626
madhya-pradesh,2018,4,432988,46236
madhya-pradesh,2018,4,461986,40797
madhya-pradesh,2018,4,426851,37021
