state,year,quarter,category,txn_count,txn_amount
kerala,2021,1,Peer-to-peer payments,2776444,4581132801.27
kerala,2021,1,Merchant payments,2505387,1603448064.41
kerala,2021,1,Financial Services,203214,497875576.24
kerala,2021,1,Others,391251,320826259.79
kerala,2021,2,Recharge & bill payments,3958000,1029080140.15
kerala,2021,2,Peer-to-peer payments,2807861,4632971002.46
kerala,2021,2,Merchant payments,2721547,1741790486.74
kerala,2021,2,Financial Services,207742,508968405.37
kerala,2021,2,Others,397778,326178401.91
kerala,2021,3,Recharge & bill payments,4388583,1141031796.86
kerala,2021,3,Peer-to-peer payments,3189710,5263021977.02
kerala,2021,3,Merchant payments,3017016,1930890440.15
kerala,2021,3,Financial Services,244498,599021801.64
kerala,2021,3,Others,457698,375312575.57
kerala,2021,4,Recharge & bill payments,4678265,1216349022.48
kerala,2021,4,Peer-to-peer payments,3537475,5836834005.03
kerala,2021,4,Merchant payments,3566383,2282485436.77
kerala,2021,4,Financial Services,275849,675831028.4
kerala,2021,4,Others,498428,408711381.68
kerala,2022,1,Recharge & bill payments,3665054,952914206.16
kerala,2022,1,Peer-to-peer payments,2996598,4944386968.57
kerala,2022,1,Merchant payments,2996543,1917787539.65
kerala,2022,1,Financial Services,220456,540118279.4
kerala,2022,1,Others,424524,348109749.29
kerala,2022,2,Recharge & bill payments,4197867,1091445639.48
kerala,2022,2,Peer-to-peer payments,3446506,5686735814.96
kerala,2022,2,Merchant payments,3631280,2324019371.75
kerala,2022,2,Financial Services,267744,655974294.44
kerala,2022,2,Others,498984,409167321.17
kerala,2022,3,Recharge & bill payments,4403388,1144881093.59
kerala,2022,3,Peer-to-peer payments,3519536,5807235374.98
kerala,2022,3,Merchant payments,3763864,2408873137.4
kerala,2022,3,Financial Services,270481,662680546.58
kerala,2022,3,Others,499353,409470078.4
kerala,2022,4,Recharge & bill payments,4659099,1211365918.22
kerala,2022,4,Peer-to-peer payments,3704669,6112705382.67
kerala,2022,4,Merchant payments,4179068,2674603960.43
kerala,2022,4,Financial Services,304811,746788061.11
kerala,2022,4,Others,546096,447798939.77
kerala,2023,1,Recharge & bill payments,4096383,1065059737.67
kerala,2023,1,Peer-to-peer payments,3445245,5684654808.22
kerala,2023,1,Merchant payments,3829147,2450654245.72
kerala,2023,1,Financial Services,271135,664281263.47
kerala,2023,1,Others,519760,426203971.59
kerala,2023,2,Recharge & bill payments,3874615,1007400125.44
kerala,2023,2,Peer-to-peer payments,3502888,5779765931.65
kerala,2023,2,Merchant payments,4076081,2608692213.1
kerala,2023,2,Financial Services,274125,671606884.13
kerala,2023,2,Others,492766,404068332.89
kerala,2023,3,Recharge & bill payments,4395506,1142831679.01
kerala,2023,3,Peer-to-peer payments,4082714,6736479086.33
kerala,2023,3,Merchant payments,4643342,2971739324.57
kerala,2023,3,Financial Services,326646,800283272.39
kerala,2023,3,Others,604097,495359947.66
kerala,2023,4,Recharge & bill payments,4530180,1177846803.14
kerala,2023,4,Peer-to-peer payments,4239493,6995164927.02
kerala,2023,4,Merchant payments,4997990,3198713852.53
kerala,2023,4,Financial Services,346808,849681511.45
kerala,2023,4,Others,626654,513857076.51
ladakh,2018,1,Recharge & bill payments,52028,13527453.62
ladakh,2018,1,Peer-to-peer payments,29897,49330827.51
ladakh,2018,1,Merchant payments,18492,11835042.75
ladakh,2018,1,Financial Services,1991,4879315.81
ladakh,2018,1,Others,4130,3386754.19
ladakh,2018,2,Recharge & bill payments,64117,16670440.51
ladakh,2018,2,Peer-to-peer payments,37190,61363887.87
ladakh,2018,2,Merchant payments,23804,15235045.9
ladakh,2018,2,Financial Services,2595,6357978.93
ladakh,2018,2,Others,5051,4142291.86
ladakh,2018,3,Recharge & bill payments,69818,18152840.95
ladakh,2018,3,Peer-to-peer payments,42589,70272959.79
ladakh,2018,3,Merchant payments,28779,18418889.64
ladakh,2018,3,Financial Services,3051,7475969.69
ladakh,2018,3,Others,5742,4708956.86
ladakh,2018,4,Recharge & bill payments,83597,21735308.02
ladakh,2018,4,Peer-to-peer payments,52780,87087413.08
ladakh,2018,4,Merchant payments,36163,23144562.67
ladakh,2018,4,Financial Services,3677,9010088.49
ladakh,2018,4,Others,7253,5947881.88
ladakh,2019,1,Recharge & bill payments,69234,18001054.08
ladakh,2019,1,Peer-to-peer payments,43570,71891270.39
ladakh,2019,1,Merchant payments,30031,19219892.44
ladakh,2019,1,Financial Services,2975,7289744.27
ladakh,2019,1,Others,5621,4609572.12
ladakh,2019,2,Recharge & bill payments,81646,21228021.15
ladakh,2019,2,Peer-to-peer payments,51223,84518660.69
ladakh,2019,2,Merchant payments,36677,23473837.18
ladakh,2019,2,Financial Services,3667,8985179.51
ladakh,2019,2,Others,6923,5677127.85
ladakh,2019,3,Recharge & bill payments,89413,23247607.65
ladakh,2019,3,Peer-to-peer payments,54974,90707906.3
ladakh,2019,3,Merchant payments,41267,26411192.8
ladakh,2019,3,Financial Services,4061,9949535.17
ladakh,2019,3,Others,7551,6192157.83
ladakh,2019,4,Recharge & bill payments,95595,24854733.35
ladakh,2019,4,Peer-to-peer payments,61187,100959336.74
ladakh,2019,4,Merchant payments,47001,30081185.82
ladakh,2019,4,Financial Services,4278,10481870.59
ladakh,2019,4,Others,8706,7139180.72
ladakh,2020,1,Recharge & bill payments,80412,20907342.91
ladakh,2020,1,Peer-to-peer payments,53326,87988376.52
ladakh,2020,1,Merchant payments,42797,27390402.86
ladakh,2020,1,Financial Services,3934,9640070.92
ladakh,2020,1,Others,7464,6120522.19
ladakh,2020,2,Recharge & bill payments,82873,21547131.99
ladakh,2020,2,Peer-to-peer payments,58993,97339072.66
ladakh,2020,2,Merchant payments,47123,30159067.36
ladakh,2020,2,Financial Services,4089,10019573.96
ladakh,2020,2,Others,8117,6656575.92
ladakh,2020,3,Recharge & bill payments,89990,23397563.95
ladakh,2020,3,Peer-to-peer payments,63675,105065170.25
ladakh,2020,3,Merchant payments,54598,34942955.68
ladakh,2020,3,Financial Services,4658,11412971.41
ladakh,2020,3,Others,9077,7443523.75
ladakh,2020,4,Recharge & bill payments,106512,27693315.51
ladakh,2020,4,Peer-to-peer payments,75308,124258827.76
ladakh,2020,4,Merchant payments,67338,43096398.42
ladakh,2020,4,Financial Services,5380,13183105.52
ladakh,2020,4,Others,10853,8900214.42
ladakh,2021,1,Recharge & bill payments,83351,21671398.82
ladakh,2021,1,Peer-to-peer payments,60507,99838065.55
ladakh,2021,1,Merchant payments,54305,34755628.83
ladakh,2021,1,Financial Services,4552,11154202.53
ladakh,2021,1,Others,8471,6946868.49
ladakh,2021,2,Recharge & bill payments,91002,23660702.91
ladakh,2021,2,Peer-to-peer payments,65336,107805285.56
ladakh,2021,2,Merchant payments,61347,39262543.47
ladakh,2021,2,Financial Services,4862,11913364.1
ladakh,2021,2,Others,9352,7668970.91
ladakh,2021,3,Recharge & bill payments,95623,24862179.07
ladakh,2021,3,Peer-to-peer payments,75115,123941310.03
ladakh,2021,3,Merchant payments,69712,44616161.85
ladakh,2021,3,Financial Services,5436,13320627.96
ladakh,2021,3,Others,10164,8335092.32
ladakh,2021,4,Recharge & bill payments,106330,27646047.23
ladakh,2021,4,Peer-to-peer payments,83986,138577416.66
ladakh,2021,4,Merchant payments,81296,52030064.48
ladakh,2021,4,Financial Services,6155,15079814.71
ladakh,2021,4,Others,11552,9473418.73
ladakh,2022,1,Recharge & bill payments,90717,23586628.07
ladakh,2022,1,Peer-to-peer payments,72369,119409147.87
ladakh,2022,1,Merchant payments,70474,45103573.44
ladakh,2022,1,Financial Services,5580,13671702.3
ladakh,2022,1,Others,10365,8499503.3
ladakh,2022,2,Recharge & bill payments,94549,24582836.23
ladakh,2022,2,Peer-to-peer payments,74960,123685518.82
ladakh,2022,2,Merchant payments,78737,50392093.94
ladakh,2022,2,Financial Services,5653,13851476.76
ladakh,2022,2,Others,11031,9045960.37
ladakh,2022,3,Recharge & bill payments,105096,27325076.59
ladakh,2022,3,Peer-to-peer payments,86055,141991219.42
ladakh,2022,3,Merchant payments,88917,56907176.51
ladakh,2022,3,Financial Services,6347,15550973.32
ladakh,2022,3,Others,12434,10195880.83
ladakh,2022,4,Recharge & bill payments,110812,28811239.03
ladakh,2022,4,Peer-to-peer payments,92351,152379913.42
ladakh,2022,4,Merchant payments,101515,64970235.27
ladakh,2022,4,Financial Services,7337,17975784.53
ladakh,2022,4,Others,13882,11383608.62
ladakh,2023,1,Recharge & bill payments,86087,22382845.49
ladakh,2023,1,Peer-to-peer payments,72147,119043664.35
ladakh,2023,1,Merchant payments,84203,53889929.74
ladakh,2023,1,Financial Services,5902,14461262.2
ladakh,2023,1,Others,10989,9011788.02
ladakh,2023,2,Recharge & bill payments,96739,25152162.94
ladakh,2023,2,Peer-to-peer payments,81685,134781890.85
ladakh,2023,2,Merchant payments,96900,62016165.31
ladakh,2023,2,Financial Services,6799,16657870.45
ladakh,2023,2,Others,12366,10140339.96
ladakh,2023,3,Recharge & bill payments,96989,25217287.39
ladakh,2023,3,Peer-to-peer payments,86847,143297854.45
ladakh,2023,3,Merchant payments,101960,65254586.74
ladakh,2023,3,Financial Services,7236,17730578.84
ladakh,2023,3,Others,12989,10651041.37
ladakh,2023,4,Recharge & bill payments,113709,29564369.5
ladakh,2023,4,Peer-to-peer payments,105206,173589944.99
ladakh,2023,4,Merchant payments,121419,77708475.41
ladakh,2023,4,Financial Services,8169,20016256.62
ladakh,2023,4,Others,15691,12866725.36
lakshadweep,2018,1,Recharge & bill payments,26031,6768169.32
lakshadweep,2018,1,Peer-to-peer payments,15296,25238578.09
lakshadweep,2018,1,Merchant payments,8985,5750923.68
lakshadweep,2018,1,Financial Services,986,2416423.52
lakshadweep,2018,1,Others,2031,1665496.19
lakshadweep,2018,2,Recharge & bill payments,30057,7814920.26
lakshadweep,2018,2,Peer-to-peer payments,17882,29505895.61
lakshadweep,2018,2,Merchant payments,11615,7433792.97
lakshadweep,2018,2,Financial Services,1239,3036565.79
lakshadweep,2018,2,Others,2484,2037322.34
lakshadweep,2018,3,Recharge & bill payments,36161,9401920.72
lakshadweep,2018,3,Peer-to-peer payments,22221,36666143.75
lakshadweep,2018,3,Merchant payments,14812,9480010.59
lakshadweep,2018,3,Financial Services,1534,3759142.82
lakshadweep,2018,3,Others,2968,2434117.65
lakshadweep,2018,4,Recharge & bill payments,42626,11082872.17
lakshadweep,2018,4,Peer-to-peer payments,27239,44945104.33
lakshadweep,2018,4,Merchant payments,18044,11548350.29
lakshadweep,2018,4,Financial Services,1883,4614435.74
lakshadweep,2018,4,Others,3587,2942070.38
lakshadweep,2019,1,Recharge & bill payments,34447,8956364.14
lakshadweep,2019,1,Peer-to-peer payments,21211,34998743.58
lakshadweep,2019,1,Merchant payments,14806,9476431.78
lakshadweep,2019,1,Financial Services,1426,3494767.56
lakshadweep,2019,1,Others,2796,2292901.08
lakshadweep,2019,2,Recharge & bill payments,39482,10265406.02
lakshadweep,2019,2,Peer-to-peer payments,24224,39970072.97
lakshadweep,2019,2,Merchant payments,18541,11866811.84
lakshadweep,2019,2,Financial Services,1759,4309979.72
lakshadweep,2019,2,Others,3367,2761297.58
lakshadweep,2019,3,Recharge & bill payments,41352,10751603.22
lakshadweep,2019,3,Peer-to-peer payments,26172,43184126.26
lakshadweep,2019,3,Merchant payments,19760,12646605.86
lakshadweep,2019,3,Financial Services,1929,4726440.63
lakshadweep,2019,3,Others,3735,3063321.89
lakshadweep,2019,4,Recharge & bill payments,46477,12084240.78
lakshadweep,2019,4,Peer-to-peer payments,31600,52140986.85
lakshadweep,2019,4,Merchant payments,23493,15035636.23
lakshadweep,2019,4,Financial Services,2153,5276473.37
lakshadweep,2019,4,Others,4347,3565047.71
lakshadweep,2020,1,Recharge & bill payments,41801,10868384.49
lakshadweep,2020,1,Peer-to-peer payments,27571,45492228.46
lakshadweep,2020,1,Merchant payments,22083,14133576.74
lakshadweep,2020,1,Financial Services,2023,4956899.74
lakshadweep,2020,1,Others,3915,3210854.13
lakshadweep,2020,2,Recharge & bill payments,43590,11333554.96
lakshadweep,2020,2,Peer-to-peer payments,29647,48917767.56
lakshadweep,2020,2,Merchant payments,23303,14914282.23
lakshadweep,2020,2,Financial Services,2106,5161671.29
lakshadweep,2020,2,Others,3998,3278618.56
lakshadweep,2020,3,Recharge & bill payments,47340,12308459.65
lakshadweep,2020,3,Peer-to-peer payments,32795,54112004.04
lakshadweep,2020,3,Merchant payments,28324,18127611.25
lakshadweep,2020,3,Financial Services,2400,5882070.51
lakshadweep,2020,3,Others,4554,3735060.14
lakshadweep,2020,4,Recharge & bill payments,51597,13415476.63
lakshadweep,2020,4,Peer-to-peer payments,36469,60174081.64
lakshadweep,2020,4,Merchant payments,32061,20519044.93
lakshadweep,2020,4,Financial Services,2607,6388317.82
lakshadweep,2020,4,Others,4935,4047266.55
lakshadweep,2021,1,Recharge & bill payments,43536,11319577.78
lakshadweep,2021,1,Peer-to-peer payments,31272,51599136.56
lakshadweep,2021,1,Merchant payments,28141,18010814.41
lakshadweep,2021,1,Financial Services,2298,5631075.65
lakshadweep,2021,1,Others,4597,3769744.7
lakshadweep,2021,2,Recharge & bill payments,44775,11641522.53
lakshadweep,2021,2,Peer-to-peer payments,32840,54187135.66
lakshadweep,2021,2,Merchant payments,29452,18849701.48
lakshadweep,2021,2,Financial Services,2345,5745721.3
lakshadweep,2021,2,Others,4673,3832440.37
lakshadweep,2021,3,Recharge & bill payments,50575,13149510.65
lakshadweep,2021,3,Peer-to-peer payments,37947,62613036.69
lakshadweep,2021,3,Merchant payments,37098,23743022.98
lakshadweep,2021,3,Financial Services,2754,6749199.19
lakshadweep,2021,3,Others,5319,4361611.91
lakshadweep,2021,4,Recharge & bill payments,53741,13972815.54
lakshadweep,2021,4,Peer-to-peer payments,40641,67058852.37
lakshadweep,2021,4,Merchant payments,38731,24788424.41
lakshadweep,2021,4,Financial Services,3010,7375723.48
lakshadweep,2021,4,Others,5586,4580953.26
lakshadweep,2022,1,Recharge & bill payments,42288,10995040.41
lakshadweep,2022,1,Peer-to-peer payments,33276,54906560.05
lakshadweep,2022,1,Merchant payments,33814,21641090.28
lakshadweep,2022,1,Financial Services,2526,6190886.23
lakshadweep,2022,1,Others,4661,3822665.79
lakshadweep,2022,2,Recharge & bill payments,45819,11913062.3
lakshadweep,2022,2,Peer-to-peer payments,35920,59268759.51
lakshadweep,2022,2,Merchant payments,38370,24557076.37
lakshadweep,2022,2,Financial Services,2837,6951011.33
lakshadweep,2022,2,Others,5123,4200943.52
lakshadweep,2022,3,Recharge & bill payments,49821,12953680.1
lakshadweep,2022,3,Peer-to-peer payments,40478,66788754.18
lakshadweep,2022,3,Merchant payments,43019,27532175.22
lakshadweep,2022,3,Financial Services,3086,7562196.97
lakshadweep,2022,3,Others,5942,4873092.56
lakshadweep,2022,4,Recharge & bill payments,53156,13820798.47
lakshadweep,2022,4,Peer-to-peer payments,44304,73102854.53
lakshadweep,2022,4,Merchant payments,50947,32606426.36
lakshadweep,2022,4,Financial Services,3467,8494864.7
lakshadweep,2022,4,Others,6715,5506705.9
lakshadweep,2023,1,Recharge & bill payments,44516,11574214.19
lakshadweep,2023,1,Peer-to-peer payments,39140,64581381.57
lakshadweep,2023,1,Merchant payments,42595,27261318.18
lakshadweep,2023,1,Financial Services,2984,7311031.85
lakshadweep,2023,1,Others,5452,4471170.33
lakshadweep,2023,2,Recharge & bill payments,46937,12203694.87
lakshadweep,2023,2,Peer-to-peer payments,41856,69063585.57
lakshadweep,2023,2,Merchant payments,47101,30144967.58
lakshadweep,2023,2,Financial Services,3164,7753892.52
lakshadweep,2023,2,Others,5895,4834524.45
lakshadweep,2023,3,Recharge & bill payments,52365,13614968.82
lakshadweep,2023,3,Peer-to-peer payments,45766,75515121.79
lakshadweep,2023,3,Merchant payments,54204,34690650.5
lakshadweep,2023,3,Financial Services,3699,9064638.55
lakshadweep,2023,3,Others,6633,5439873.47
lakshadweep,2023,4,Recharge & bill payments,58272,15150896.38
lakshadweep,2023,4,Peer-to-peer payments,53231,87831882.52
lakshadweep,2023,4,Merchant payments,63270,40493050.3
lakshadweep,2023,4,Financial Services,4243,10395746.35
lakshadweep,2023,4,Others,7754,6358359.53
madhya-pradesh,2018,1,Recharge & bill payments,2171384,564559985.81
madhya-pradesh,2018,1,Peer-to-peer payments,1259989,2078983053.84
madhya-pradesh,2018,1,Merchant payments,786237,503191847.63
madhya-pradesh,2018,1,Financial Services,84171,206220189.96
madhya-pradesh,2018,1,Others,166658,136660101.95
madhya-pradesh,2018,2,Recharge & bill payments,2477392,644122147.09
madhya-pradesh,2018,2,Peer-to-peer payments,1466837,2420281904.57
madhya-pradesh,2018,2,Merchant payments,900680,576435744.97
madhya-pradesh,2018,2,Financial Services,98799,242059872.72
madhya-pradesh,2018,2,Others,201013,164831355.7
madhya-pradesh,2018,3,Recharge & bill payments,2675869,695726152.58
madhya-pradesh,2018,3,Peer-to-peer payments,1637282,2701516754.28
madhya-pradesh,2018,3,Merchant payments,1099832,703892559.99
madhya-pradesh,2018,3,Financial Services,116191,284668115.05
madhya-pradesh,2018,3,Others,231098,189500922.25
madhya-pradesh,2018,4,Recharge & bill payments,3158025,821086620.33
madhya-pradesh,2018,4,Peer-to-peer payments,2033445,3355184843.03
madhya-pradesh,2018,4,Merchant payments,1312443,839963724.73
madhya-pradesh,2018,4,Financial Services,135639,332317379.23
madhya-pradesh,2018,4,Others,274351,224968380.3
madhya-pradesh,2019,1,Recharge & bill payments,2864021,744645639.12
madhya-pradesh,2019,1,Peer-to-peer payments,1795308,2962258205.51
madhya-pradesh,2019,1,Merchant payments,1271619,813836458.05
madhya-pradesh,2019,1,Financial Services,126642,310273777.9
madhya-pradesh,2019,1,Others,236885,194246267.16
madhya-pradesh,2019,2,Recharge & bill payments,3157446,820936062.3
madhya-pradesh,2019,2,Peer-to-peer payments,2086034,3441956522.03
madhya-pradesh,2019,2,Merchant payments,1462588,936056738.78
madhya-pradesh,2019,2,Financial Services,142433,348962930.06
madhya-pradesh,2019,2,Others,286434,234876693.96
madhya-pradesh,2019,3,Recharge & bill payments,3485799,906307770.37
madhya-pradesh,2019,3,Peer-to-peer payments,2336379,3855025431.26
madhya-pradesh,2019,3,Merchant payments,1668381,1067764303.83
madhya-pradesh,2019,3,Financial Services,158448,388198698.68
madhya-pradesh,2019,3,Others,319643,262107901.31
madhya-pradesh,2019,4,Recharge & bill payments,3995324,1038784414.18
madhya-pradesh,2019,4,Peer-to-peer payments,2572337,4244357184.16
madhya-pradesh,2019,4,Merchant payments,2069872,1324718609.87
madhya-pradesh,2019,4,Financial Services,189583,464478765.51
madhya-pradesh,2019,4,Others,362498,297248550.06
madhya-pradesh,2020,1,Recharge & bill payments,3421941,889704878.48
madhya-pradesh,2020,1,Peer-to-peer payments,2293934,3784992558.51
madhya-pradesh,2020,1,Merchant payments,1856357,1188068510.26
madhya-pradesh,2020,1,Financial Services,169996,416490986.97
madhya-pradesh,2020,1,Others,312838,256527564.76
madhya-pradesh,2020,2,Recharge & bill payments,3489722,907327799.93
madhya-pradesh,2020,2,Peer-to-peer payments,2378631,3924741667.43
madhya-pradesh,2020,2,Merchant payments,1974726,1263825120.26
madhya-pradesh,2020,2,Financial Services,175669,430389943.6
madhya-pradesh,2020,2,Others,321086,263291281.07
madhya-pradesh,2020,3,Recharge & bill payments,4043726,1051368768.74
madhya-pradesh,2020,3,Peer-to-peer payments,2728156,4501457496.23
madhya-pradesh,2020,3,Merchant payments,2328596,1490301498.83
madhya-pradesh,2020,3,Financial Services,203632,498898475.03
madhya-pradesh,2020,3,Others,382123,313341073.64
madhya-pradesh,2020,4,Recharge & bill payments,4266069,1109178084.93
madhya-pradesh,2020,4,Peer-to-peer payments,3142658,5185385763.59
madhya-pradesh,2020,4,Merchant payments,2728660,1746342744.82
madhya-pradesh,2020,4,Financial Services,230170,563917180.26
madhya-pradesh,2020,4,Others,442197,362602349.09
madhya-pradesh,2021,1,Recharge & bill payments,3518281,914753279.65
madhya-pradesh,2021,1,Peer-to-peer payments,2573286,4245922570.49
madhya-pradesh,2021,1,Merchant payments,2265203,1449729977.54
madhya-pradesh,2021,1,Financial Services,187178,458586199.57
madhya-pradesh,2021,1,Others,345102,282983889.16
madhya-pradesh,2021,2,Recharge & bill payments,3643450,947297159.82
madhya-pradesh,2021,2,Peer-to-peer payments,2595252,4282166828.18
madhya-pradesh,2021,2,Merchant payments,2490912,1594183788.55
madhya-pradesh,2021,2,Financial Services,201972,494832282.42
madhya-pradesh,2021,2,Others,373977,306661863.12
madhya-pradesh,2021,3,Recharge & bill payments,3835747,997294374.1
madhya-pradesh,2021,3,Peer-to-peer payments,2837194,4681371016.71
madhya-pradesh,2021,3,Merchant payments,2692925,1723472568.49
madhya-pradesh,2021,3,Financial Services,212170,519818472.46
madhya-pradesh,2021,3,Others,415360,340595392.13
madhya-pradesh,2021,4,Recharge & bill payments,4489657,1167311040.29
madhya-pradesh,2021,4,Peer-to-peer payments,3501185,5776956756.04
madhya-pradesh,2021,4,Merchant payments,3410733,2182869423.01
madhya-pradesh,2021,4,Financial Services,262354,642768150.79
madhya-pradesh,2021,4,Others,490129,401905825.56
madhya-pradesh,2022,1,Recharge & bill payments,3543798,921387588.25
madhya-pradesh,2022,1,Peer-to-peer payments,2750723,4538694067.66
madhya-pradesh,2022,1,Merchant payments,2729453,1746849988.35
madhya-pradesh,2022,1,Financial Services,210596,515960377.76
madhya-pradesh,2022,1,Others,396826,325397956.67
madhya-pradesh,2022,2,Recharge & bill payments,3804938,989284077.71
madhya-pradesh,2022,2,Peer-to-peer payments,2902554,4789214779.14
madhya-pradesh,2022,2,Merchant payments,3106983,1988469660.18
madhya-pradesh,2022,2,Financial Services,225382,552188071.36
madhya-pradesh,2022,2,Others,415345,340582942.13
madhya-pradesh,2022,3,Recharge & bill payments,3816811,992370882.58
madhya-pradesh,2022,3,Peer-to-peer payments,3170174,5230788316.69
madhya-pradesh,2022,3,Merchant payments,3411043,2183067994.81
madhya-pradesh,2022,3,Financial Services,246561,604075036.77
madhya-pradesh,2022,3,Others,454404,372611623.72
madhya-pradesh,2022,4,Recharge & bill payments,4376325,1137844540.8
madhya-pradesh,2022,4,Peer-to-peer payments,3558450,5871443991.89
madhya-pradesh,2022,4,Merchant payments,3954892,2531130932.13
madhya-pradesh,2022,4,Financial Services,274091,671525171.68
madhya-pradesh,2022,4,Others,535796,439353434.31
madhya-pradesh,2023,1,Recharge & bill payments,3385558,880245089.01
madhya-pradesh,2023,1,Peer-to-peer payments,2963579,4889906732.68
madhya-pradesh,2023,1,Merchant payments,3235833,2070933601.23
madhya-pradesh,2023,1,Financial Services,235529,577046674.73
madhya-pradesh,2023,1,Others,436385,357836196.27
madhya-pradesh,2023,2,Recharge & bill payments,3760950,977847117.18
madhya-pradesh,2023,2,Peer-to-peer payments,3357365,5539653565.62
madhya-pradesh,2023,2,Merchant payments,3868828,2476050514.76
madhya-pradesh,2023,2,Financial Services,262749,643735845.06
madhya-pradesh,2023,2,Others,487780,399979876.06
madhya-pradesh,2023,3,Recharge & bill payments,3753775,975981667.27
madhya-pradesh,2023,3,Peer-to-peer payments,3487548,5754454940.11
madhya-pradesh,2023,3,Merchant payments,3968813,2540040605.98
madhya-pradesh,2023,3,Financial Services,280193,686473706.94
madhya-pradesh,2023,3,Others,498469,408744895.93
madhya-pradesh,2023,4,Recharge & bill payments,4595835,1194917230.42
madhya-pradesh,2023,4,Peer-to-peer payments,4201453,6932398912.23
madhya-pradesh,2023,4,Merchant payments,5034374,3221999413.92
madhya-pradesh,2023,4,Financial Services,350140,857843774.21
madhya-pradesh,2023,4,Others,641105,525706105.13
maharashtra,2018,1,Recharge & bill payments,5480952,1425047718.77
maharashtra,2018,1,Peer-to-peer payments,3271978,5398764354.93
maharashtra,2018,1,Merchant payments,1904873,1219119017.57
maharashtra,2018,1,Financial Services,212561,520774884.67
maharashtra,2018,1,Others,433121,355159455.33
maharashtra,2018,2,Recharge & bill payments,6171708,1604644144.47
maharashtra,2018,2,Peer-to-peer payments,3833606,6325450466.5
maharashtra,2018,2,Merchant payments,2415902,1546177422.49
maharashtra,2018,2,Financial Services,256185,627653794.3
maharashtra,2018,2,Others,522432,428394844.53
maharashtra,2018,3,Recharge & bill payments,7210068,1874617718.49
maharashtra,2018,3,Peer-to-peer payments,4377427,7222755792.41
maharashtra,2018,3,Merchant payments,2835323,1814607019.22
maharashtra,2018,3,Financial Services,299540,733874807.6
maharashtra,2018,3,Others,583217,478237962.2
maharashtra,2018,4,Recharge & bill payments,8116063,2110176619.95
maharashtra,2018,4,Peer-to-peer payments,4969238,8199243058.01
maharashtra,2018,4,Merchant payments,3396944,2174044385.36
maharashtra,2018,4,Financial Services,354763,869170212.44
maharashtra,2018,4,Others,678282,556192018.99
maharashtra,2019,1,Recharge & bill payments,6728792,1749485958.8
maharashtra,2019,1,Peer-to-peer payments,4121090,6799798925.31
maharashtra,2019,1,Merchant payments,2909132,1861844858.59
maharashtra,2019,1,Financial Services,298047,730215413.46
maharashtra,2019,1,Others,582573,477710256.45
maharashtra,2019,2,Recharge & bill payments,8077643,2100187327.79
maharashtra,2019,2,Peer-to-peer payments,5009889,8266317796.54
maharashtra,2019,2,Merchant payments,3710054,2374435079.06
maharashtra,2019,2,Financial Services,359035,879637632.65
maharashtra,2019,2,Others,684869,561592941.96
maharashtra,2019,3,Recharge & bill payments,8543274,2221251323.68
maharashtra,2019,3,Peer-to-peer payments,5544536,9148485992.14
maharashtra,2019,3,Merchant payments,4099841,2623898484.04
maharashtra,2019,3,Financial Services,370172,906923215.35
maharashtra,2019,3,Others,739228,606167126.37
maharashtra,2019,4,Recharge & bill payments,9195639,2390866197.42
maharashtra,2019,4,Peer-to-peer payments,6361878,10497099141.86
maharashtra,2019,4,Merchant payments,4712900,3016256388.36
maharashtra,2019,4,Financial Services,431862,1058062945.71
maharashtra,2019,4,Others,836876,686238493.52
maharashtra,2020,1,Recharge & bill payments,7738242,2011943017.71
maharashtra,2020,1,Peer-to-peer payments,5328426,8791903752.32
maharashtra,2020,1,Merchant payments,4211861,2695591596.55
maharashtra,2020,1,Financial Services,377798,925605603.99
maharashtra,2020,1,Others,748663,613903737.07
maharashtra,2020,2,Recharge & bill payments,8395512,2182833176.84
maharashtra,2020,2,Peer-to-peer payments,5734716,9462281628.29
maharashtra,2020,2,Merchant payments,4785285,3062582973.91
maharashtra,2020,2,Financial Services,411300,1007687155.94
maharashtra,2020,2,Others,788043,646195514.09
maharashtra,2020,3,Recharge & bill payments,9025573,2346649040.81
maharashtra,2020,3,Peer-to-peer payments,6375728,10519951917.59
maharashtra,2020,3,Merchant payments,5411756,3463524331.71
maharashtra,2020,3,Financial Services,445617,1091763630.76
maharashtra,2020,3,Others,844694,692649471.8
maharashtra,2020,4,Recharge & bill payments,10028267,2607349491.14
maharashtra,2020,4,Peer-to-peer payments,7232657,11933884497.73
maharashtra,2020,4,Merchant payments,6421612,4109832319.73
maharashtra,2020,4,Financial Services,541525,1326738409.91
maharashtra,2020,4,Others,1031075,845481608.35
maharashtra,2021,1,Recharge & bill payments,8791625,2285822740.99
maharashtra,2021,1,Peer-to-peer payments,6311379,10413776256.84
maharashtra,2021,1,Merchant payments,5744065,3676201605.68
maharashtra,2021,1,Financial Services,472448,1157499169.62
maharashtra,2021,1,Others,917386,752257293.48
maharashtra,2021,2,Recharge & bill payments,9091436,2363773564.41
maharashtra,2021,2,Peer-to-peer payments,6422463,10597064183.66
maharashtra,2021,2,Merchant payments,5981936,3828439523.14
maharashtra,2021,2,Financial Services,476599,1167669552.07
maharashtra,2021,2,Others,908208,744730935.43
maharashtra,2021,3,Recharge & bill payments,9836679,2557536796.74
