state,year,quarter,district,registered_users,app_opens
karnataka,2023,1,Bengaluru Urban,1669485,10885037
karnataka,2023,1,Belgaum,822232,5360951
karnataka,2023,1,Mysuru,447149,2915415
karnataka,2023,1,Tumakuru,338996,2210252
karnataka,2023,1,Kalaburagi,268679,1751788
karnataka,2023,1,Ballari,204948,1336264
karnataka,2023,1,Dakshina Kannada,194681,1269321
karnataka,2023,2,Bengaluru Urban,2259408,16792871
karnataka,2023,2,Belgaum,1112773,8270597
karnataka,2023,2,Mysuru,605153,4497752
karnataka,2023,2,Tumakuru,458782,3409863
karnataka,2023,2,Kalaburagi,363619,2702568
karnataka,2023,2,Ballari,277368,2061520
karnataka,2023,2,Dakshina Kannada,263473,1958242
karnataka,2023,3,Bengaluru Urban,2276466,19167623
karnataka,2023,3,Belgaum,1121174,9440177
karnataka,2023,3,Mysuru,609722,5133798
karnataka,2023,3,Tumakuru,462246,3892066
karnataka,2023,3,Kalaburagi,366364,3084750
karnataka,2023,3,Ballari,279462,2353048
karnataka,2023,3,Dakshina Kannada,265462,2235166
karnataka,2023,4,Bengaluru Urban,2573876,17631318
karnataka,2023,4,Belgaum,1267650,8683537
karnataka,2023,4,Mysuru,689379,4722319
karnataka,2023,4,Tumakuru,522636,3580113
karnataka,2023,4,Kalaburagi,414228,2837504
karnataka,2023,4,Ballari,315973,2164449
karnataka,2023,4,Dakshina Kannada,300143,2056015
kerala,2018,1,Ernakulam,414380,3467550
kerala,2018,1,Thiruvananthapuram,164912,1379994
kerala,2018,1,Thrissur,115513,966619
kerala,2018,1,Kozhikode,76382,639167
kerala,2018,1,Malappuram,60224,503961
kerala,2018,1,Kollam,45773,383035
kerala,2018,2,Ernakulam,474077,3981065
kerala,2018,2,Thiruvananthapuram,188670,1584359
kerala,2018,2,Thrissur,132154,1109767
kerala,2018,2,Kozhikode,87385,733822
kerala,2018,2,Malappuram,68900,578593
kerala,2018,2,Kollam,52368,439760
kerala,2018,3,Ernakulam,561869,4244913
kerala,2018,3,Thiruvananthapuram,223609,1689364
kerala,2018,3,Thrissur,156627,1183317
kerala,2018,3,Kozhikode,103568,782456
kerala,2018,3,Malappuram,81660,616940
kerala,2018,3,Kollam,62065,468905
kerala,2018,4,Ernakulam,745613,5668139
kerala,2018,4,Thiruvananthapuram,296734,2255771
kerala,2018,4,Thrissur,207848,1580058
kerala,2018,4,Kozhikode,137437,1044797
kerala,2018,4,Malappuram,108364,823786
kerala,2018,4,Kollam,82362,626119
kerala,2019,1,Ernakulam,593983,4977776
kerala,2019,1,Thiruvananthapuram,236389,1981024
kerala,2019,1,Thrissur,165579,1387611
kerala,2019,1,Kozhikode,109487,917544
kerala,2019,1,Malappuram,86327,723451
kerala,2019,1,Kollam,65613,549859
kerala,2019,2,Ernakulam,690434,6102855
kerala,2019,2,Thiruvananthapuram,274775,2428776
kerala,2019,2,Thrissur,192466,1701240
kerala,2019,2,Kozhikode,127266,1124927
kerala,2019,2,Malappuram,100345,886966
kerala,2019,2,Kollam,76267,674139
kerala,2019,3,Ernakulam,750244,5637241
kerala,2019,3,Thiruvananthapuram,298577,2243474
kerala,2019,3,Thrissur,209139,1571445
kerala,2019,3,Kozhikode,138291,1039102
kerala,2019,3,Malappuram,109037,819296
kerala,2019,3,Kollam,82874,622706
kerala,2019,4,Ernakulam,945901,6467010
kerala,2019,4,Thiruvananthapuram,376443,2573700
kerala,2019,4,Thrissur,263680,1802752
kerala,2019,4,Kozhikode,174356,1192051
kerala,2019,4,Malappuram,137473,939891
kerala,2019,4,Kollam,104487,714365
kerala,2020,1,Ernakulam,667250,5116549
kerala,2020,1,Thiruvananthapuram,265548,2036252
kerala,2020,1,Thrissur,186003,1426296
kerala,2020,1,Kozhikode,122993,943123
kerala,2020,1,Malappuram,96975,743620
kerala,2020,1,Kollam,73706,565189
kerala,2020,2,Ernakulam,868455,7393549
kerala,2020,2,Thiruvananthapuram,345622,2942439
kerala,2020,2,Thrissur,242091,2061035
kerala,2020,2,Kozhikode,160080,1362839
kerala,2020,2,Malappuram,126218,1074551
kerala,2020,2,Kollam,95932,816713
kerala,2020,3,Ernakulam,917481,8476562
kerala,2020,3,Thiruvananthapuram,365133,3373450
kerala,2020,3,Thrissur,255758,2362938
kerala,2020,3,Kozhikode,169117,1562468
kerala,2020,3,Malappuram,133343,1231952
kerala,2020,3,Kollam,101347,936346
kerala,2020,4,Ernakulam,1122640,9352953
kerala,2020,4,Thiruvananthapuram,446781,3722230
kerala,2020,4,Thrissur,312948,2607241
kerala,2020,4,Kozhikode,206934,1724012
kerala,2020,4,Malappuram,163160,1359324
kerala,2020,4,Kollam,124010,1033154
kerala,2021,1,Ernakulam,878866,7636027
kerala,2021,1,Thiruvananthapuram,349765,3038939
kerala,2021,1,Thrissur,244993,2128629
kerala,2021,1,Kozhikode,161999,1407534
kerala,2021,1,Malappuram,127731,1109792
kerala,2021,1,Kollam,97082,843498
kerala,2021,2,Ernakulam,1023607,7312556
kerala,2021,2,Thiruvananthapuram,407368,2910206
kerala,2021,2,Thrissur,285342,2038458
kerala,2021,2,Kozhikode,188679,1347909
kerala,2021,2,Malappuram,148767,1062780
kerala,2021,2,Kollam,113070,807766
kerala,2021,3,Ernakulam,983561,8710606
kerala,2021,3,Thiruvananthapuram,391431,3466593
kerala,2021,3,Thrissur,274178,2428180
kerala,2021,3,Kozhikode,181298,1605609
kerala,2021,3,Malappuram,142947,1265967
kerala,2021,3,Kollam,108647,962199
kerala,2021,4,Ernakulam,1150499,10493033
kerala,2021,4,Thiruvananthapuram,457868,4175953
kerala,2021,4,Thrissur,320714,2925052
kerala,2021,4,Kozhikode,212069,1934161
kerala,2021,4,Malappuram,167209,1525019
kerala,2021,4,Kollam,127087,1159091
kerala,2022,1,Ernakulam,922031,6564387
kerala,2022,1,Thiruvananthapuram,366944,2612454
kerala,2022,1,Thrissur,257026,1829897
kerala,2022,1,Kozhikode,169956,1210001
kerala,2022,1,Malappuram,134004,954044
kerala,2022,1,Kollam,101850,725121
kerala,2022,2,Ernakulam,1115834,9522516
kerala,2022,2,Thiruvananthapuram,444073,3789712
kerala,2022,2,Thrissur,311051,2654509
kerala,2022,2,Kozhikode,205679,1755267
kerala,2022,2,Malappuram,162171,1383967
kerala,2022,2,Kollam,123258,1051885
kerala,2022,3,Ernakulam,1063008,9014955
kerala,2022,3,Thiruvananthapuram,423049,3587716
kerala,2022,3,Thrissur,296325,2513021
kerala,2022,3,Kozhikode,195942,1661709
kerala,2022,3,Malappuram,154493,1310200
kerala,2022,3,Kollam,117423,995818
kerala,2022,4,Ernakulam,1190432,10638999
kerala,2022,4,Thiruvananthapuram,473760,4234043
kerala,2022,4,Thrissur,331846,2965741
kerala,2022,4,Kozhikode,219430,1961066
kerala,2022,4,Malappuram,173013,1546233
kerala,2022,4,Kollam,131498,1175215
kerala,2023,1,Ernakulam,1080032,8114723
kerala,2023,1,Thiruvananthapuram,429824,3229447
kerala,2023,1,Thrissur,301071,2262071
kerala,2023,1,Kozhikode,199080,1495771
kerala,2023,1,Malappuram,156967,1179364
kerala,2023,1,Kollam,119303,896376
kerala,2023,2,Ernakulam,1048304,7486106
kerala,2023,2,Thiruvananthapuram,417197,2979274
kerala,2023,2,Thrissur,292226,2086837
kerala,2023,2,Kozhikode,193231,1379900
kerala,2023,2,Malappuram,152356,1088003
kerala,2023,2,Kollam,115798,826937
kerala,2023,3,Ernakulam,1348611,10581755
kerala,2023,3,Thiruvananthapuram,536712,4211262
kerala,2023,3,Thrissur,375940,2949784
kerala,2023,3,Kozhikode,248587,1950515
kerala,2023,3,Malappuram,196002,1537913
kerala,2023,3,Kollam,148971,1168891
kerala,2023,4,Ernakulam,1317295,10072903
kerala,2023,4,Thiruvananthapuram,524249,4008752
kerala,2023,4,Thrissur,367211,2807936
kerala,2023,4,Kozhikode,242814,1856719
kerala,2023,4,Malappuram,191450,1463959
kerala,2023,4,Kollam,145512,1112682
ladakh,2018,1,Ladakh District 1,10294,95475
ladakh,2018,1,Ladakh District 2,4211,39054
ladakh,2018,1,Ladakh District 3,2860,26532
ladakh,2018,1,Ladakh District 4,2124,19706
ladakh,2018,1,Ladakh District 5,1707,15833
ladakh,2018,2,Ladakh District 1,11682,98659
ladakh,2018,2,Ladakh District 2,4778,40357
ladakh,2018,2,Ladakh District 3,3246,27417
ladakh,2018,2,Ladakh District 4,2411,20364
ladakh,2018,2,Ladakh District 5,1937,16361
ladakh,2018,3,Ladakh District 1,14908,114764
ladakh,2018,3,Ladakh District 2,6098,46945
ladakh,2018,3,Ladakh District 3,4142,31892
ladakh,2018,3,Ladakh District 4,3077,23688
ladakh,2018,3,Ladakh District 5,2472,19032
ladakh,2018,4,Ladakh District 1,16453,108313
ladakh,2018,4,Ladakh District 2,6730,44306
ladakh,2018,4,Ladakh District 3,4572,30099
ladakh,2018,4,Ladakh District 4,3396,22356
ladakh,2018,4,Ladakh District 5,2728,17962
ladakh,2019,1,Ladakh District 1,14226,108452
ladakh,2019,1,Ladakh District 2,5819,44363
ladakh,2019,1,Ladakh District 3,3953,30138
ladakh,2019,1,Ladakh District 4,2936,22385
ladakh,2019,1,Ladakh District 5,2359,17985
ladakh,2019,2,Ladakh District 1,16143,122260
ladakh,2019,2,Ladakh District 2,6603,50011
ladakh,2019,2,Ladakh District 3,4486,33975
ladakh,2019,2,Ladakh District 4,3332,25235
ladakh,2019,2,Ladakh District 5,2677,20275
ladakh,2019,3,Ladakh District 1,19222,130908
ladakh,2019,3,Ladakh District 2,7863,53548
ladakh,2019,3,Ladakh District 3,5341,36379
ladakh,2019,3,Ladakh District 4,3967,27020
ladakh,2019,3,Ladakh District 5,3187,21709
ladakh,2019,4,Ladakh District 1,20025,183072
ladakh,2019,4,Ladakh District 2,8191,74887
ladakh,2019,4,Ladakh District 3,5564,50875
ladakh,2019,4,Ladakh District 4,4133,37787
ladakh,2019,4,Ladakh District 5,3320,30360
ladakh,2020,1,Ladakh District 1,17757,135898
ladakh,2020,1,Ladakh District 2,7263,55590
ladakh,2020,1,Ladakh District 3,4934,37765
ladakh,2020,1,Ladakh District 4,3665,28050
ladakh,2020,1,Ladakh District 5,2944,22536
ladakh,2020,2,Ladakh District 1,19150,133500
ladakh,2020,2,Ladakh District 2,7833,54609
ladakh,2020,2,Ladakh District 3,5321,37099
ladakh,2020,2,Ladakh District 4,3952,27555
ladakh,2020,2,Ladakh District 5,3175,22139
ladakh,2020,3,Ladakh District 1,19757,163732
ladakh,2020,3,Ladakh District 2,8082,66975
ladakh,2020,3,Ladakh District 3,5490,45500
ladakh,2020,3,Ladakh District 4,4078,33795
ladakh,2020,3,Ladakh District 5,3276,27152
ladakh,2020,4,Ladakh District 1,24865,206829
ladakh,2020,4,Ladakh District 2,10171,84604
ladakh,2020,4,Ladakh District 3,6910,57477
ladakh,2020,4,Ladakh District 4,5132,42691
ladakh,2020,4,Ladakh District 5,4123,34299
ladakh,2021,1,Ladakh District 1,22106,209565
ladakh,2021,1,Ladakh District 2,9042,85724
ladakh,2021,1,Ladakh District 3,6143,58237
ladakh,2021,1,Ladakh District 4,4562,43256
ladakh,2021,1,Ladakh District 5,3666,34753
ladakh,2021,2,Ladakh District 1,21092,158254
ladakh,2021,2,Ladakh District 2,8628,64734
ladakh,2021,2,Ladakh District 3,5861,43978
ladakh,2021,2,Ladakh District 4,4353,32665
ladakh,2021,2,Ladakh District 5,3497,26244
ladakh,2021,3,Ladakh District 1,25523,231035
ladakh,2021,3,Ladakh District 2,10440,94506
ladakh,2021,3,Ladakh District 3,7092,64204
ladakh,2021,3,Ladakh District 4,5268,47687
ladakh,2021,3,Ladakh District 5,4232,38313
ladakh,2021,4,Ladakh District 1,26609,173119
ladakh,2021,4,Ladakh District 2,10884,70815
ladakh,2021,4,Ladakh District 3,7394,48109
ladakh,2021,4,Ladakh District 4,5492,35733
ladakh,2021,4,Ladakh District 5,4412,28709
ladakh,2022,1,Ladakh District 1,24957,226709
ladakh,2022,1,Ladakh District 2,10209,92736
ladakh,2022,1,Ladakh District 3,6935,63001
ladakh,2022,1,Ladakh District 4,5151,46794
ladakh,2022,1,Ladakh District 5,4138,37596
ladakh,2022,2,Ladakh District 1,23442,153429
ladakh,2022,2,Ladakh District 2,9589,62761
ladakh,2022,2,Ladakh District 3,6514,42637
ladakh,2022,2,Ladakh District 4,4838,31669
ladakh,2022,2,Ladakh District 5,3887,25444
ladakh,2022,3,Ladakh District 1,28495,201357
ladakh,2022,3,Ladakh District 2,11656,82366
ladakh,2022,3,Ladakh District 3,7918,55956
ladakh,2022,3,Ladakh District 4,5881,41561
ladakh,2022,3,Ladakh District 5,4725,33392
ladakh,2022,4,Ladakh District 1,33369,283079
ladakh,2022,4,Ladakh District 2,13650,115795
ladakh,2022,4,Ladakh District 3,9273,78667
ladakh,2022,4,Ladakh District 4,6887,58430
ladakh,2022,4,Ladakh District 5,5533,46944
ladakh,2023,1,Ladakh District 1,26872,184701
ladakh,2023,1,Ladakh District 2,10992,75553
ladakh,2023,1,Ladakh District 3,7467,51328
ladakh,2023,1,Ladakh District 4,5546,38123
ladakh,2023,1,Ladakh District 5,4456,30630
ladakh,2023,2,Ladakh District 1,29742,235711
ladakh,2023,2,Ladakh District 2,12166,96419
ladakh,2023,2,Ladakh District 3,8265,65503
ladakh,2023,2,Ladakh District 4,6139,48652
ladakh,2023,2,Ladakh District 5,4932,39089
ladakh,2023,3,Ladakh District 1,28134,231407
ladakh,2023,3,Ladakh District 2,11508,94658
ladakh,2023,3,Ladakh District 3,7818,64307
ladakh,2023,3,Ladakh District 4,5807,47764
ladakh,2023,3,Ladakh District 5,4665,38375
ladakh,2023,4,Ladakh District 1,38958,310062
ladakh,2023,4,Ladakh District 2,15936,126833
ladakh,2023,4,Ladakh District 3,10826,86165
ladakh,2023,4,Ladakh District 4,8041,63999
ladakh,2023,4,Ladakh District 5,6460,51419
lakshadweep,2018,1,Lakshadweep District 1,4478,41017
lakshadweep,2018,1,Lakshadweep District 2,1937,17743
lakshadweep,2018,1,Lakshadweep District 3,1186,10865
lakshadweep,2018,1,Lakshadweep District 4,875,8022
lakshadweep,2018,1,Lakshadweep District 5,737,6755
lakshadweep,2018,2,Lakshadweep District 1,5289,39415
lakshadweep,2018,2,Lakshadweep District 2,2287,17049
lakshadweep,2018,2,Lakshadweep District 3,1401,10441
lakshadweep,2018,2,Lakshadweep District 4,1034,7709
lakshadweep,2018,2,Lakshadweep District 5,871,6491
lakshadweep,2018,3,Lakshadweep District 1,7481,56928
lakshadweep,2018,3,Lakshadweep District 2,3236,24625
lakshadweep,2018,3,Lakshadweep District 3,1982,15080
lakshadweep,2018,3,Lakshadweep District 4,1463,11135
lakshadweep,2018,3,Lakshadweep District 5,1232,9375
lakshadweep,2018,4,Lakshadweep District 1,8247,63088
lakshadweep,2018,4,Lakshadweep District 2,3567,27290
lakshadweep,2018,4,Lakshadweep District 3,2184,16712
lakshadweep,2018,4,Lakshadweep District 4,1613,12340
lakshadweep,2018,4,Lakshadweep District 5,1358,10390
lakshadweep,2019,1,Lakshadweep District 1,6505,44038
lakshadweep,2019,1,Lakshadweep District 2,2814,19049
lakshadweep,2019,1,Lakshadweep District 3,1723,11666
lakshadweep,2019,1,Lakshadweep District 4,1272,8613
lakshadweep,2019,1,Lakshadweep District 5,1071,7252
lakshadweep,2019,2,Lakshadweep District 1,7810,67437
lakshadweep,2019,2,Lakshadweep District 2,3378,29171
lakshadweep,2019,2,Lakshadweep District 3,2069,17864
lakshadweep,2019,2,Lakshadweep District 4,1527,13190
lakshadweep,2019,2,Lakshadweep District 5,1286,11106
lakshadweep,2019,3,Lakshadweep District 1,9552,64094
lakshadweep,2019,3,Lakshadweep District 2,4131,27725
lakshadweep,2019,3,Lakshadweep District 3,2530,16979
lakshadweep,2019,3,Lakshadweep District 4,1868,12536
lakshadweep,2019,3,Lakshadweep District 5,1573,10555
lakshadweep,2019,4,Lakshadweep District 1,9187,76226
lakshadweep,2019,4,Lakshadweep District 2,3974,32973
lakshadweep,2019,4,Lakshadweep District 3,2433,20193
lakshadweep,2019,4,Lakshadweep District 4,1796,14909
lakshadweep,2019,4,Lakshadweep District 5,1513,12554
lakshadweep,2020,1,Lakshadweep District 1,9663,83107
lakshadweep,2020,1,Lakshadweep District 2,4180,35949
lakshadweep,2020,1,Lakshadweep District 3,2559,22016
lakshadweep,2020,1,Lakshadweep District 4,1890,16255
lakshadweep,2020,1,Lakshadweep District 5,1591,13687
lakshadweep,2020,2,Lakshadweep District 1,8934,73022
lakshadweep,2020,2,Lakshadweep District 2,3864,31587
lakshadweep,2020,2,Lakshadweep District 3,2366,19344
lakshadweep,2020,2,Lakshadweep District 4,1747,14283
lakshadweep,2020,2,Lakshadweep District 5,1471,12026
lakshadweep,2020,3,Lakshadweep District 1,9904,65552
lakshadweep,2020,3,Lakshadweep District 2,4284,28356
lakshadweep,2020,3,Lakshadweep District 3,2623,17365
lakshadweep,2020,3,Lakshadweep District 4,1937,12821
lakshadweep,2020,3,Lakshadweep District 5,1631,10796
lakshadweep,2020,4,Lakshadweep District 1,10827,100466
lakshadweep,2020,4,Lakshadweep District 2,4683,43459
lakshadweep,2020,4,Lakshadweep District 3,2868,26614
lakshadweep,2020,4,Lakshadweep District 4,2117,19651
lakshadweep,2020,4,Lakshadweep District 5,1783,16546
lakshadweep,2021,1,Lakshadweep District 1,9728,70430
lakshadweep,2021,1,Lakshadweep District 2,4208,30466
lakshadweep,2021,1,Lakshadweep District 3,2577,18657
lakshadweep,2021,1,Lakshadweep District 4,1902,13776
lakshadweep,2021,1,Lakshadweep District 5,1602,11599
lakshadweep,2021,2,Lakshadweep District 1,11055,93394
lakshadweep,2021,2,Lakshadweep District 2,4782,40399
lakshadweep,2021,2,Lakshadweep District 3,2928,24741
lakshadweep,2021,2,Lakshadweep District 4,2162,18267
lakshadweep,2021,2,Lakshadweep District 5,1820,15381
lakshadweep,2021,3,Lakshadweep District 1,12228,115640
lakshadweep,2021,3,Lakshadweep District 2,5289,50022
lakshadweep,2021,3,Lakshadweep District 3,3239,30634
lakshadweep,2021,3,Lakshadweep District 4,2391,22618
lakshadweep,2021,3,Lakshadweep District 5,2013,19045
lakshadweep,2021,4,Lakshadweep District 1,12307,98737
lakshadweep,2021,4,Lakshadweep District 2,5324,42711
lakshadweep,2021,4,Lakshadweep District 3,3260,26156
lakshadweep,2021,4,Lakshadweep District 4,2407,19312
lakshadweep,2021,4,Lakshadweep District 5,2027,16261
lakshadweep,2022,1,Lakshadweep District 1,11417,101758
lakshadweep,2022,1,Lakshadweep District 2,4938,44017
lakshadweep,2022,1,Lakshadweep District 3,3024,26956
lakshadweep,2022,1,Lakshadweep District 4,2233,19903
lakshadweep,2022,1,Lakshadweep District 5,1880,16759
lakshadweep,2022,2,Lakshadweep District 1,11514,107376
lakshadweep,2022,2,Lakshadweep District 2,4980,46447
lakshadweep,2022,2,Lakshadweep District 3,3050,28445
lakshadweep,2022,2,Lakshadweep District 4,2252,21002
lakshadweep,2022,2,Lakshadweep District 5,1896,17684
lakshadweep,2022,3,Lakshadweep District 1,14611,128884
lakshadweep,2022,3,Lakshadweep District 2,6320,55751
lakshadweep,2022,3,Lakshadweep District 3,3870,34142
lakshadweep,2022,3,Lakshadweep District 4,2858,25209
lakshadweep,2022,3,Lakshadweep District 5,2406,21226
lakshadweep,2022,4,Lakshadweep District 1,15145,141183
lakshadweep,2022,4,Lakshadweep District 2,6551,61071
lakshadweep,2022,4,Lakshadweep District 3,4012,37400
lakshadweep,2022,4,Lakshadweep District 4,2962,27615
lakshadweep,2022,4,Lakshadweep District 5,2494,23252
lakshadweep,2023,1,Lakshadweep District 1,12923,119996
lakshadweep,2023,1,Lakshadweep District 2,5590,51907
lakshadweep,2023,1,Lakshadweep District 3,3423,31788
lakshadweep,2023,1,Lakshadweep District 4,2527,23471
lakshadweep,2023,1,Lakshadweep District 5,2128,19762
lakshadweep,2023,2,Lakshadweep District 1,15043,101262
lakshadweep,2023,2,Lakshadweep District 2,6507,43803
lakshadweep,2023,2,Lakshadweep District 3,3985,26825
lakshadweep,2023,2,Lakshadweep District 4,2942,19806
lakshadweep,2023,2,Lakshadweep District 5,2477,16677
lakshadweep,2023,3,Lakshadweep District 1,16633,152968
lakshadweep,2023,3,Lakshadweep District 2,7195,66169
lakshadweep,2023,3,Lakshadweep District 3,4406,40522
lakshadweep,2023,3,Lakshadweep District 4,3253,29920
lakshadweep,2023,3,Lakshadweep District 5,2739,25193
lakshadweep,2023,4,Lakshadweep District 1,16928,140046
lakshadweep,2023,4,Lakshadweep District 2,7322,60580
lakshadweep,2023,4,Lakshadweep District 3,4484,37099
lakshadweep,2023,4,Lakshadweep District 4,3311,27392
lakshadweep,2023,4,Lakshadweep District 5,2787,23065
madhya-pradesh,2018,1,Indore,386137,2761875
madhya-pradesh,2018,1,Bhopal,150368,1075520
madhya-pradesh,2018,1,Jabalpur,107227,766953
madhya-pradesh,2018,1,Gwalior,71578,511973
madhya-pradesh,2018,1,Ujjain,55090,394040
madhya-pradesh,2018,1,Sagar,42168,301609
madhya-pradesh,2018,2,Indore,425390,3258304
madhya-pradesh,2018,2,Bhopal,165654,1268838
madhya-pradesh,2018,2,Jabalpur,118127,904808
madhya-pradesh,2018,2,Gwalior,78855,603997
madhya-pradesh,2018,2,Ujjain,60691,464867
madhya-pradesh,2018,2,Sagar,46454,355822
madhya-pradesh,2018,3,Indore,475935,3677301
madhya-pradesh,2018,3,Bhopal,185337,1432003
madhya-pradesh,2018,3,Jabalpur,132163,1021160
madhya-pradesh,2018,3,Gwalior,88224,681667
madhya-pradesh,2018,3,Ujjain,67902,524646
madhya-pradesh,2018,3,Sagar,51974,401578
madhya-pradesh,2018,4,Indore,580890,4487044
madhya-pradesh,2018,4,Bhopal,226208,1747331
madhya-pradesh,2018,4,Jabalpur,161309,1246020
madhya-pradesh,2018,4,Gwalior,107680,831770
madhya-pradesh,2018,4,Ujjain,82876,640173
madhya-pradesh,2018,4,Sagar,63435,490006
madhya-pradesh,2019,1,Indore,569024,4979534
madhya-pradesh,2019,1,Bhopal,221587,1939114
madhya-pradesh,2019,1,Jabalpur,158014,1382781
madhya-pradesh,2019,1,Gwalior,105480,923064
madhya-pradesh,2019,1,Ujjain,81183,710437
madhya-pradesh,2019,1,Sagar,62140,543788
madhya-pradesh,2019,2,Indore,598356,4220550
madhya-pradesh,2019,2,Bhopal,233010,1643553
madhya-pradesh,2019,2,Jabalpur,166159,1172017
madhya-pradesh,2019,2,Gwalior,110918,782370
madhya-pradesh,2019,2,Ujjain,85368,602152
madhya-pradesh,2019,2,Sagar,65343,460903
madhya-pradesh,2019,3,Indore,692188,5594917
madhya-pradesh,2019,3,Bhopal,269549,2178755
madhya-pradesh,2019,3,Jabalpur,192215,1553669
madhya-pradesh,2019,3,Gwalior,128312,1037138
madhya-pradesh,2019,3,Ujjain,98755,798235
madhya-pradesh,2019,3,Sagar,75590,610991
madhya-pradesh,2019,4,Indore,914938,6282796
madhya-pradesh,2019,4,Bhopal,356292,2446627
madhya-pradesh,2019,4,Jabalpur,254071,1744688
madhya-pradesh,2019,4,Gwalior,169603,1164651
madhya-pradesh,2019,4,Ujjain,130535,896375
madhya-pradesh,2019,4,Sagar,99915,686110
madhya-pradesh,2020,1,Indore,729564,5350279
madhya-pradesh,2020,1,Bhopal,284104,2083489
madhya-pradesh,2020,1,Jabalpur,202594,1485734
madhya-pradesh,2020,1,Gwalior,135240,991789
madhya-pradesh,2020,1,Ujjain,104088,763332
madhya-pradesh,2020,1,Sagar,79671,584275
madhya-pradesh,2020,2,Indore,792203,7315823
madhya-pradesh,2020,2,Bhopal,308497,2848905
madhya-pradesh,2020,2,Jabalpur,219989,2031552
madhya-pradesh,2020,2,Gwalior,146851,1356145
madhya-pradesh,2020,2,Ujjain,113024,1043759
madhya-pradesh,2020,2,Sagar,86512,798922
madhya-pradesh,2020,3,Indore,921918,6808251
madhya-pradesh,2020,3,Bhopal,359010,2651248
madhya-pradesh,2020,3,Jabalpur,256010,1890603
madhya-pradesh,2020,3,Gwalior,170897,1262056
madhya-pradesh,2020,3,Ujjain,131531,971343
madhya-pradesh,2020,3,Sagar,100677,743493
madhya-pradesh,2020,4,Indore,1073416,9432432
madhya-pradesh,2020,4,Bhopal,418006,3673148
madhya-pradesh,2020,4,Jabalpur,298080,2619319
madhya-pradesh,2020,4,Gwalior,198980,1748504
madhya-pradesh,2020,4,Ujjain,153145,1345739
madhya-pradesh,2020,4,Sagar,117222,1030065
madhya-pradesh,2021,1,Indore,766846,6299104
madhya-pradesh,2021,1,Bhopal,298623,2452978
madhya-pradesh,2021,1,Jabalpur,212947,1749216
madhya-pradesh,2021,1,Gwalior,142151,1167674
madhya-pradesh,2021,1,Ujjain,109407,898702
madhya-pradesh,2021,1,Sagar,83743,687891
madhya-pradesh,2021,2,Indore,890787,8252437
madhya-pradesh,2021,2,Bhopal,346887,3213638
madhya-pradesh,2021,2,Jabalpur,247365,2291643
madhya-pradesh,2021,2,Gwalior,165126,1529767
madhya-pradesh,2021,2,Ujjain,127089,1177387
madhya-pradesh,2021,2,Sagar,97278,901204
madhya-pradesh,2021,3,Indore,1008847,7920355
madhya-pradesh,2021,3,Bhopal,392862,3084320
madhya-pradesh,2021,3,Jabalpur,280149,2199426
madhya-pradesh,2021,3,Gwalior,187011,1468208
madhya-pradesh,2021,3,Ujjain,143933,1130008
madhya-pradesh,2021,3,Sagar,110170,864939
madhya-pradesh,2021,4,Indore,1155234,10495643
madhya-pradesh,2021,4,Bhopal,449867,4087181
madhya-pradesh,2021,4,Jabalpur,320800,2914566
madhya-pradesh,2021,4,Gwalior,214147,1945593
madhya-pradesh,2021,4,Ujjain,164818,1497429
madhya-pradesh,2021,4,Sagar,126156,1146173
madhya-pradesh,2022,1,Indore,881453,8070047
madhya-pradesh,2022,1,Bhopal,343253,3142613
madhya-pradesh,2022,1,Jabalpur,244773,2240995
madhya-pradesh,2022,1,Gwalior,163396,1495957
madhya-pradesh,2022,1,Ujjain,125758,1151365
madhya-pradesh,2022,1,Sagar,96258,881287
madhya-pradesh,2022,2,Indore,902224,8229390
madhya-pradesh,2022,2,Bhopal,351341,3204664
madhya-pradesh,2022,2,Jabalpur,250541,2285243
madhya-pradesh,2022,2,Gwalior,167246,1525495
madhya-pradesh,2022,2,Ujjain,128721,1174099
madhya-pradesh,2022,2,Sagar,98527,898688
madhya-pradesh,2022,3,Indore,1037863,9318420
madhya-pradesh,2022,3,Bhopal,404161,3628750
madhya-pradesh,2022,3,Jabalpur,288207,2587659
madhya-pradesh,2022,3,Gwalior,192390,1727370
madhya-pradesh,2022,3,Ujjain,148073,1329473
madhya-pradesh,2022,3,Sagar,113339,1017615
madhya-pradesh,2022,4,Indore,1108793,7315445
madhya-pradesh,2022,4,Bhopal,431783,2848758
madhya-pradesh,2022,4,Jabalpur,307904,2031447
madhya-pradesh,2022,4,Gwalior,205538,1356075
madhya-pradesh,2022,4,Ujjain,158193,1043705
madhya-pradesh,2022,4,Sagar,121085,798880
madhya-pradesh,2023,1,Indore,1023421,9039317
madhya-pradesh,2023,1,Bhopal,398537,3520063
madhya-pradesh,2023,1,Jabalpur,284196,2510154
madhya-pradesh,2023,1,Gwalior,189713,1675632
madhya-pradesh,2023,1,Ujjain,146013,1289652
madhya-pradesh,2023,1,Sagar,111762,987135
madhya-pradesh,2023,2,Indore,1023550,8113747
madhya-pradesh,2023,2,Bhopal,398588,3159630
madhya-pradesh,2023,2,Jabalpur,284232,2253130
madhya-pradesh,2023,2,Gwalior,189737,1504058
madhya-pradesh,2023,2,Ujjain,146031,1157600
madhya-pradesh,2023,2,Sagar,111776,886059
madhya-pradesh,2023,3,Indore,1247243,9254812
