state,year,quarter,district,policy_count,premium_amount
gujarat,2021,3,Gandhinagar,3056,1920914.15
gujarat,2021,3,Bhavnagar,2469,1551575.02
gujarat,2021,4,Ahmedabad,28246,17750118.87
gujarat,2021,4,Surat,10544,6626028.44
gujarat,2021,4,Vadodara,7647,4805692.24
gujarat,2021,4,Rajkot,5720,3594645.98
gujarat,2021,4,Gandhinagar,4240,2664933.69
gujarat,2021,4,Bhavnagar,3425,2152540.0
gujarat,2022,1,Ahmedabad,22700,14265210.7
gujarat,2022,1,Surat,8474,5325130.07
gujarat,2022,1,Vadodara,6146,3862183.28
gujarat,2022,1,Rajkot,4597,2888903.6
gujarat,2022,1,Gandhinagar,3408,2141723.15
gujarat,2022,1,Bhavnagar,2752,1729928.51
gujarat,2022,2,Ahmedabad,25783,16202446.56
gujarat,2022,2,Surat,9624,6048290.29
gujarat,2022,2,Vadodara,6980,4386673.25
gujarat,2022,2,Rajkot,5221,3281220.81
gujarat,2022,2,Gandhinagar,3871,2432572.2
gujarat,2022,2,Bhavnagar,3126,1964855.25
gujarat,2022,3,Ahmedabad,24701,15522276.65
gujarat,2022,3,Surat,9220,5794386.35
gujarat,2022,3,Vadodara,6687,4202523.09
gujarat,2022,3,Rajkot,5002,3143476.94
gujarat,2022,3,Gandhinagar,3708,2330454.14
gujarat,2022,3,Bhavnagar,2995,1882371.69
gujarat,2022,4,Ahmedabad,33358,20962423.96
gujarat,2022,4,Surat,12452,7825165.47
gujarat,2022,4,Vadodara,9031,5675396.25
gujarat,2022,4,Rajkot,6755,4245182.45
gujarat,2022,4,Gandhinagar,5008,3147216.66
gujarat,2022,4,Bhavnagar,4045,2542093.17
gujarat,2023,1,Ahmedabad,26473,16636107.34
gujarat,2023,1,Surat,9882,6210173.64
gujarat,2023,1,Vadodara,7167,4504083.18
gujarat,2023,1,Rajkot,5361,3369043.15
gujarat,2023,1,Gandhinagar,3974,2497680.34
gujarat,2023,1,Bhavnagar,3210,2017444.88
gujarat,2023,2,Ahmedabad,32957,20710873.55
gujarat,2023,2,Surat,12302,7731262.99
gujarat,2023,2,Vadodara,8923,5607291.14
gujarat,2023,2,Rajkot,6674,4194239.99
gujarat,2023,2,Gandhinagar,4948,3109449.86
gujarat,2023,2,Bhavnagar,3996,2511587.9
gujarat,2023,3,Ahmedabad,36052,22655681.21
gujarat,2023,3,Surat,13458,8457249.73
gujarat,2023,3,Vadodara,9760,6133831.11
gujarat,2023,3,Rajkot,7301,4588090.59
gujarat,2023,3,Gandhinagar,5412,3401435.7
gujarat,2023,3,Bhavnagar,4372,2747432.87
gujarat,2023,4,Ahmedabad,39611,24891959.09
gujarat,2023,4,Surat,14786,9292040.81
gujarat,2023,4,Vadodara,10724,6739284.14
gujarat,2023,4,Rajkot,8021,5040967.97
gujarat,2023,4,Gandhinagar,5947,3737181.75
gujarat,2023,4,Bhavnagar,4803,3018624.15
haryana,2020,1,Gurugram,9225,5568627.94
haryana,2020,1,Faridabad,3492,2107917.3
haryana,2020,1,Hisar,2433,1468989.08
haryana,2020,1,Panipat,1627,982243.58
haryana,2020,1,Karnal,1341,809693.27
haryana,2020,1,Ambala,1059,639665.21
haryana,2020,2,Gurugram,11151,6731266.79
haryana,2020,2,Faridabad,4221,2548016.11
haryana,2020,2,Hisar,2941,1775690.08
haryana,2020,2,Panipat,1967,1187320.05
haryana,2020,2,Karnal,1621,978744.05
haryana,2020,2,Ambala,1280,773216.89
haryana,2020,3,Gurugram,12993,7843149.85
haryana,2020,3,Faridabad,4918,2968902.11
haryana,2020,3,Hisar,3427,2069001.84
haryana,2020,3,Panipat,2291,1383443.76
haryana,2020,3,Karnal,1889,1140414.79
haryana,2020,3,Ambala,1492,900938.28
haryana,2020,4,Gurugram,13355,8061100.41
haryana,2020,4,Faridabad,5055,3051403.89
haryana,2020,4,Hisar,3523,2126496.61
haryana,2020,4,Panipat,2355,1421887.8
haryana,2020,4,Karnal,1941,1172105.38
haryana,2020,4,Ambala,1534,925974.14
haryana,2021,1,Gurugram,11903,7185233.46
haryana,2021,1,Faridabad,4506,2719858.12
haryana,2021,1,Hisar,3140,1895445.27
haryana,2021,1,Panipat,2099,1267394.68
haryana,2021,1,Karnal,1730,1044752.0
haryana,2021,1,Ambala,1367,825363.79
haryana,2021,2,Gurugram,13387,8081054.4
haryana,2021,2,Faridabad,5067,3058957.17
haryana,2021,2,Hisar,3531,2131760.42
haryana,2021,2,Panipat,2361,1425407.46
haryana,2021,2,Karnal,1946,1175006.74
haryana,2021,2,Ambala,1537,928266.24
haryana,2021,3,Gurugram,15469,9337146.43
haryana,2021,3,Faridabad,5855,3534431.23
haryana,2021,3,Hisar,4080,2463114.12
haryana,2021,3,Panipat,2728,1646968.02
haryana,2021,3,Karnal,2249,1357645.86
haryana,2021,3,Ambala,1776,1072552.84
haryana,2021,4,Gurugram,17787,10736836.41
haryana,2021,4,Faridabad,6733,4064262.04
haryana,2021,4,Hisar,4692,2832348.58
haryana,2021,4,Panipat,3137,1893857.65
haryana,2021,4,Karnal,2586,1561164.49
haryana,2021,4,Ambala,2043,1233334.45
haryana,2022,1,Gurugram,13851,8361296.16
haryana,2022,1,Faridabad,5243,3165038.32
haryana,2022,1,Hisar,3654,2205687.45
haryana,2022,1,Panipat,2443,1474838.97
haryana,2022,1,Karnal,2014,1215754.64
haryana,2022,1,Ambala,1591,960457.46
haryana,2022,2,Gurugram,16456,9933252.95
haryana,2022,2,Faridabad,6229,3760078.05
haryana,2022,2,Hisar,4341,2620365.42
haryana,2022,2,Panipat,2902,1752114.53
haryana,2022,2,Karnal,2392,1444321.33
haryana,2022,2,Ambala,1890,1141027.26
haryana,2022,3,Gurugram,22054,13312292.2
haryana,2022,3,Faridabad,8348,5039160.69
haryana,2022,3,Hisar,5817,3511746.89
haryana,2022,3,Panipat,3890,2348139.2
haryana,2022,3,Karnal,3206,1935642.6
haryana,2022,3,Ambala,2533,1529175.63
haryana,2022,4,Gurugram,23935,14447703.38
haryana,2022,4,Faridabad,9060,5468952.89
haryana,2022,4,Hisar,6314,3811265.3
haryana,2022,4,Panipat,4221,2548413.01
haryana,2022,4,Karnal,3480,2100734.39
haryana,2022,4,Ambala,2749,1659599.68
haryana,2023,1,Gurugram,19207,11593940.58
haryana,2023,1,Faridabad,7270,4388705.47
haryana,2023,1,Hisar,5066,3058450.35
haryana,2023,1,Panipat,3388,2045041.22
haryana,2023,1,Karnal,2792,1685789.71
haryana,2023,1,Ambala,2206,1331789.53
haryana,2023,2,Gurugram,20809,12560608.18
haryana,2023,2,Faridabad,7876,4754622.42
haryana,2023,2,Hisar,5489,3313454.66
haryana,2023,2,Panipat,3670,2215550.56
haryana,2023,2,Karnal,3025,1826345.75
haryana,2023,2,Ambala,2390,1442830.1
haryana,2023,3,Gurugram,22431,13539401.36
haryana,2023,3,Faridabad,8490,5125129.32
haryana,2023,3,Hisar,5917,3571657.67
haryana,2023,3,Panipat,3956,2388198.71
haryana,2023,3,Karnal,3261,1968664.87
haryana,2023,3,Ambala,2576,1555263.53
haryana,2023,4,Gurugram,29405,17749113.48
haryana,2023,4,Faridabad,11130,6718650.22
haryana,2023,4,Hisar,7756,4682168.41
haryana,2023,4,Panipat,5186,3130744.76
haryana,2023,4,Karnal,4275,2580768.18
haryana,2023,4,Ambala,3377,2038830.83
himachal-pradesh,2020,1,Himachal Pradesh District 1,1844,907383.04
himachal-pradesh,2020,1,Himachal Pradesh District 2,834,410523.51
himachal-pradesh,2020,1,Himachal Pradesh District 3,516,254068.18
himachal-pradesh,2020,1,Himachal Pradesh District 4,389,191885.02
himachal-pradesh,2020,1,Himachal Pradesh District 5,308,151702.78
himachal-pradesh,2020,2,Himachal Pradesh District 1,2549,1254741.19
himachal-pradesh,2020,2,Himachal Pradesh District 2,1153,567677.3
himachal-pradesh,2020,2,Himachal Pradesh District 3,713,351328.82
himachal-pradesh,2020,2,Himachal Pradesh District 4,539,265341.13
himachal-pradesh,2020,2,Himachal Pradesh District 5,426,209776.6
himachal-pradesh,2020,3,Himachal Pradesh District 1,2684,1320995.77
himachal-pradesh,2020,3,Himachal Pradesh District 2,1214,597652.58
himachal-pradesh,2020,3,Himachal Pradesh District 3,751,369880.17
himachal-pradesh,2020,3,Himachal Pradesh District 4,567,279352.04
himachal-pradesh,2020,3,Himachal Pradesh District 5,448,220853.52
himachal-pradesh,2020,4,Himachal Pradesh District 1,2925,1439741.3
himachal-pradesh,2020,4,Himachal Pradesh District 2,1323,651376.13
himachal-pradesh,2020,4,Himachal Pradesh District 3,819,403129.04
himachal-pradesh,2020,4,Himachal Pradesh District 4,618,304463.25
himachal-pradesh,2020,4,Himachal Pradesh District 5,489,240706.25
himachal-pradesh,2021,1,Himachal Pradesh District 1,2901,1427888.96
himachal-pradesh,2021,1,Himachal Pradesh District 2,1312,646013.82
himachal-pradesh,2021,1,Himachal Pradesh District 3,812,399810.37
himachal-pradesh,2021,1,Himachal Pradesh District 4,613,301956.83
himachal-pradesh,2021,1,Himachal Pradesh District 5,485,238724.69
himachal-pradesh,2021,2,Himachal Pradesh District 1,3204,1576715.78
himachal-pradesh,2021,2,Himachal Pradesh District 2,1449,713346.92
himachal-pradesh,2021,2,Himachal Pradesh District 3,897,441482.03
himachal-pradesh,2021,2,Himachal Pradesh District 4,677,333429.36
himachal-pradesh,2021,2,Himachal Pradesh District 5,535,263606.62
himachal-pradesh,2021,3,Himachal Pradesh District 1,3580,1761625.22
himachal-pradesh,2021,3,Himachal Pradesh District 2,1619,797004.72
himachal-pradesh,2021,3,Himachal Pradesh District 3,1002,493256.86
himachal-pradesh,2021,3,Himachal Pradesh District 4,757,372532.31
himachal-pradesh,2021,3,Himachal Pradesh District 5,598,294521.1
himachal-pradesh,2021,4,Himachal Pradesh District 1,3930,1933908.2
himachal-pradesh,2021,4,Himachal Pradesh District 2,1778,874949.99
himachal-pradesh,2021,4,Himachal Pradesh District 3,1100,541496.27
himachal-pradesh,2021,4,Himachal Pradesh District 4,831,408965.13
himachal-pradesh,2021,4,Himachal Pradesh District 5,657,323324.6
himachal-pradesh,2022,1,Himachal Pradesh District 1,3933,1935556.11
himachal-pradesh,2022,1,Himachal Pradesh District 2,1779,875695.55
himachal-pradesh,2022,1,Himachal Pradesh District 3,1101,541957.69
himachal-pradesh,2022,1,Himachal Pradesh District 4,831,409313.61
himachal-pradesh,2022,1,Himachal Pradesh District 5,657,323600.11
himachal-pradesh,2022,2,Himachal Pradesh District 1,3602,1772741.99
himachal-pradesh,2022,2,Himachal Pradesh District 2,1630,802034.23
himachal-pradesh,2022,2,Himachal Pradesh District 3,1008,496369.57
himachal-pradesh,2022,2,Himachal Pradesh District 4,761,374883.18
himachal-pradesh,2022,2,Himachal Pradesh District 5,602,296379.68
himachal-pradesh,2022,3,Himachal Pradesh District 1,4304,2118104.49
himachal-pradesh,2022,3,Himachal Pradesh District 2,1947,958285.15
himachal-pradesh,2022,3,Himachal Pradesh District 3,1205,593071.43
himachal-pradesh,2022,3,Himachal Pradesh District 4,910,447917.27
himachal-pradesh,2022,3,Himachal Pradesh District 5,719,354119.85
himachal-pradesh,2022,4,Himachal Pradesh District 1,5505,2708598.42
himachal-pradesh,2022,4,Himachal Pradesh District 2,2490,1225439.84
himachal-pradesh,2022,4,Himachal Pradesh District 3,1541,758410.33
himachal-pradesh,2022,4,Himachal Pradesh District 4,1164,572789.49
himachal-pradesh,2022,4,Himachal Pradesh District 5,920,452842.85
himachal-pradesh,2023,1,Himachal Pradesh District 1,4493,2210902.53
himachal-pradesh,2023,1,Himachal Pradesh District 2,2032,1000269.38
himachal-pradesh,2023,1,Himachal Pradesh District 3,1258,619054.97
himachal-pradesh,2023,1,Himachal Pradesh District 4,950,467541.34
himachal-pradesh,2023,1,Himachal Pradesh District 5,751,369634.49
himachal-pradesh,2023,2,Himachal Pradesh District 1,4982,2451405.64
himachal-pradesh,2023,2,Himachal Pradesh District 2,2254,1109079.19
himachal-pradesh,2023,2,Himachal Pradesh District 3,1395,686396.09
himachal-pradesh,2023,2,Himachal Pradesh District 4,1053,518400.73
himachal-pradesh,2023,2,Himachal Pradesh District 5,832,409843.52
himachal-pradesh,2023,3,Himachal Pradesh District 1,5245,2580957.84
himachal-pradesh,2023,3,Himachal Pradesh District 2,2373,1167691.95
himachal-pradesh,2023,3,Himachal Pradesh District 3,1468,722670.84
himachal-pradesh,2023,3,Himachal Pradesh District 4,1109,545797.24
himachal-pradesh,2023,3,Himachal Pradesh District 5,877,431502.99
himachal-pradesh,2023,4,Himachal Pradesh District 1,6691,3292580.05
himachal-pradesh,2023,4,Himachal Pradesh District 2,3027,1489648.21
himachal-pradesh,2023,4,Himachal Pradesh District 3,1873,921925.78
himachal-pradesh,2023,4,Himachal Pradesh District 4,1415,696284.56
himachal-pradesh,2023,4,Himachal Pradesh District 5,1118,550477.07
jammu-&-kashmir,2020,1,Jammu And Kashmir District 1,1837,813041.57
jammu-&-kashmir,2020,1,Jammu And Kashmir District 2,985,436070.83
jammu-&-kashmir,2020,1,Jammu And Kashmir District 3,586,259509.22
jammu-&-kashmir,2020,1,Jammu And Kashmir District 4,383,169630.38
jammu-&-kashmir,2020,1,Jammu And Kashmir District 5,347,153548.76
jammu-&-kashmir,2020,2,Jammu And Kashmir District 1,2229,986314.16
jammu-&-kashmir,2020,2,Jammu And Kashmir District 2,1195,529004.72
jammu-&-kashmir,2020,2,Jammu And Kashmir District 3,711,314814.93
jammu-&-kashmir,2020,2,Jammu And Kashmir District 4,465,205781.42
jammu-&-kashmir,2020,2,Jammu And Kashmir District 5,421,186272.54
jammu-&-kashmir,2020,3,Jammu And Kashmir District 1,2747,1215551.62
jammu-&-kashmir,2020,3,Jammu And Kashmir District 2,1473,651955.1
jammu-&-kashmir,2020,3,Jammu And Kashmir District 3,876,387983.68
jammu-&-kashmir,2020,3,Jammu And Kashmir District 4,573,253608.79
jammu-&-kashmir,2020,3,Jammu And Kashmir District 5,518,229565.68
jammu-&-kashmir,2020,4,Jammu And Kashmir District 1,3544,1568061.35
jammu-&-kashmir,2020,4,Jammu And Kashmir District 2,1900,841021.95
jammu-&-kashmir,2020,4,Jammu And Kashmir District 3,1131,500498.86
jammu-&-kashmir,2020,4,Jammu And Kashmir District 4,739,327155.28
jammu-&-kashmir,2020,4,Jammu And Kashmir District 5,669,296139.69
jammu-&-kashmir,2021,1,Jammu And Kashmir District 1,2754,1218637.11
jammu-&-kashmir,2021,1,Jammu And Kashmir District 2,1477,653609.99
jammu-&-kashmir,2021,1,Jammu And Kashmir District 3,879,388968.51
jammu-&-kashmir,2021,1,Jammu And Kashmir District 4,574,254252.53
jammu-&-kashmir,2021,1,Jammu And Kashmir District 5,520,230148.4
jammu-&-kashmir,2021,2,Jammu And Kashmir District 1,3221,1425141.02
jammu-&-kashmir,2021,2,Jammu And Kashmir District 2,1727,764367.34
jammu-&-kashmir,2021,2,Jammu And Kashmir District 3,1028,454881.09
jammu-&-kashmir,2021,2,Jammu And Kashmir District 4,672,297336.85
jammu-&-kashmir,2021,2,Jammu And Kashmir District 5,608,269148.15
jammu-&-kashmir,2021,3,Jammu And Kashmir District 1,3450,1526435.2
jammu-&-kashmir,2021,3,Jammu And Kashmir District 2,1850,818695.97
jammu-&-kashmir,2021,3,Jammu And Kashmir District 3,1101,487212.49
jammu-&-kashmir,2021,3,Jammu And Kashmir District 4,719,318470.54
jammu-&-kashmir,2021,3,Jammu And Kashmir District 5,651,288278.29
jammu-&-kashmir,2021,4,Jammu And Kashmir District 1,4147,1834864.7
jammu-&-kashmir,2021,4,Jammu And Kashmir District 2,2224,984120.61
jammu-&-kashmir,2021,4,Jammu And Kashmir District 3,1323,585658.02
jammu-&-kashmir,2021,4,Jammu And Kashmir District 4,865,382820.28
jammu-&-kashmir,2021,4,Jammu And Kashmir District 5,783,346527.42
jammu-&-kashmir,2022,1,Jammu And Kashmir District 1,3579,1583538.45
jammu-&-kashmir,2022,1,Jammu And Kashmir District 2,1919,849323.02
jammu-&-kashmir,2022,1,Jammu And Kashmir District 3,1142,505438.9
jammu-&-kashmir,2022,1,Jammu And Kashmir District 4,746,330384.38
jammu-&-kashmir,2022,1,Jammu And Kashmir District 5,675,299062.65
jammu-&-kashmir,2022,2,Jammu And Kashmir District 1,3968,1755500.98
jammu-&-kashmir,2022,2,Jammu And Kashmir District 2,2128,941554.27
jammu-&-kashmir,2022,2,Jammu And Kashmir District 3,1266,560326.45
jammu-&-kashmir,2022,2,Jammu And Kashmir District 4,827,366262.09
jammu-&-kashmir,2022,2,Jammu And Kashmir District 5,749,331539.01
jammu-&-kashmir,2022,3,Jammu And Kashmir District 1,4809,2127981.13
jammu-&-kashmir,2022,3,Jammu And Kashmir District 2,2579,1141332.15
jammu-&-kashmir,2022,3,Jammu And Kashmir District 3,1535,679215.86
jammu-&-kashmir,2022,3,Jammu And Kashmir District 4,1003,443975.15
jammu-&-kashmir,2022,3,Jammu And Kashmir District 5,908,401884.57
jammu-&-kashmir,2022,4,Jammu And Kashmir District 1,5438,2405831.73
jammu-&-kashmir,2022,4,Jammu And Kashmir District 2,2916,1290355.95
jammu-&-kashmir,2022,4,Jammu And Kashmir District 3,1735,767901.11
jammu-&-kashmir,2022,4,Jammu And Kashmir District 4,1134,501945.01
jammu-&-kashmir,2022,4,Jammu And Kashmir District 5,1027,454358.66
jammu-&-kashmir,2023,1,Jammu And Kashmir District 1,4805,2126085.48
jammu-&-kashmir,2023,1,Jammu And Kashmir District 2,2577,1140315.43
jammu-&-kashmir,2023,1,Jammu And Kashmir District 3,1533,678610.8
jammu-&-kashmir,2023,1,Jammu And Kashmir District 4,1002,443579.65
jammu-&-kashmir,2023,1,Jammu And Kashmir District 5,907,401526.56
jammu-&-kashmir,2023,2,Jammu And Kashmir District 1,4960,2194680.0
jammu-&-kashmir,2023,2,Jammu And Kashmir District 2,2660,1177105.77
jammu-&-kashmir,2023,2,Jammu And Kashmir District 3,1583,700505.02
jammu-&-kashmir,2023,2,Jammu And Kashmir District 4,1034,457890.99
jammu-&-kashmir,2023,2,Jammu And Kashmir District 5,936,414481.13
jammu-&-kashmir,2023,3,Jammu And Kashmir District 1,6101,2699352.75
jammu-&-kashmir,2023,3,Jammu And Kashmir District 2,3272,1447784.5
jammu-&-kashmir,2023,3,Jammu And Kashmir District 3,1947,861588.09
jammu-&-kashmir,2023,3,Jammu And Kashmir District 4,1273,563184.29
jammu-&-kashmir,2023,3,Jammu And Kashmir District 5,1152,509792.22
jammu-&-kashmir,2023,4,Jammu And Kashmir District 1,6967,3082805.46
jammu-&-kashmir,2023,4,Jammu And Kashmir District 2,3737,1653447.46
jammu-&-kashmir,2023,4,Jammu And Kashmir District 3,2224,983979.76
jammu-&-kashmir,2023,4,Jammu And Kashmir District 4,1453,643186.63
jammu-&-kashmir,2023,4,Jammu And Kashmir District 5,1315,582210.03
jharkhand,2020,1,Jharkhand District 1,3730,1534785.67
jharkhand,2020,1,Jharkhand District 2,1726,710083.63
jharkhand,2020,1,Jharkhand District 3,914,376245.17
jharkhand,2020,1,Jharkhand District 4,686,282594.41
jharkhand,2020,1,Jharkhand District 5,575,236941.04
jharkhand,2020,2,Jharkhand District 1,4772,1963572.59
jharkhand,2020,2,Jharkhand District 2,2208,908466.11
jharkhand,2020,2,Jharkhand District 3,1169,481360.18
jharkhand,2020,2,Jharkhand District 4,878,361545.35
jharkhand,2020,2,Jharkhand District 5,736,303137.4
jharkhand,2020,3,Jharkhand District 1,6015,2474930.84
jharkhand,2020,3,Jharkhand District 2,2783,1145051.01
jharkhand,2020,3,Jharkhand District 3,1474,606717.15
jharkhand,2020,3,Jharkhand District 4,1107,455699.86
jharkhand,2020,3,Jharkhand District 5,928,382081.16
jharkhand,2020,4,Jharkhand District 1,7009,2883886.5
jharkhand,2020,4,Jharkhand District 2,3243,1334258.36
jharkhand,2020,4,Jharkhand District 3,1718,706970.62
jharkhand,2020,4,Jharkhand District 4,1290,530999.35
jharkhand,2020,4,Jharkhand District 5,1082,445215.95
jharkhand,2021,1,Jharkhand District 1,6155,2532539.35
jharkhand,2021,1,Jharkhand District 2,2847,1171704.16
jharkhand,2021,1,Jharkhand District 3,1508,620839.59
jharkhand,2021,1,Jharkhand District 4,1133,466307.1
jharkhand,2021,1,Jharkhand District 5,950,390974.79
jharkhand,2021,2,Jharkhand District 1,6474,2663473.23
jharkhand,2021,2,Jharkhand District 2,2995,1232282.0
jharkhand,2021,2,Jharkhand District 3,1587,652937.39
jharkhand,2021,2,Jharkhand District 4,1192,490415.47
jharkhand,2021,2,Jharkhand District 5,999,411188.43
jharkhand,2021,3,Jharkhand District 1,6481,2666641.31
jharkhand,2021,3,Jharkhand District 2,2998,1233747.74
jharkhand,2021,3,Jharkhand District 3,1588,653714.03
jharkhand,2021,3,Jharkhand District 4,1193,490998.79
jharkhand,2021,3,Jharkhand District 5,1000,411677.52
jharkhand,2021,4,Jharkhand District 1,7693,3165313.06
jharkhand,2021,4,Jharkhand District 2,3559,1464463.11
jharkhand,2021,4,Jharkhand District 3,1886,775960.96
jharkhand,2021,4,Jharkhand District 4,1416,582817.38
jharkhand,2021,4,Jharkhand District 5,1187,488662.74
jharkhand,2022,1,Jharkhand District 1,7183,2955389.87
jharkhand,2022,1,Jharkhand District 2,3323,1367340.09
jharkhand,2022,1,Jharkhand District 3,1761,724499.32
jharkhand,2022,1,Jharkhand District 4,1322,544165.0
jharkhand,2022,1,Jharkhand District 5,1109,456254.68
jharkhand,2022,2,Jharkhand District 1,7635,3141451.6
jharkhand,2022,2,Jharkhand District 2,3532,1453423.38
jharkhand,2022,2,Jharkhand District 3,1871,770111.44
jharkhand,2022,2,Jharkhand District 4,1405,578423.86
jharkhand,2022,2,Jharkhand District 5,1178,484978.99
jharkhand,2022,3,Jharkhand District 1,9166,3771351.55
jharkhand,2022,3,Jharkhand District 2,4241,1744852.76
jharkhand,2022,3,Jharkhand District 3,2247,924528.32
jharkhand,2022,3,Jharkhand District 4,1687,694405.0
jharkhand,2022,3,Jharkhand District 5,1415,582223.29
jharkhand,2022,4,Jharkhand District 1,10674,4391642.94
jharkhand,2022,4,Jharkhand District 2,4938,2031836.66
jharkhand,2022,4,Jharkhand District 3,2616,1076589.71
jharkhand,2022,4,Jharkhand District 4,1965,808616.96
jharkhand,2022,4,Jharkhand District 5,1647,677984.21
jharkhand,2023,1,Jharkhand District 1,9072,3732462.79
jharkhand,2023,1,Jharkhand District 2,4197,1726860.5
jharkhand,2023,1,Jharkhand District 3,2224,914994.93
jharkhand,2023,1,Jharkhand District 4,1670,687244.56
jharkhand,2023,1,Jharkhand District 5,1400,576219.62
jharkhand,2023,2,Jharkhand District 1,11183,4600938.27
jharkhand,2023,2,Jharkhand District 2,5174,2128669.19
jharkhand,2023,2,Jharkhand District 3,2741,1127897.43
jharkhand,2023,2,Jharkhand District 4,2059,847153.74
jharkhand,2023,2,Jharkhand District 5,1726,710295.33
jharkhand,2023,3,Jharkhand District 1,11419,4697866.72
jharkhand,2023,3,Jharkhand District 2,5283,2173514.09
jharkhand,2023,3,Jharkhand District 3,2799,1151658.97
jharkhand,2023,3,Jharkhand District 4,2102,865000.81
jharkhand,2023,3,Jharkhand District 5,1762,725259.2
jharkhand,2023,4,Jharkhand District 1,14437,5939484.42
jharkhand,2023,4,Jharkhand District 2,6679,2747960.69
jharkhand,2023,4,Jharkhand District 3,3539,1456035.45
jharkhand,2023,4,Jharkhand District 4,2658,1093615.29
jharkhand,2023,4,Jharkhand District 5,2228,916940.81
karnataka,2020,1,Bengaluru Urban,16227,11303905.86
karnataka,2020,1,Belgaum,7991,5567246.33
karnataka,2020,1,Mysuru,4346,3027604.11
karnataka,2020,1,Tumakuru,3294,2295305.71
karnataka,2020,1,Kalaburagi,2611,1819199.53
karnataka,2020,1,Ballari,1992,1387685.88
karnataka,2020,1,Dakshina Kannada,1892,1318166.1
karnataka,2020,2,Bengaluru Urban,22933,15975564.78
karnataka,2020,2,Belgaum,11294,7868068.39
karnataka,2020,2,Mysuru,6142,4278847.17
karnataka,2020,2,Tumakuru,4656,3243905.74
karnataka,2020,2,Kalaburagi,3690,2571035.2
karnataka,2020,2,Ballari,2815,1961186.33
karnataka,2020,2,Dakshina Kannada,2674,1862935.53
karnataka,2020,3,Bengaluru Urban,25736,17927929.99
karnataka,2020,3,Belgaum,12675,8829620.81
karnataka,2020,3,Mysuru,6893,4801762.79
karnataka,2020,3,Tumakuru,5225,3640341.72
karnataka,2020,3,Kalaburagi,4141,2885240.04
karnataka,2020,3,Ballari,3159,2200861.87
karnataka,2020,3,Dakshina Kannada,3001,2090603.88
karnataka,2020,4,Bengaluru Urban,27813,19375478.81
karnataka,2020,4,Belgaum,13698,9542547.91
karnataka,2020,4,Mysuru,7449,5189469.9
karnataka,2020,4,Tumakuru,5647,3934272.61
karnataka,2020,4,Kalaburagi,4476,3118202.0
karnataka,2020,4,Ballari,3414,2378565.31
karnataka,2020,4,Dakshina Kannada,3243,2259404.81
karnataka,2021,1,Bengaluru Urban,28228,19664490.87
karnataka,2021,1,Belgaum,13902,9684888.21
karnataka,2021,1,Mysuru,7560,5266878.03
karnataka,2021,1,Tumakuru,5732,3992957.72
karnataka,2021,1,Kalaburagi,4543,3164714.3
karnataka,2021,1,Ballari,3465,2414044.91
karnataka,2021,1,Dakshina Kannada,3291,2293106.96
karnataka,2021,2,Bengaluru Urban,26250,18286467.97
karnataka,2021,2,Belgaum,12928,9006203.07
karnataka,2021,2,Mysuru,7030,4897792.52
karnataka,2021,2,Tumakuru,5330,3713144.37
karnataka,2021,2,Kalaburagi,4224,2942941.52
karnataka,2021,2,Ballari,3222,2244876.57
karnataka,2021,2,Dakshina Kannada,3061,2132413.56
karnataka,2021,3,Bengaluru Urban,32261,22473173.77
karnataka,2021,3,Belgaum,15888,11068182.6
karnataka,2021,3,Mysuru,8640,6019147.2
karnataka,2021,3,Tumakuru,6550,4563272.62
karnataka,2021,3,Kalaburagi,5191,3616731.03
karnataka,2021,3,Ballari,3960,2758843.39
karnataka,2021,3,Dakshina Kannada,3762,2620631.85
karnataka,2021,4,Bengaluru Urban,34989,24374166.21
karnataka,2021,4,Belgaum,17232,12004433.61
karnataka,2021,4,Mysuru,9371,6528303.29
karnataka,2021,4,Tumakuru,7104,4949277.14
karnataka,2021,4,Kalaburagi,5631,3922668.17
karnataka,2021,4,Ballari,4295,2992212.32
karnataka,2021,4,Dakshina Kannada,4080,2842309.55
karnataka,2022,1,Bengaluru Urban,29815,20769207.92
karnataka,2022,1,Belgaum,14684,10228968.46
karnataka,2022,1,Mysuru,7985,5562762.11
karnataka,2022,1,Tumakuru,6054,4217275.17
karnataka,2022,1,Kalaburagi,4798,3342502.47
karnataka,2022,1,Ballari,3660,2549661.77
karnataka,2022,1,Dakshina Kannada,3476,2421929.74
karnataka,2022,2,Bengaluru Urban,36088,25139509.78
karnataka,2022,2,Belgaum,17773,12381370.23
karnataka,2022,2,Mysuru,9665,6733290.6
karnataka,2022,2,Tumakuru,7327,5104683.38
karnataka,2022,2,Kalaburagi,5807,4045839.1
karnataka,2022,2,Ballari,4430,3086167.14
karnataka,2022,2,Dakshina Kannada,4208,2931557.45
karnataka,2022,3,Bengaluru Urban,35039,24408946.29
karnataka,2022,3,Belgaum,17257,12021563.02
karnataka,2022,3,Mysuru,9384,6537618.68
karnataka,2022,3,Tumakuru,7114,4956339.39
karnataka,2022,3,Kalaburagi,5639,3928265.52
karnataka,2022,3,Ballari,4301,2996481.98
karnataka,2022,3,Dakshina Kannada,4086,2846365.31
karnataka,2022,4,Bengaluru Urban,52099,36292381.54
karnataka,2022,4,Belgaum,25659,17874231.3
karnataka,2022,4,Mysuru,13954,9720442.2
karnataka,2022,4,Tumakuru,10578,7369320.98
