state,year,quarter,brand,user_count,percentage
lakshadweep,2019,2,Vivo,2230,0.145
lakshadweep,2019,2,Oppo,1817,0.115
lakshadweep,2019,2,Realme,1514,0.095
lakshadweep,2019,2,OnePlus,691,0.045
lakshadweep,2019,2,Apple,581,0.035
lakshadweep,2019,2,Motorola,309,0.02
lakshadweep,2019,2,Others,1307,0.085
lakshadweep,2019,3,Xiaomi,5143,0.26
lakshadweep,2019,3,Samsung,3781,0.2
lakshadweep,2019,3,Vivo,2774,0.145
lakshadweep,2019,3,Oppo,2351,0.115
lakshadweep,2019,3,Realme,1846,0.095
lakshadweep,2019,3,OnePlus,903,0.045
lakshadweep,2019,3,Apple,692,0.035
lakshadweep,2019,3,Motorola,399,0.02
lakshadweep,2019,3,Others,1668,0.085
lakshadweep,2019,4,Xiaomi,5050,0.26
lakshadweep,2019,4,Samsung,3763,0.2
lakshadweep,2019,4,Vivo,2658,0.145
lakshadweep,2019,4,Oppo,2250,0.115
lakshadweep,2019,4,Realme,1796,0.095
lakshadweep,2019,4,OnePlus,880,0.045
lakshadweep,2019,4,Apple,662,0.035
lakshadweep,2019,4,Motorola,382,0.02
lakshadweep,2019,4,Others,1672,0.085
lakshadweep,2020,1,Xiaomi,5010,0.26
lakshadweep,2020,1,Samsung,3891,0.2
lakshadweep,2020,1,Vivo,2950,0.145
lakshadweep,2020,1,Oppo,2242,0.115
lakshadweep,2020,1,Realme,1907,0.095
lakshadweep,2020,1,OnePlus,888,0.045
lakshadweep,2020,1,Apple,702,0.035
lakshadweep,2020,1,Motorola,401,0.02
lakshadweep,2020,1,Others,1727,0.085
lakshadweep,2020,2,Xiaomi,4810,0.26
lakshadweep,2020,2,Samsung,3724,0.2
lakshadweep,2020,2,Vivo,2554,0.145
lakshadweep,2020,2,Oppo,2160,0.115
lakshadweep,2020,2,Realme,1821,0.095
lakshadweep,2020,2,OnePlus,802,0.045
lakshadweep,2020,2,Apple,637,0.035
lakshadweep,2020,2,Motorola,349,0.02
lakshadweep,2020,2,Others,1520,0.085
lakshadweep,2020,3,Xiaomi,5391,0.26
lakshadweep,2020,3,Samsung,4117,0.2
lakshadweep,2020,3,Vivo,3040,0.145
lakshadweep,2020,3,Oppo,2370,0.115
lakshadweep,2020,3,Realme,1978,0.095
lakshadweep,2020,3,OnePlus,896,0.045
lakshadweep,2020,3,Apple,720,0.035
lakshadweep,2020,3,Motorola,407,0.02
lakshadweep,2020,3,Others,1658,0.085
lakshadweep,2020,4,Xiaomi,5710,0.26
lakshadweep,2020,4,Samsung,4245,0.2
lakshadweep,2020,4,Vivo,3154,0.145
lakshadweep,2020,4,Oppo,2587,0.115
lakshadweep,2020,4,Realme,2160,0.095
lakshadweep,2020,4,OnePlus,1013,0.045
lakshadweep,2020,4,Apple,781,0.035
lakshadweep,2020,4,Motorola,424,0.02
lakshadweep,2020,4,Others,1812,0.085
lakshadweep,2021,1,Xiaomi,4960,0.26
lakshadweep,2021,1,Samsung,3930,0.2
lakshadweep,2021,1,Vivo,2873,0.145
lakshadweep,2021,1,Oppo,2379,0.115
lakshadweep,2021,1,Realme,1974,0.095
lakshadweep,2021,1,OnePlus,873,0.045
lakshadweep,2021,1,Apple,693,0.035
lakshadweep,2021,1,Motorola,403,0.02
lakshadweep,2021,1,Others,1743,0.085
lakshadweep,2021,2,Xiaomi,5679,0.26
lakshadweep,2021,2,Samsung,4496,0.2
lakshadweep,2021,2,Vivo,3221,0.145
lakshadweep,2021,2,Oppo,2615,0.115
lakshadweep,2021,2,Realme,2150,0.095
lakshadweep,2021,2,OnePlus,988,0.045
lakshadweep,2021,2,Apple,813,0.035
lakshadweep,2021,2,Motorola,475,0.02
lakshadweep,2021,2,Others,1864,0.085
lakshadweep,2021,3,Xiaomi,6735,0.26
lakshadweep,2021,3,Samsung,5112,0.2
lakshadweep,2021,3,Vivo,3466,0.145
lakshadweep,2021,3,Oppo,3010,0.115
lakshadweep,2021,3,Realme,2463,0.095
lakshadweep,2021,3,OnePlus,1110,0.045
lakshadweep,2021,3,Apple,900,0.035
lakshadweep,2021,3,Motorola,500,0.02
lakshadweep,2021,3,Others,2039,0.085
lakshadweep,2021,4,Xiaomi,6305,0.26
lakshadweep,2021,4,Samsung,5122,0.2
lakshadweep,2021,4,Vivo,3580,0.145
lakshadweep,2021,4,Oppo,2835,0.115
lakshadweep,2021,4,Realme,2389,0.095
lakshadweep,2021,4,OnePlus,1135,0.045
lakshadweep,2021,4,Apple,911,0.035
lakshadweep,2021,4,Motorola,496,0.02
lakshadweep,2021,4,Others,2071,0.085
lakshadweep,2022,1,Xiaomi,5962,0.26
lakshadweep,2022,1,Samsung,4819,0.2
lakshadweep,2022,1,Vivo,3532,0.145
lakshadweep,2022,1,Oppo,2733,0.115
lakshadweep,2022,1,Realme,2279,0.095
lakshadweep,2022,1,OnePlus,1104,0.045
lakshadweep,2022,1,Apple,842,0.035
lakshadweep,2022,1,Motorola,475,0.02
lakshadweep,2022,1,Others,1994,0.085
lakshadweep,2022,2,Xiaomi,5888,0.26
lakshadweep,2022,2,Samsung,4565,0.2
lakshadweep,2022,2,Vivo,3481,0.145
lakshadweep,2022,2,Oppo,2670,0.115
lakshadweep,2022,2,Realme,2227,0.095
lakshadweep,2022,2,OnePlus,1044,0.045
lakshadweep,2022,2,Apple,827,0.035
lakshadweep,2022,2,Motorola,467,0.02
lakshadweep,2022,2,Others,2072,0.085
lakshadweep,2022,3,Xiaomi,8075,0.26
lakshadweep,2022,3,Samsung,5776,0.2
lakshadweep,2022,3,Vivo,4266,0.145
lakshadweep,2022,3,Oppo,3341,0.115
lakshadweep,2022,3,Realme,2990,0.095
lakshadweep,2022,3,OnePlus,1316,0.045
lakshadweep,2022,3,Apple,1090,0.035
lakshadweep,2022,3,Motorola,606,0.02
lakshadweep,2022,3,Others,2595,0.085
lakshadweep,2022,4,Xiaomi,7777,0.26
lakshadweep,2022,4,Samsung,6056,0.2
lakshadweep,2022,4,Vivo,4655,0.145
lakshadweep,2022,4,Oppo,3715,0.115
lakshadweep,2022,4,Realme,3044,0.095
lakshadweep,2022,4,OnePlus,1395,0.045
lakshadweep,2022,4,Apple,1073,0.035
lakshadweep,2022,4,Motorola,650,0.02
lakshadweep,2022,4,Others,2697,0.085
lakshadweep,2023,1,Xiaomi,7145,0.26
lakshadweep,2023,1,Samsung,5159,0.2
lakshadweep,2023,1,Vivo,4007,0.145
lakshadweep,2023,1,Oppo,2915,0.115
lakshadweep,2023,1,Realme,2628,0.095
lakshadweep,2023,1,OnePlus,1148,0.045
lakshadweep,2023,1,Apple,940,0.035
lakshadweep,2023,1,Motorola,537,0.02
lakshadweep,2023,1,Others,2199,0.085
lakshadweep,2023,2,Xiaomi,8090,0.26
lakshadweep,2023,2,Samsung,6470,0.2
lakshadweep,2023,2,Vivo,4492,0.145
lakshadweep,2023,2,Oppo,3537,0.115
lakshadweep,2023,2,Realme,3067,0.095
lakshadweep,2023,2,OnePlus,1329,0.045
lakshadweep,2023,2,Apple,1029,0.035
lakshadweep,2023,2,Motorola,617,0.02
lakshadweep,2023,2,Others,2611,0.085
lakshadweep,2023,3,Xiaomi,8714,0.26
lakshadweep,2023,3,Samsung,6826,0.2
lakshadweep,2023,3,Vivo,4908,0.145
lakshadweep,2023,3,Oppo,4061,0.115
lakshadweep,2023,3,Realme,3145,0.095
lakshadweep,2023,3,OnePlus,1585,0.045
lakshadweep,2023,3,Apple,1158,0.035
lakshadweep,2023,3,Motorola,659,0.02
lakshadweep,2023,3,Others,2888,0.085
lakshadweep,2023,4,Xiaomi,9360,0.26
lakshadweep,2023,4,Samsung,6812,0.2
lakshadweep,2023,4,Vivo,4803,0.145
lakshadweep,2023,4,Oppo,3947,0.115
lakshadweep,2023,4,Realme,3245,0.095
lakshadweep,2023,4,OnePlus,1555,0.045
lakshadweep,2023,4,Apple,1162,0.035
lakshadweep,2023,4,Motorola,677,0.02
lakshadweep,2023,4,Others,3009,0.085
madhya-pradesh,2018,1,Xiaomi,209273,0.26
madhya-pradesh,2018,1,Samsung,164817,0.2
madhya-pradesh,2018,1,Vivo,121546,0.145
madhya-pradesh,2018,1,Oppo,94360,0.115
madhya-pradesh,2018,1,Realme,79125,0.095
madhya-pradesh,2018,1,OnePlus,34947,0.045
madhya-pradesh,2018,1,Apple,27340,0.035
madhya-pradesh,2018,1,Motorola,16934,0.02
madhya-pradesh,2018,1,Others,69398,0.085
madhya-pradesh,2018,2,Xiaomi,228878,0.26
madhya-pradesh,2018,2,Samsung,186382,0.2
madhya-pradesh,2018,2,Vivo,124050,0.145
madhya-pradesh,2018,2,Oppo,102844,0.115
madhya-pradesh,2018,2,Realme,82032,0.095
madhya-pradesh,2018,2,OnePlus,41371,0.045
madhya-pradesh,2018,2,Apple,31476,0.035
madhya-pradesh,2018,2,Motorola,18720,0.02
madhya-pradesh,2018,2,Others,76291,0.085
madhya-pradesh,2018,3,Xiaomi,254323,0.26
madhya-pradesh,2018,3,Samsung,208412,0.2
madhya-pradesh,2018,3,Vivo,146747,0.145
madhya-pradesh,2018,3,Oppo,116011,0.115
madhya-pradesh,2018,3,Realme,93431,0.095
madhya-pradesh,2018,3,OnePlus,42983,0.045
madhya-pradesh,2018,3,Apple,35226,0.035
madhya-pradesh,2018,3,Motorola,19849,0.02
madhya-pradesh,2018,3,Others,89149,0.085
madhya-pradesh,2018,4,Xiaomi,333647,0.26
madhya-pradesh,2018,4,Samsung,237694,0.2
madhya-pradesh,2018,4,Vivo,173443,0.145
madhya-pradesh,2018,4,Oppo,141695,0.115
madhya-pradesh,2018,4,Realme,112682,0.095
madhya-pradesh,2018,4,OnePlus,55204,0.045
madhya-pradesh,2018,4,Apple,41701,0.035
madhya-pradesh,2018,4,Motorola,25310,0.02
madhya-pradesh,2018,4,Others,101050,0.085
madhya-pradesh,2019,1,Xiaomi,326319,0.26
madhya-pradesh,2019,1,Samsung,239400,0.2
madhya-pradesh,2019,1,Vivo,179825,0.145
madhya-pradesh,2019,1,Oppo,131698,0.115
madhya-pradesh,2019,1,Realme,114877,0.095
madhya-pradesh,2019,1,OnePlus,54048,0.045
madhya-pradesh,2019,1,Apple,42508,0.035
madhya-pradesh,2019,1,Motorola,23245,0.02
madhya-pradesh,2019,1,Others,100327,0.085
madhya-pradesh,2019,2,Xiaomi,333564,0.26
madhya-pradesh,2019,2,Samsung,262109,0.2
madhya-pradesh,2019,2,Vivo,179715,0.145
madhya-pradesh,2019,2,Oppo,138173,0.115
madhya-pradesh,2019,2,Realme,116489,0.095
madhya-pradesh,2019,2,OnePlus,57128,0.045
madhya-pradesh,2019,2,Apple,45854,0.035
madhya-pradesh,2019,2,Motorola,24322,0.02
madhya-pradesh,2019,2,Others,111590,0.085
madhya-pradesh,2019,3,Xiaomi,378066,0.26
madhya-pradesh,2019,3,Samsung,297347,0.2
madhya-pradesh,2019,3,Vivo,221392,0.145
madhya-pradesh,2019,3,Oppo,168385,0.115
madhya-pradesh,2019,3,Realme,131821,0.095
madhya-pradesh,2019,3,OnePlus,62695,0.045
madhya-pradesh,2019,3,Apple,50795,0.035
madhya-pradesh,2019,3,Motorola,28599,0.02
madhya-pradesh,2019,3,Others,126171,0.085
madhya-pradesh,2019,4,Xiaomi,518621,0.26
madhya-pradesh,2019,4,Samsung,392801,0.2
madhya-pradesh,2019,4,Vivo,279077,0.145
madhya-pradesh,2019,4,Oppo,210405,0.115
madhya-pradesh,2019,4,Realme,182654,0.095
madhya-pradesh,2019,4,OnePlus,82960,0.045
madhya-pradesh,2019,4,Apple,70218,0.035
madhya-pradesh,2019,4,Motorola,38069,0.02
madhya-pradesh,2019,4,Others,171471,0.085
madhya-pradesh,2020,1,Xiaomi,401918,0.26
madhya-pradesh,2020,1,Samsung,305811,0.2
madhya-pradesh,2020,1,Vivo,223403,0.145
madhya-pradesh,2020,1,Oppo,182580,0.115
madhya-pradesh,2020,1,Realme,152005,0.095
madhya-pradesh,2020,1,OnePlus,70674,0.045
madhya-pradesh,2020,1,Apple,53634,0.035
madhya-pradesh,2020,1,Motorola,30757,0.02
madhya-pradesh,2020,1,Others,124012,0.085
madhya-pradesh,2020,2,Xiaomi,438898,0.26
madhya-pradesh,2020,2,Samsung,346037,0.2
madhya-pradesh,2020,2,Vivo,253344,0.145
madhya-pradesh,2020,2,Oppo,187924,0.115
madhya-pradesh,2020,2,Realme,158156,0.095
madhya-pradesh,2020,2,OnePlus,73768,0.045
madhya-pradesh,2020,2,Apple,56093,0.035
madhya-pradesh,2020,2,Motorola,33153,0.02
madhya-pradesh,2020,2,Others,142702,0.085
madhya-pradesh,2020,3,Xiaomi,481978,0.26
madhya-pradesh,2020,3,Samsung,375563,0.2
madhya-pradesh,2020,3,Vivo,289784,0.145
madhya-pradesh,2020,3,Oppo,213774,0.115
madhya-pradesh,2020,3,Realme,188208,0.095
madhya-pradesh,2020,3,OnePlus,90072,0.045
madhya-pradesh,2020,3,Apple,65794,0.035
madhya-pradesh,2020,3,Motorola,39145,0.02
madhya-pradesh,2020,3,Others,162286,0.085
madhya-pradesh,2020,4,Xiaomi,611366,0.26
madhya-pradesh,2020,4,Samsung,434916,0.2
madhya-pradesh,2020,4,Vivo,328812,0.145
madhya-pradesh,2020,4,Oppo,253416,0.115
madhya-pradesh,2020,4,Realme,211008,0.095
madhya-pradesh,2020,4,OnePlus,106408,0.045
madhya-pradesh,2020,4,Apple,81018,0.035
madhya-pradesh,2020,4,Motorola,44849,0.02
madhya-pradesh,2020,4,Others,193906,0.085
madhya-pradesh,2021,1,Xiaomi,403487,0.26
madhya-pradesh,2021,1,Samsung,335455,0.2
madhya-pradesh,2021,1,Vivo,225401,0.145
madhya-pradesh,2021,1,Oppo,193961,0.115
madhya-pradesh,2021,1,Realme,154257,0.095
madhya-pradesh,2021,1,OnePlus,69691,0.045
madhya-pradesh,2021,1,Apple,58046,0.035
madhya-pradesh,2021,1,Motorola,30807,0.02
madhya-pradesh,2021,1,Others,136089,0.085
madhya-pradesh,2021,2,Xiaomi,506042,0.26
madhya-pradesh,2021,2,Samsung,370069,0.2
madhya-pradesh,2021,2,Vivo,262546,0.145
madhya-pradesh,2021,2,Oppo,215808,0.115
madhya-pradesh,2021,2,Realme,171562,0.095
madhya-pradesh,2021,2,OnePlus,82645,0.045
madhya-pradesh,2021,2,Apple,67747,0.035
madhya-pradesh,2021,2,Motorola,37184,0.02
madhya-pradesh,2021,2,Others,154887,0.085
madhya-pradesh,2021,3,Xiaomi,569962,0.26
madhya-pradesh,2021,3,Samsung,438699,0.2
madhya-pradesh,2021,3,Vivo,306146,0.145
madhya-pradesh,2021,3,Oppo,239053,0.115
madhya-pradesh,2021,3,Realme,195494,0.095
madhya-pradesh,2021,3,OnePlus,91374,0.045
madhya-pradesh,2021,3,Apple,73576,0.035
madhya-pradesh,2021,3,Motorola,44336,0.02
madhya-pradesh,2021,3,Others,179194,0.085
madhya-pradesh,2021,4,Xiaomi,647287,0.26
madhya-pradesh,2021,4,Samsung,483667,0.2
madhya-pradesh,2021,4,Vivo,341800,0.145
madhya-pradesh,2021,4,Oppo,292622,0.115
madhya-pradesh,2021,4,Realme,229761,0.095
madhya-pradesh,2021,4,OnePlus,113821,0.045
madhya-pradesh,2021,4,Apple,81194,0.035
madhya-pradesh,2021,4,Motorola,48194,0.02
madhya-pradesh,2021,4,Others,207688,0.085
madhya-pradesh,2022,1,Xiaomi,505369,0.26
madhya-pradesh,2022,1,Samsung,387175,0.2
madhya-pradesh,2022,1,Vivo,265938,0.145
madhya-pradesh,2022,1,Oppo,223815,0.115
madhya-pradesh,2022,1,Realme,173322,0.095
madhya-pradesh,2022,1,OnePlus,86654,0.045
madhya-pradesh,2022,1,Apple,66557,0.035
madhya-pradesh,2022,1,Motorola,38405,0.02
madhya-pradesh,2022,1,Others,151603,0.085
madhya-pradesh,2022,2,Xiaomi,507108,0.26
madhya-pradesh,2022,2,Samsung,387063,0.2
madhya-pradesh,2022,2,Vivo,261749,0.145
madhya-pradesh,2022,2,Oppo,224890,0.115
madhya-pradesh,2022,2,Realme,186766,0.095
madhya-pradesh,2022,2,OnePlus,89301,0.045
madhya-pradesh,2022,2,Apple,66542,0.035
madhya-pradesh,2022,2,Motorola,36923,0.02
madhya-pradesh,2022,2,Others,168314,0.085
madhya-pradesh,2022,3,Xiaomi,585052,0.26
madhya-pradesh,2022,3,Samsung,455848,0.2
madhya-pradesh,2022,3,Vivo,312306,0.145
madhya-pradesh,2022,3,Oppo,260873,0.115
madhya-pradesh,2022,3,Realme,207064,0.095
madhya-pradesh,2022,3,OnePlus,101449,0.045
madhya-pradesh,2022,3,Apple,75999,0.035
madhya-pradesh,2022,3,Motorola,43454,0.02
madhya-pradesh,2022,3,Others,188034,0.085
madhya-pradesh,2022,4,Xiaomi,626779,0.26
madhya-pradesh,2022,4,Samsung,471878,0.2
madhya-pradesh,2022,4,Vivo,346870,0.145
madhya-pradesh,2022,4,Oppo,258807,0.115
madhya-pradesh,2022,4,Realme,219488,0.095
madhya-pradesh,2022,4,OnePlus,101980,0.045
madhya-pradesh,2022,4,Apple,81283,0.035
madhya-pradesh,2022,4,Motorola,47004,0.02
madhya-pradesh,2022,4,Others,194252,0.085
madhya-pradesh,2023,1,Xiaomi,537236,0.26
madhya-pradesh,2023,1,Samsung,446797,0.2
madhya-pradesh,2023,1,Vivo,327157,0.145
madhya-pradesh,2023,1,Oppo,254767,0.115
madhya-pradesh,2023,1,Realme,195980,0.095
madhya-pradesh,2023,1,OnePlus,93765,0.045
madhya-pradesh,2023,1,Apple,75780,0.035
madhya-pradesh,2023,1,Motorola,42809,0.02
madhya-pradesh,2023,1,Others,189632,0.085
madhya-pradesh,2023,2,Xiaomi,567347,0.26
madhya-pradesh,2023,2,Samsung,412648,0.2
madhya-pradesh,2023,2,Vivo,324845,0.145
madhya-pradesh,2023,2,Oppo,238500,0.115
madhya-pradesh,2023,2,Realme,204349,0.095
madhya-pradesh,2023,2,OnePlus,93744,0.045
madhya-pradesh,2023,2,Apple,77254,0.035
madhya-pradesh,2023,2,Motorola,44670,0.02
madhya-pradesh,2023,2,Others,191646,0.085
madhya-pradesh,2023,3,Xiaomi,700078,0.26
madhya-pradesh,2023,3,Samsung,536244,0.2
madhya-pradesh,2023,3,Vivo,379678,0.145
madhya-pradesh,2023,3,Oppo,301781,0.115
madhya-pradesh,2023,3,Realme,237241,0.095
madhya-pradesh,2023,3,OnePlus,112457,0.045
madhya-pradesh,2023,3,Apple,91985,0.035
madhya-pradesh,2023,3,Motorola,52859,0.02
madhya-pradesh,2023,3,Others,215278,0.085
madhya-pradesh,2023,4,Xiaomi,834677,0.26
madhya-pradesh,2023,4,Samsung,658422,0.2
madhya-pradesh,2023,4,Vivo,494485,0.145
madhya-pradesh,2023,4,Oppo,392609,0.115
madhya-pradesh,2023,4,Realme,306890,0.095
madhya-pradesh,2023,4,OnePlus,149250,0.045
madhya-pradesh,2023,4,Apple,113601,0.035
madhya-pradesh,2023,4,Motorola,65488,0.02
madhya-pradesh,2023,4,Others,267145,0.085
maharashtra,2018,1,Xiaomi,541757,0.26
maharashtra,2018,1,Samsung,415359,0.2
maharashtra,2018,1,Vivo,290081,0.145
maharashtra,2018,1,Oppo,225959,0.115
maharashtra,2018,1,Realme,198100,0.095
maharashtra,2018,1,OnePlus,92963,0.045
maharashtra,2018,1,Apple,72002,0.035
maharashtra,2018,1,Motorola,39726,0.02
maharashtra,2018,1,Others,169286,0.085
maharashtra,2018,2,Xiaomi,638177,0.26
maharashtra,2018,2,Samsung,496405,0.2
maharashtra,2018,2,Vivo,356797,0.145
maharashtra,2018,2,Oppo,279467,0.115
maharashtra,2018,2,Realme,243104,0.095
maharashtra,2018,2,OnePlus,119441,0.045
maharashtra,2018,2,Apple,88604,0.035
maharashtra,2018,2,Motorola,51662,0.02
maharashtra,2018,2,Others,222845,0.085
maharashtra,2018,3,Xiaomi,728519,0.26
maharashtra,2018,3,Samsung,545920,0.2
maharashtra,2018,3,Vivo,422300,0.145
maharashtra,2018,3,Oppo,304895,0.115
maharashtra,2018,3,Realme,263524,0.095
maharashtra,2018,3,OnePlus,130496,0.045
maharashtra,2018,3,Apple,93135,0.035
maharashtra,2018,3,Motorola,57584,0.02
maharashtra,2018,3,Others,242239,0.085
maharashtra,2018,4,Xiaomi,815590,0.26
maharashtra,2018,4,Samsung,600688,0.2
maharashtra,2018,4,Vivo,460033,0.145
maharashtra,2018,4,Oppo,363847,0.115
maharashtra,2018,4,Realme,280690,0.095
maharashtra,2018,4,OnePlus,135682,0.045
maharashtra,2018,4,Apple,106668,0.035
maharashtra,2018,4,Motorola,63748,0.02
maharashtra,2018,4,Others,252751,0.085
maharashtra,2019,1,Xiaomi,780550,0.26
maharashtra,2019,1,Samsung,592728,0.2
maharashtra,2019,1,Vivo,434603,0.145
maharashtra,2019,1,Oppo,324008,0.115
maharashtra,2019,1,Realme,266550,0.095
maharashtra,2019,1,OnePlus,127836,0.045
maharashtra,2019,1,Apple,96394,0.035
maharashtra,2019,1,Motorola,58012,0.02
maharashtra,2019,1,Others,253105,0.085
maharashtra,2019,2,Xiaomi,875838,0.26
maharashtra,2019,2,Samsung,680626,0.2
maharashtra,2019,2,Vivo,529528,0.145
maharashtra,2019,2,Oppo,407438,0.115
maharashtra,2019,2,Realme,347526,0.095
maharashtra,2019,2,OnePlus,166047,0.045
maharashtra,2019,2,Apple,120669,0.035
maharashtra,2019,2,Motorola,69634,0.02
maharashtra,2019,2,Others,311317,0.085
maharashtra,2019,3,Xiaomi,1044456,0.26
maharashtra,2019,3,Samsung,808585,0.2
maharashtra,2019,3,Vivo,583782,0.145
maharashtra,2019,3,Oppo,465694,0.115
maharashtra,2019,3,Realme,360645,0.095
maharashtra,2019,3,OnePlus,172192,0.045
maharashtra,2019,3,Apple,134612,0.035
maharashtra,2019,3,Motorola,80833,0.02
maharashtra,2019,3,Others,341450,0.085
maharashtra,2019,4,Xiaomi,989976,0.26
maharashtra,2019,4,Samsung,796859,0.2
maharashtra,2019,4,Vivo,596363,0.145
maharashtra,2019,4,Oppo,465371,0.115
maharashtra,2019,4,Realme,373190,0.095
maharashtra,2019,4,OnePlus,181393,0.045
maharashtra,2019,4,Apple,139752,0.035
maharashtra,2019,4,Motorola,79040,0.02
maharashtra,2019,4,Others,339126,0.085
maharashtra,2020,1,Xiaomi,968278,0.26
maharashtra,2020,1,Samsung,724868,0.2
maharashtra,2020,1,Vivo,557540,0.145
maharashtra,2020,1,Oppo,455703,0.115
maharashtra,2020,1,Realme,366880,0.095
maharashtra,2020,1,OnePlus,163875,0.045
maharashtra,2020,1,Apple,133404,0.035
maharashtra,2020,1,Motorola,79239,0.02
maharashtra,2020,1,Others,331371,0.085
maharashtra,2020,2,Xiaomi,981315,0.26
maharashtra,2020,2,Samsung,767893,0.2
maharashtra,2020,2,Vivo,540721,0.145
maharashtra,2020,2,Oppo,443502,0.115
maharashtra,2020,2,Realme,340527,0.095
maharashtra,2020,2,OnePlus,165139,0.045
maharashtra,2020,2,Apple,128098,0.035
maharashtra,2020,2,Motorola,72088,0.02
maharashtra,2020,2,Others,307539,0.085
maharashtra,2020,3,Xiaomi,963377,0.26
maharashtra,2020,3,Samsung,795461,0.2
maharashtra,2020,3,Vivo,587042,0.145
maharashtra,2020,3,Oppo,461830,0.115
maharashtra,2020,3,Realme,374263,0.095
maharashtra,2020,3,OnePlus,176114,0.045
maharashtra,2020,3,Apple,132409,0.035
maharashtra,2020,3,Motorola,73539,0.02
maharashtra,2020,3,Others,315159,0.085
maharashtra,2020,4,Xiaomi,1313034,0.26
maharashtra,2020,4,Samsung,927695,0.2
maharashtra,2020,4,Vivo,728408,0.145
maharashtra,2020,4,Oppo,552108,0.115
maharashtra,2020,4,Realme,454776,0.095
maharashtra,2020,4,OnePlus,212111,0.045
maharashtra,2020,4,Apple,162219,0.035
maharashtra,2020,4,Motorola,95629,0.02
maharashtra,2020,4,Others,417594,0.085
maharashtra,2021,1,Xiaomi,1203748,0.26
maharashtra,2021,1,Samsung,918130,0.2
maharashtra,2021,1,Vivo,730419,0.145
maharashtra,2021,1,Oppo,531452,0.115
maharashtra,2021,1,Realme,449486,0.095
maharashtra,2021,1,OnePlus,219396,0.045
maharashtra,2021,1,Apple,164451,0.035
maharashtra,2021,1,Motorola,94974,0.02
maharashtra,2021,1,Others,427651,0.085
maharashtra,2021,2,Xiaomi,1336115,0.26
maharashtra,2021,2,Samsung,1014818,0.2
maharashtra,2021,2,Vivo,723851,0.145
maharashtra,2021,2,Oppo,556187,0.115
maharashtra,2021,2,Realme,488143,0.095
maharashtra,2021,2,OnePlus,214604,0.045
maharashtra,2021,2,Apple,175069,0.035
maharashtra,2021,2,Motorola,102087,0.02
maharashtra,2021,2,Others,430024,0.085
maharashtra,2021,3,Xiaomi,1314746,0.26
maharashtra,2021,3,Samsung,1006683,0.2
maharashtra,2021,3,Vivo,768272,0.145
maharashtra,2021,3,Oppo,598768,0.115
maharashtra,2021,3,Realme,496768,0.095
maharashtra,2021,3,OnePlus,222800,0.045
maharashtra,2021,3,Apple,174568,0.035
maharashtra,2021,3,Motorola,100851,0.02
maharashtra,2021,3,Others,453974,0.085
maharashtra,2021,4,Xiaomi,1487177,0.26
maharashtra,2021,4,Samsung,1117587,0.2
maharashtra,2021,4,Vivo,807380,0.145
maharashtra,2021,4,Oppo,687828,0.115
maharashtra,2021,4,Realme,540166,0.095
maharashtra,2021,4,OnePlus,247370,0.045
maharashtra,2021,4,Apple,202604,0.035
maharashtra,2021,4,Motorola,113418,0.02
maharashtra,2021,4,Others,497853,0.085
maharashtra,2022,1,Xiaomi,1085204,0.26
maharashtra,2022,1,Samsung,882851,0.2
maharashtra,2022,1,Vivo,602339,0.145
maharashtra,2022,1,Oppo,475004,0.115
maharashtra,2022,1,Realme,405010,0.095
maharashtra,2022,1,OnePlus,199328,0.045
maharashtra,2022,1,Apple,153730,0.035
maharashtra,2022,1,Motorola,87601,0.02
maharashtra,2022,1,Others,384104,0.085
maharashtra,2022,2,Xiaomi,1272428,0.26
maharashtra,2022,2,Samsung,1022867,0.2
maharashtra,2022,2,Vivo,721095,0.145
maharashtra,2022,2,Oppo,583159,0.115
maharashtra,2022,2,Realme,499719,0.095
maharashtra,2022,2,OnePlus,219966,0.045
maharashtra,2022,2,Apple,178383,0.035
maharashtra,2022,2,Motorola,101536,0.02
maharashtra,2022,2,Others,424780,0.085
maharashtra,2022,3,Xiaomi,1376589,0.26
maharashtra,2022,3,Samsung,1060669,0.2
maharashtra,2022,3,Vivo,816579,0.145
maharashtra,2022,3,Oppo,600862,0.115
maharashtra,2022,3,Realme,520702,0.095
maharashtra,2022,3,OnePlus,236154,0.045
maharashtra,2022,3,Apple,189213,0.035
maharashtra,2022,3,Motorola,106877,0.02
maharashtra,2022,3,Others,457343,0.085
maharashtra,2022,4,Xiaomi,1453827,0.26
maharashtra,2022,4,Samsung,1195502,0.2
maharashtra,2022,4,Vivo,875186,0.145
maharashtra,2022,4,Oppo,645096,0.115
maharashtra,2022,4,Realme,574720,0.095
maharashtra,2022,4,OnePlus,274629,0.045
maharashtra,2022,4,Apple,193883,0.035
maharashtra,2022,4,Motorola,118772,0.02
maharashtra,2022,4,Others,484154,0.085
maharashtra,2023,1,Xiaomi,1569579,0.26
maharashtra,2023,1,Samsung,1161407,0.2
maharashtra,2023,1,Vivo,816522,0.145
maharashtra,2023,1,Oppo,662054,0.115
maharashtra,2023,1,Realme,577456,0.095
maharashtra,2023,1,OnePlus,251515,0.045
maharashtra,2023,1,Apple,212330,0.035
maharashtra,2023,1,Motorola,113622,0.02
maharashtra,2023,1,Others,512646,0.085
maharashtra,2023,2,Xiaomi,1272461,0.26
maharashtra,2023,2,Samsung,986680,0.2
